 date ,Condition,region/,season,TEMPERATURE UNIT,forecast_provider,alertLevel/, time_of_day ,Cloud Cover, wind_direction /,uvIndexCategory,precip_type,humidity category, visibility band ,stormName/, day/Night , Temperature °C ?,temperature °f,humidity_%,wind speed kph,rainfallMm, Pressure Hpa ,visibility_km, DEWPOINT °C ,feelslike_°c,snowfall_cm
10/02/2024,Snowy,North,SUMMER,Celsius,accuweather,NA,Morning,partlyCloudy,NA,NA,Hail, HUMID ,Moderate,DUDLEY,day,2267,2469,2647,18113," 8,174",19866,8361,"19,375",£8842,£17703
2024-03-25,Stormy,WEST,Spring,celsius,Noaa,red,morning,overcast,S,moderate,NA,Humid,NA,Arwen,day,12124,5060,12978,NaN,502,5885,1478,-999," 1,347",£14423
15/07/2024,Foggy,North,NaN,KELVIN,Noaa,NA,NA,clear,e,High,None,oppressive,very_poor,corrie,Night,13179,1996,,8889,"14,533",18309,NA,NA,10232,NaN
,CLOUDY,west,winter,KELVIN,weather.com,-999,afternoon,Partly Cloudy,-999,extreme,sleet,missing,Good,Corrie,night,3438,£304,-999,13502,£14053,£3713,10999,£5622,12464,"16,813"
07/09/2022,sleet, west ,Spring,KELVIN,accuweather,Amber,NA,CLEAR,s,moderate,Rain,Oppressive,very_poor,arwen,Day,14328,£12626," 3,784",missing,£9707,2427,13554,1601,"12,375","13,037"
2021-04-18,rainy,west,Summer,celsius,met_office,none,evening,mostly cloudy,NE, High ,hail,Dry,NaN,eunice,day,16234,17222,11381,£5353,7199,£13553,,12927," 5,492"," 7,695"
14/08/2024,windy,WEST, autumn ,kelvin,missing,AMBER,night,NA,NA,high,Hail,dry,Moderate,EUNICE,night,14312,7838,7079,18225,,4637,1926,£19571," 7,966",£4166
2023-05-24,NaN,SOUTH,winter,-999,NA,RED,, Partly Cloudy ,se,MODERATE, None ,comfortable,very poor,NA, Night ,NaN,£1356,11827,NaN,£13565,missing," 1,293",17039,6411,£6825
08/05/2023,missing,south,NA,kelvin,bbc,Red,afternoon,PARTLY CLOUDY,NE,moderate,NONE,COMFORTABLE,excellent,dudley,Day,2259,429,13712,£4827,£19652,6294,7591,"12,762",3364,17157
16/03/2021,windy,south,Summer,FAHRENHEIT,ACCUWEATHER,NA,night,overcast,Nw, VERY HIGH ,SLEET,humid,Good,Arwen,-999,5062,7395,12893,10798," 2,906",13064,£16826,£15260,"15,456","16,699"
2022-01-28,CLOUDY,coastal,spring,celsius,WEATHER.COM,NA,night,OVERCAST,n, Moderate ,SLEET,comfortable,VERY POOR,Eunice,NaN,3770,14052,9486,5402,NA,6206,2518,15329,missing,-999
NaN,Windy,east,Winter,,metOffice,amber,afternoon, Mostly Cloudy ,W,MODERATE,snow,OPPRESSIVE,excellent,barra,DAY,£873,£6807,3400,19589,missing,3699,17492,13164,-999,"10,743"
05/09/2022,rainy,Coastal,winter,kelvin,MET OFFICE,NaN, evening ,NaN,NW,extreme,sleet,Comfortable,excellent,FRANKLIN,night,£16804,,£17811,missing,£6730,13829,3217,missing,4574,8968
30/09/2024,cloudy,Midlands,summer,-999,NaN,AMBER,afternoon,mostly cloudy,e,NaN,snow,OPPRESSIVE,Moderate,corrie, DAY ," 2,018",7656,NA,15030,missing,£7553,19138,6615,4248,12887
2023-12-06,missing,EAST,summer,Kelvin,met_office,none,-999,partly_cloudy,NaN,Extreme,Rain,humid,POOR,DUDLEY,day,"15,561",17561,17683,47,£10832,9717,missing,9739,"14,436","17,566"
NA,windy,,Autumn,celsius,bbc,amber,night,OVERCAST,nw,Low,NONE, DRY ,poor,eunice,DAY,15274,4896,NA,14494,"13,646",6570,14412,NaN,12817,NaN
11/04/2022,NaN, SOUTH ,,kelvin,BBC,Yellow,afternoon,NA,nw,HIGH,rain,dry,Moderate,CORRIE,night,"13,477","18,418",13833,1641,2451,£18497,770,£13388,"12,794",18151
,SUNNY,,Winter,kelvin,bbc,None,evening,OVERCAST,SE,-999,none,DRY,POOR,eunice,night,724,4927,NA,£7451,16743," 7,322",466,7236,4441,
2023-09-25,rainy, north ,autumn,celsius,met_office,YELLOW,Evening, partlyCloudy , W ,Very High,hail,oppressive,GOOD,franklin,night," 5,017",,12450,"14,948",10205,14439,9726,missing,5989,17218
2024-03-02, CLOUDY ,NORTH,NaN,NaN,Met Office,none, night ,overcast,NW,moderate,NA,humid,Good,Eunice,NIGHT,£8924,"14,837",£5580,17113,"13,981",92,3355,674," 3,644",18797
"Nov 27, 2021", stormy ,SOUTH,autumn,kelvin,bbc,AMBER,Evening,-999,NE,, hail ,dry,-999,dudley,day,missing,£5027,2688,15985,NA," 9,469",5695,16641,£15576,NA
07/04/2024,Sleet, west ,spring,,bbc, amber ,evening,partly cloudy,nw,low,rain,DRY,MODERATE,Franklin,night,2767,£15403,18235,£1908,4358,-999,-999,"15,668"," 6,381",16081
11/07/2021,SNOWY,south,Summer,celsius,NaN,RED,NIGHT,mostly_cloudy,Nw,MODERATE,snow,dry,excellent,EUNICE,,£2391,17324,11496,-999,15768,-999,"19,040","15,513",9682,19083
08/12/2024,Snowy,west,summer,celsius,Weather.com,none,morning,MOSTLY CLOUDY,NA,-999,hail,comfortable,POOR, arwen ,day,"15,785",£3582," 2,834",£17716," 1,044",15567,£8483,9858,4892,57
, snowy ,missing,NaN,kelvin, weather.com ,yellow,morning,overcast,SE,EXTREME,snow,,moderate,Eunice, NIGHT ,-999,£16173,NaN,450,1735,£1125,18898,19085,15722,7055
03/01/2024,Rainy,NA,autumn,fahrenheit,MET OFFICE, amber ,night,MOSTLY CLOUDY,ne,high,-999,comfortable,VERY POOR,eunice,NIGHT,6906,12712," 7,377",10961,"13,483",,NaN,£5091,£13711,17661
08/02/2022,sleet,,autumn,fahrenheit,bbc,amber,morning,partly_cloudy,s,VERY HIGH,Snow, comfortable ,moderate,NA,day,"18,400",1944,10421,13225,£5111,15186,4674,£17477,missing,2368
2023-10-20,, east ,summer, kelvin ,Bbc,yellow,afternoon,partly_cloudy,W,EXTREME, rain ,Dry,poor,corrie,Day,19119,19020,11058," 4,566",£15776,13390,£15890,7122,11249,14277
04/06/2023,cloudy,South,SUMMER,fahrenheit,metOffice,none,evening,clear,s, moderate ,sleet,dry,Good,franklin,night,17826,17004,6174,16345,£11118,3913,£16171,4241,7676,"12,677"
17/11/2024,sunny,east,spring,celsius,WEATHER.COM,RED,night,partly_cloudy,se,very_high,none,OPPRESSIVE,Good,EUNICE,night," 2,192",£2079,1639,-999,16034,," 5,113",missing,"14,883",NA
06/02/2023, stormy ,coastal,Winter,celsius,accuweather,yellow,morning,overcast,missing,VERY HIGH,SLEET,humid, poor , barra ,Night,358,15583,"14,628",18716,£7237,7140,£1566,"16,864",NA,3132
"Jun 04, 2023",CLOUDY,North,summer,Fahrenheit,metOffice,YELLOW,afternoon,PARTLY CLOUDY, se ,NaN,SNOW,oppressive,missing,franklin,DAY," 5,714","12,924",-999,£8651,17263,"14,890",19138,8072,"13,605"," 3,064"
2022-03-01,STORMY,inland,,kelvin,Bbc,yellow,night,mostly_cloudy,S,very high, rain ,dry, very poor ,dudley,night,£17659,"13,927",-999,10040,9743,666,NaN,7461,19606,NA
2024-02-23,sunny,Midlands,Summer,Kelvin,NaN,AMBER,morning,PARTLY CLOUDY,N,missing,,dry,moderate,eunice,Day,3770,3824,,8931,263," 8,956",NaN,15903,18348,3386
"Aug 09, 2024", rainy ,NaN,WINTER, kelvin ,met office,red,afternoon,overcast,N,extreme,sleet,NA, excellent , franklin , NIGHT ,10841,,714,14273," 9,238",£4213,"19,907",964,7135,"12,042"
2022-03-06,SUNNY,inland,summer,KELVIN,met office,none,Night,Partly Cloudy,SW,high,NONE,humid,EXCELLENT,dudley,,8025,5872,7735,13909,10571,£1503," 3,762",£15488,7053,
15/05/2024,NaN,coastal,SUMMER,kelvin,missing,none,NA,clear,w,high,none,oppressive,Excellent,NaN,DAY,18499,£5195,£9910,11962,12160,   488,-999,-999,4416,938
30/06/2023,snowy,inland,Winter,kelvin,accuweather,amber,Afternoon,partlyCloudy,e,moderate,sleet,COMFORTABLE, good ,EUNICE,night," 2,363",£11111,13245,£8823,738," 1,242","13,284",17869,£2732,2647
2021-10-16,NA,coastal,summer,NA,accuweather,none,night,clear,NE,veryHigh,rain,OPPRESSIVE,Excellent,missing,day,5290,missing,NaN,411,19659,18362,5690,15779,2231,10457
24/02/2023,SUNNY,West, Autumn , celsius ,weather.com,Red,morning,overcast,n,veryHigh,sleet,comfortable,poor,barra,night,£15466,4330,NaN,8392,£14291,16615,3860,18067,£257,16855
13/05/2022,sunny,midlands,SUMMER,CELSIUS,bbc,,NaN,Clear,E,moderate,Snow,comfortable,moderate,arwen, night ,18780,18627,8916,"14,466",19422,13348,9421,16760,NA,£3796
,Sunny,inland,autumn,kelvin,met_office,NONE,Night,OVERCAST,e,moderate,rain,comfortable,Very Poor,Eunice,DAY,,18659,missing,16166,£6948,11178,19056," 6,984",11760,-999
2021-09-08,FOGGY,north,missing,kelvin,MET OFFICE,red,afternoon,clear, E ,Very High,hail,dry,NA,eunice, day ,19533,16156,NaN,11468,15352,10470,"10,468",865,10404,2384
2021-04-21,foggy,north,SUMMER,kelvin,noaa,none,night,clear,e,veryHigh,none,dry,poor,Franklin,day,£825,£19983,17,4984,7724,14133,"10,989"," 6,555",2745,18662
11/03/2023,windy,NA,summer,kelvin,Bbc, red ,afternoon,OVERCAST,W,EXTREME, NONE ,Dry,Good,arwen,NIGHT," 4,276",missing,5298,4916,£7846,6928,NaN,3302,£12951,2033
2024-11-09,NA,south, winter ,-999,,none,Morning,clear,sw,LOW, NONE ,Humid,excellent, barra ,Night,£19602,8354,19101,missing,,13068,"14,919",13078,-999,12593
"May 28, 2022",Sleet,EAST,SPRING,fahrenheit,ACCUWEATHER,red,night,clear,w,MODERATE,hail,Humid,Good,eunice,day,4174,-999,19171," 7,029",7443,£2787,1506,15419,11851,£6428
2024-02-28,Sunny,Coastal,AUTUMN,Kelvin,accuweather,Yellow,morning,,s,Moderate,NONE,Humid,very_poor,Arwen,DAY,"14,013",6730,£13007,-999,9002,3508,-999,19212,5630,15488
2024-08-13,Snowy,coastal,autumn,FAHRENHEIT,missing,Yellow,night,PARTLY CLOUDY,se,Moderate,none,Oppressive,MODERATE,Franklin,Night,,6347,£12543,£17072," 3,446",15234,"14,235",£15022,£13046,2813
05/01/2023,windy,midlands,summer,celsius,NaN,amber,evening,overcast, W ,EXTREME,snow,,missing, barra , NIGHT ,£10121,5728,£9476,14120,NaN,"17,020",,"16,898",missing,NaN
2021-03-04,Sleet,East,missing,celsius,weather.com,NONE,evening,OVERCAST,NE,NA,rain,oppressive,poor,NaN,Day,"18,018"," 5,577",3465,5610,8890,£19818,13197,15625,19045,18911
NaN,sunny,,Autumn,NaN,Met Office,yellow,Night,partlyCloudy,NaN,high,SNOW,HUMID,good,dudley,Night,"12,268",£19804,1529,10147,9807,"11,916","13,986",5706,£17893,12575
22/04/2023,rainy,East,SUMMER,kelvin,weather.com,yellow,morning,mostlyCloudy,nw,extreme, rain ,comfortable,NA,corrie,day,£7964,,6514,4165,£1301,£6763," 2,433",-999,17370,NaN
18/07/2021,snowy,SOUTH,spring,,,none,night, PARTLY CLOUDY ,e,extreme, snow ,comfortable,-999,Arwen,DAY,13105,10576,19853,£1620,20,9515,10572,17418,19259,"17,557"
2023-08-29,-999,coastal, Summer ,,NA,red,morning,clear,se,VERY HIGH,-999,Comfortable,poor,EUNICE,-999,,£18074,10784,2344,6714,11164,19915,14874,173,5969
missing,NA,NA,winter,KELVIN,accuweather,,NA,,SW,Very High,Hail,NaN,MODERATE,NA,DAY,16689,12882,12296,4289," 4,602",100,16939,6519,NA,4115
2022-08-06,Sleet,North,missing,kelvin,noaa,red,night,overcast,e,high,none,dry,VERY POOR,Barra,day,1227,15144,£15564,NaN,2451,10950,19876,,13563,10074
17/07/2022,foggy,North,summer,celsius,Met Office,amber,morning,missing,E,extreme,Rain,missing,GOOD,Corrie,day,£14470,6434,18255,15221,1700,14610,5715,-999,8313," 9,244"
2023-04-25,rainy,inland,autumn,Kelvin, met_office ,red, Afternoon ,mostlyCloudy,N,extreme,Hail,dry,moderate,Franklin,night,3621,15046,15413,NA," 6,097",13858,missing,NA,6621,15558
12/03/2021,CLOUDY,north,summer,Kelvin, bbc ,RED, morning ,NA,n,extreme, hail ,Dry,VERY POOR,barra,day,3817,15397,13941,19265,13859,NaN," 1,721",NaN,12171,£17346
NA,sleet,west,winter,fahrenheit,bbc,red,evening,Mostly Cloudy,se,Moderate,none,comfortable,very_poor,arwen,day,2310,9616,9522,6316," 5,832","15,389",NA,18233," 1,473",£2908
2023-09-14,sleet,Midlands,NaN,FAHRENHEIT,weather.com,NaN,afternoon,overcast,W,NA, NONE ,humid,POOR,-999,NIGHT,£2626,15530,NA,missing,17355,6083,15510,7113,10911,11070
"Jan 01, 2022",sleet,-999,missing, Fahrenheit ,met office,amber,NaN,Overcast,NA,Moderate,hail,oppressive,excellent, CORRIE ,Day," 9,524",missing,17787," 8,086","18,288",3094,12324,15683,17561,2565
,snowy,SOUTH,AUTUMN,celsius,Bbc,none,afternoon,PARTLY CLOUDY,s,extreme,missing,COMFORTABLE,very poor,barra,NIGHT,6864,5365,,£9826,5540,12163,2905,18379,4288,£10845
19/06/2022,rainy,north,autumn,celsius,NOAA,none,Afternoon,MOSTLY CLOUDY,E,HIGH,snow,oppressive,very_poor,,night,"11,032",£10092,"13,953",7582," 9,682",£510,1189,1134,"10,558","12,845"
"Jul 16, 2021",foggy,east,autumn,FAHRENHEIT,weather.com,-999,NaN,mostly_cloudy,n,Very High,Hail,humid,excellent,missing,night,3475,,17898,6029,missing,£8601,1290,19148,10053,1497
2024-11-23,Stormy,MIDLANDS,summer,NA,accuweather,amber,missing,PARTLY CLOUDY,missing,moderate,hail,humid,POOR,arwen,day,£8991,3603,8618,3522,£7862,"18,256",13852,13964,1181,17604
2024-01-04,cloudy,NA,Summer,kelvin,NOAA,RED,evening,Partly Cloudy,nw,Extreme,rain,HUMID,NA, franklin ,NIGHT,£15222,£4148,9523," 7,569",10986,7484,694,6420,£17508,16574
,Sunny,INLAND,summer,celsius,bbc,red,Evening,MOSTLY CLOUDY,w,HIGH,-999,-999,-999,Dudley,Day,7940,8179,2317,4304,19571,15748,£19060,3371,4968,12133
2024-02-26,-999,coastal,spring,Celsius,MET OFFICE,none,MORNING,PARTLY CLOUDY,s,low,missing,dry,Very Poor,eunice,day,10601,8972,4779,NA,12265,17755,8398,16741,10681," 4,269"
-999,rainy,West,NA,kelvin,met_office,amber,MORNING,partlyCloudy,s, extreme ,none,dry,moderate,dudley,night,11849,," 1,292",£7678,18679,NaN,10985,£18757,4719,1234
2022-09-17,Snowy,coastal,SUMMER,Kelvin,bbc,Amber, afternoon ,clear,nw,Extreme,Snow,HUMID,very poor,NaN,day,2202,£5015,£8757,£7574,14205,-999,2838," 8,872",5600,18387
2022-11-12,windy,south,summer,Fahrenheit,Accuweather,yellow,NaN,overcast, W ,LOW,RAIN, Humid ,good,eunice,night,5774,16696,2767,£5596,4319,8161,-999,15929,11380," 9,379"
"Apr 11, 2021",foggy,west,spring,FAHRENHEIT,met_office,amber,evening,partly_cloudy,e,low,hail,humid,excellent,Arwen,NIGHT,9315,NA," 3,420",12282,7897,19493,14826,6230,7072,£391
27/11/2023,sunny,Midlands,summer,Fahrenheit, ACCUWEATHER ,yellow,NA,partly_cloudy,ne,NaN,Hail,Humid,excellent, arwen ,NIGHT,3806,19820,£12082,19246,£18518,10799,£10741,10396,£13582,£13053
22/09/2021,snowy,-999,summer,kelvin,met_office,amber,evening,OVERCAST,s,Low,sleet,OPPRESSIVE,Very Poor,eunice,missing," 3,677"," 6,839",7932,9658,missing,11606,10806,8567,16396,9708
2021-11-01,SLEET,south,-999,fahrenheit,weather.com,amber,evening,NaN,n,NA,NaN,NaN,good,dudley,night,15505,missing,2321,"12,877",,1121,missing,-999,3165,
,stormy,coastal,winter,FAHRENHEIT,noaa,Yellow,night,overcast,se,LOW,snow,Comfortable,moderate, ARWEN ,Day,2821,£12341,9517,14758,4798,£8410," 2,328",£10819,17789,8057
04/12/2024,rainy,east,autumn,celsius,bbc,-999,evening,Overcast,Nw,MODERATE,sleet,oppressive,missing,EUNICE,day,16866,,missing,-999,£15539,"16,607",NA,6477,2679,17650
08/05/2022, SLEET , coastal ,summer,fahrenheit,Bbc,amber,night,-999,SE,High,sleet, oppressive , poor ,DUDLEY,Night,9499,10179,6658,1507,£12184,2089,18277,16637,£3837,"16,793"
2021-10-26, rainy ,NaN,,celsius,NOAA,red, Morning ,Partly Cloudy,Ne,Very High,Snow,comfortable,poor,Dudley,Night,8358,1462,8470,missing,16075,16099,12372,10522,7448,4466
-999,NA,COASTAL,winter,fahrenheit,,NONE,morning,PARTLY CLOUDY,S,moderate,rain,humid,GOOD,eunice, day ,3843,15334,15370,-999,£2347,"18,662",4542,,9141,£3224
29/12/2023,Foggy,NaN,Winter,CELSIUS,accuweather,NaN,evening,overcast,n,very_high,NONE,Dry,poor,eunice,night,missing,17850,8352,14900,£11921,12871,4880,£12993,6936,7105
11/03/2021,foggy,east,spring,Fahrenheit,accuweather,RED,AFTERNOON,PARTLY CLOUDY,,moderate,hail,dry,very_poor, CORRIE ,day,£19182,16278,8912,"19,770",missing,16916,12376,2154,"16,666",6092
08/11/2023,cloudy,west, summer ,kelvin,ACCUWEATHER,missing,afternoon,clear,-999,veryHigh,NONE,Humid,excellent,dudley,DAY,missing,19762,£17121,£2419,£14671,NA," 3,034",18817,"13,172",9141
05/08/2023,windy,north, AUTUMN ,celsius,BBC,NONE,Morning,partlyCloudy,nw,Very High,hail,missing,GOOD,franklin,DAY,missing,5080,5963,8383,1458," 3,898",12495,-999,18842,£10321
29/04/2024,windy,east,winter,FAHRENHEIT,,YELLOW, night ,mostly cloudy,s,EXTREME,None,oppressive,poor,corrie,day,£16923," 8,901",£19634,£10783,£4158,8449,1778,5969,18422,15195
08/06/2022,sunny,north,Spring,fahrenheit,ACCUWEATHER,amber,Morning, partlyCloudy ,e,NA,NONE,COMFORTABLE,Good,ARWEN,NaN,1542,£18604,£6520,1709,2820,1695,17281,14102,7970,1430
2021-11-27,rainy,coastal,spring,celsius,accuweather,yellow,Afternoon,partly cloudy,nw,HIGH,sleet,comfortable,MODERATE,FRANKLIN,day,1594,£17455,,£13825,12545,5736,£9913,missing,-999,5239
24/06/2023,stormy,east,SUMMER,Celsius,,-999,NA,PARTLY CLOUDY,missing,VERY HIGH,None,COMFORTABLE,EXCELLENT, eunice ,NaN,8046,16315,"10,451",10348,"17,863",£15673,14848,12569,6177,11581
"Jun 29, 2022",STORMY,east,autumn,celsius,NaN, Amber ,AFTERNOON,overcast,se,-999,SLEET,Dry,excellent,Dudley,missing,"18,483",6913,£18805,18186,£2063,£17524,"18,578"," 6,755",£2516,9285
"Jun 21, 2022",Rainy, inland , winter ,celsius,Accuweather,yellow,morning,mostly cloudy,missing,low,none,humid,-999,barra,night,£15993,19785,"14,097",4858,9729,9568,12102,3130,15595,£15289
04/11/2022,snowy,south,WINTER,FAHRENHEIT,Bbc,-999,Evening,clear,Nw,High,hail,Humid,Very Poor,DUDLEY,-999,"11,799",6492,£12688,17253," 4,923",3050,1879,£12673,13837,£17155
20/05/2024,Rainy,south,NA,KELVIN,met office,none, afternoon ,PARTLY CLOUDY,s,veryHigh,hail,dry,POOR,franklin,Night,£15538,£15486,10981,"14,404","17,059",297,5899,18542,"12,627",   720
"Aug 02, 2021",snowy,West,Spring,kelvin,Bbc,AMBER,night, overcast ,se,very_high,sleet,NaN,veryPoor,corrie,night,-999,6008,13919,694,3444,7976,14848,2960,£13787,-999
2023-11-26,rainy,NA,summer,CELSIUS,NOAA,,night,overcast,Se,low, snow ,comfortable,NaN,franklin,night,4454,£53,£13192,19606,5682," 5,019",13839,£11236,"15,353","19,777"
11/06/2021,Stormy, west ,autumn,,bbc,amber,NaN,partly cloudy,n,High,SNOW,humid,VERY POOR,NaN,NIGHT,235,16263," 4,429",4041,2728,4281,NA," 6,425",123," 4,351"
2023-09-08,sleet,INLAND,autumn, fahrenheit ,bbc,red,Morning,-999,s,moderate,Snow,Humid,MODERATE,DUDLEY,DAY,6776,,16235,£463,"11,205",236,18296,,,19953
2022-01-10,FOGGY,south,winter,KELVIN,accuweather,red,night,clear,e,high,None,dry,,Corrie,NA,12079,"18,590",£10911,5150,13088,5505,"10,226"," 5,653",2623,NaN
2021-12-26,Stormy, south ,summer,celsius,noaa,none,NA,NaN,sw,low,rain,DRY,NA,corrie,Day,11999,19486,2361,2985,£4679,NaN,   995,13038,7777,18300
2023-05-14,rainy,south, autumn ,FAHRENHEIT,accuweather,amber,evening,Partly Cloudy,e,Extreme,RAIN,humid,EXCELLENT,,DAY," 7,241",5963,17078,14968,£760,15312,11185,15818,2376,£10033
16/05/2023,Rainy,inland,winter,celsius,Accuweather,amber,Night,NaN,n,-999,Snow,oppressive,very_poor,corrie,NIGHT,3028,   232,£6366,4759,2719,9457," 2,405",£17067,"16,907",9383
26/08/2023,RAINY, coastal ,SUMMER,fahrenheit,Weather.com,yellow,night,clear,SE,high,none,Oppressive,VERY POOR,barra,Night,19474,18757,£4926,19250,15228,missing,"17,996","14,458",-999,3853
15/06/2023,-999, west ,missing, Kelvin ,-999,red,evening,mostly_cloudy,ne,VERY HIGH,Sleet,oppressive,Moderate,dudley,NA,£16928,2910,£6142,NA,9693,,£2707,£16332,2298,£18107
09/02/2021,windy,EAST,SPRING,celsius,bbc,none,NIGHT,clear,sw, high ,hail,humid,moderate,eunice,night,10515,NA,818,£12569,13807,1327,14891,6652,11209,£9896
, windy ,inland,autumn,FAHRENHEIT,weather.com,NaN,morning,Partly Cloudy,E,high,None,Oppressive,NaN,corrie,night,4475,6840,19282,£5956,NA,£4464,£7063,-999,9437,4260
NaN,Sleet,SOUTH,winter,FAHRENHEIT,bbc,AMBER,night,clear, Ne ,moderate,none,Oppressive,excellent,Dudley,DAY,4023,8902,1667,£433,9334,12651,3826,17362,2562," 8,948"
26/01/2023,sunny,missing, spring ,fahrenheit,Met Office,Red,EVENING, partly_cloudy ,Sw,high,snow, Humid ,very_poor, EUNICE ,,,3200,"15,055",5866,15030,£1189,6041,£14405,7909,18537
20/08/2024,windy,inland,spring,fahrenheit,Weather.com,none,Night,partly_cloudy,,HIGH,snow,Comfortable,excellent,missing,Day,-999," 5,371",£7421,12509," 6,920",11642,missing,NaN," 4,123",12317
20/08/2021,Snowy,east, Spring ,kelvin,noaa,yellow,morning, clear ,ne, very_high ,sleet,humid,poor,Dudley,day,£18715,£933,12800,£18817,missing,£11548,£12925,£9780,5272,£8259
NaN,NaN,east,autumn,kelvin,accuweather,,EVENING,overcast,nw,missing,snow,NA,Poor,dudley,night,£12663,7524,£8217,9954,5559,14187,-999,15046,"17,912",14430
14/09/2024,Windy, midlands ,spring,Celsius,noaa,missing,evening,partlyCloudy, NE ,low,-999,Humid,veryPoor,Dudley,night,"14,659",NA,"15,547",£2075,17578,£198,,£3987,£770,17889
02/02/2021,Rainy,NORTH,Winter,Fahrenheit,BBC,RED,EVENING,MOSTLY CLOUDY,sw,high,Hail,Oppressive,POOR,Barra,DAY,£7769,£7240,£7865,£19977,"15,887","12,420",missing,"19,336",missing,
06/08/2024, stormy ,NaN, summer ,kelvin,-999,amber,NIGHT,Clear,SE,extreme,Hail,dry,poor,BARRA,day,19832,989,"11,845",£4679,1836,NaN,18886,NA,19440,18580
09/12/2024,,missing,-999,FAHRENHEIT,bbc,yellow,missing,mostly cloudy,nw,high,hail,,-999,corrie,night,11048,-999," 3,544",7406,"19,618",£2392,   163,£6443,£12796,14638
NaN,Snowy, west ,Autumn,KELVIN,bbc,amber,night,clear,ne,veryHigh,Hail,oppressive,NA,Franklin, NIGHT ,11809,"10,677",£15760,£9390,5979,£18086,16496,12611,10064,11389
"Oct 22, 2021",STORMY,inland,spring,fahrenheit,noaa,red,NA,,e,veryHigh,-999,oppressive,GOOD,missing,day,6170,,6133,"16,493",£13999,-999,£9836,,13768,£7205
11/08/2022,sunny,inland,summer, FAHRENHEIT ,bbc,NaN,morning,clear,N,VERY HIGH,Hail,HUMID,moderate,eunice,day,11387,294,£15614,NaN,16405,485,17968,£1256," 1,628",1730
2023-04-29,,coastal, autumn ,kelvin,Met Office,red,Evening,clear,s, very high ,none,dry,poor,eunice,night,6373,"15,761",£5965,NaN,£387," 9,206",8444,1496,£4759,£1557
"Nov 08, 2022",RAINY,INLAND,Summer,kelvin,met office,-999,NaN, overcast ,W,extreme,Sleet,humid,VERY POOR,barra,day,9191,9966," 9,375",14748,NaN,£11274,missing," 5,273",missing,missing
19/09/2021,stormy,midlands,autumn,celsius,accuweather,NONE,night,NA, e ,moderate,rain,missing,Poor,,Day,9852,"17,494",17604,"18,415",9592,NaN,6886,19109,7809,1638
2022-04-18,SUNNY,west,,kelvin,accuweather,yellow,night,Clear,SE,Low,rain,oppressive,MODERATE,eunice,day,£7906,NA," 4,196",12543,295,17867,16543,1591,1187,12243
2021-11-04,stormy,Inland, autumn ,Kelvin,accuweather,red,missing,missing,s,Very High,HAIL,oppressive,excellent,-999,night,"14,551",12893,"18,995",2705,18758,17510,NA,,£15156," 1,458"
02/11/2024,cloudy,coastal,autumn,kelvin,noaa,NONE,afternoon,clear,n,moderate, snow ,DRY,Very Poor, arwen ,Night,15695,£3109,£6159,-999,5503,missing,£3059,6986,1551,3545
2021-12-04,snowy,SOUTH,WINTER,fahrenheit,accuweather,Red,EVENING, CLEAR ,n,high, snow ,dry,Excellent,,,4752,1355,19929,£12245,4629,15387,1661,14806,"11,245",14838
2024-09-19,snowy,West,Winter,fahrenheit,bbc,Red,Afternoon,partly_cloudy,se,very_high,hail,comfortable,excellent,arwen,day,6725,NaN,8284,£1376,"11,402",7816,13721,7532,£8434,£6304
27/12/2024,sleet,west,Winter,fahrenheit,met_office,NONE,night,clear,SE,LOW, hail ,NaN,poor,arwen,DAY,14381,4260,4030,15164,"18,054"," 6,571",9024,8850,"19,158",8199
22/03/2021,stormy,Coastal,missing,fahrenheit,MET OFFICE,Amber,Night,Mostly Cloudy,-999, moderate ,Rain,Oppressive,poor,BARRA,DAY,1228," 2,573",£15705,£18656,17052,missing,"15,486",12800,6125,£15273
2021-06-14,Sleet, east ,Spring,celsius,met_office,missing,night,partlyCloudy,, Very High ,Snow,humid,very poor,dudley, Day ,£5463,5128," 5,748",11204,19909,-999,£2782,13087,NA,17696
2023-05-05,rainy,coastal, AUTUMN ,fahrenheit,weather.com,none,afternoon,OVERCAST,nw,HIGH,Sleet,oppressive,MODERATE,Corrie,night,," 2,945",9352,£5967,£6580,9749,£4679,18912,NaN,-999
2022-08-20,RAINY,-999,,Celsius,,RED,missing,partly_cloudy,,,rain,comfortable,-999,barra,night,"15,475",6681,15677,6556,1252,18483,missing,"17,685",19592,"11,931"
2022-02-12,windy,-999, SUMMER ,celsius,bbc,YELLOW,NaN,clear,s,extreme, hail ,NaN,POOR,barra,Night,6617,11344,6338,2604,NA,12126,11591,1637,18688,"12,038"
06/06/2021, windy ,east,SUMMER,CELSIUS,bbc,NaN,Afternoon, clear ,NaN,EXTREME,SLEET,humid,poor,eunice,night,NaN," 8,836",-999,17163,£16155,NaN,11310,19891,2242,3773
missing,snowy,inland,Autumn,celsius,Noaa,red,night,mostlyCloudy,E,high,missing,comfortable, Very Poor ,corrie,night,3875,£14970,£10861,17436,12227,,"15,921",19143,£129,13870
2021-07-07,windy,midlands,spring,fahrenheit,Noaa,amber,Morning,mostly_cloudy,N,moderate,hail,humid,very_poor,eunice,night,£8669,"19,248",4024,2122,NA,£18311,£4627,3310,6009,14283
