date,Genre,RATING,language,Format,franchise?, PRODUCTION STUDIO , release season , budget band ,distribution?,SEQUEL,Award Noms, filmingLocation , CINEMATOGRAPHY ,Lead Actor, soundMix , runtimeMin ,box office $m,metascore,userscore,screens, opening $m ,marketing_$m,CGI SHOTS,IMDB VOTES, oscarWins 
"Oct 27, 2024", DOCUMENTARY ,g,hindi,imax,STANDALONE, disney ,autumn,$10-50m, LIMITED , no ,0,australia,Imax 70mm,-999,atmos,NaN,4025,7402,9429,12477,"17,573",13674,15082,8332,"10,635"
2022-05-24,ACTION,r,mandarin,2d,reboot,sony,Winter, $50-150m ,LIMITED,no,8+,Uk,IMAX 70MM,b-list,dolby,15025,3977,2283,14919,NA,11425,£17715,15785,8043,16218
-999,horror,12A,english,missing,STANDALONE,Sony,Summer, <$10M ,streaming,NA,1-3,canada,film,a-list,dolby,18524,14676,NaN,4950,£5801,19379,£9011,19280,16568,5509
12/06/2023,ANIMATION,-999,spanish,IMAX,standalone,DISNEY,AUTUMN,>$150M,CINEMA,no,0, Australia ,FILM,Newcomer,atmos,£14004,14373,14214,2623,6080,7545,14498," 6,165",NaN,14815
22/10/2021,horror,r,hindi,IMAX,NaN,sony,Summer,$10-50m,streaming,NA,4-7,NA,-999,a-list,Dolby,11719,7430,£16172,8556,18323,missing,"10,940",10062,12944," 4,100"
2023-09-09,action, 18 ,NaN,IMAX,reboot,warner,winter,$50-150m, direct-to-dvd ,NO,8+,AUSTRALIA,film,B-LIST,dolby,,£5671,"13,538",£6689," 3,478",,291,11577,9949,missing
2022-10-21,horror,pg,hindi,STREAMING,standalone,missing,autumn,>$150m,limited,yes,0,us,film,B-List,dolby,1269,10981,8770,13142,9795,£5501,£15759,"18,982","17,598",2815
05/07/2021,missing,12a,english,IMAX,,warner,,$10-50M,CINEMA,yes,4-7,uk,Imax 70mm,a-list,DTS,8572,,NA,£10251,£13388," 9,823",8789,16318,9707,4596
2021-10-27,COMEDY,12a,missing,missing,standalone,sony,spring,<$10m,STREAMING,missing,8+,CANADA,Digital,NEWCOMER,Dolby,16529,"19,524",14139,1966," 2,917",7798,12861,8757,18096," 5,008"
14/09/2023,Horror,g,spanish,2d,spin-off,DISNEY,autumn,-999,missing,yes,1-3,canada,imax70mm,Newcomer,-999,£16969,   836,-999,"13,779",17845,8262,15096,£16153,9815,-999
2023-06-09,ANIMATION,18,mandarin,2d,Standalone,NaN,spring,$50-150M,-999,Yes,missing,australia, imax 70mm ,NaN,DOLBY,14613,3241,8594,7579,NA,"11,813",16773,13728,NaN,£1564
-999,Horror,18, ENGLISH ,imax,-999, DISNEY ,autumn,$10-50m,cinema,-999,4-7,australia,NaN,a-List,ATMOS,11629,-999,,missing,,5279,£5232,£828,"14,347",missing
16/09/2024,action,NaN,english,2D,franchise,warner,NaN,$10-50m,streaming,yes,4-7,us, digital ,a-List,atmos,5384,NA,6264,11882,£18867,12292,1181,£12147,£8529,"19,444"
2024-08-21,drama,18,SPANISH,2d,spin-Off,,NaN,-999,,no,4-7,uk,FILM,newcomer,dolby,11784,1710,£13016,8490,£10478,7279," 3,100",17085,5358,308
30/07/2024,DOCUMENTARY,15,hindi,imax,Reboot,Paramount,spring,$50-150m,Limited,no,1-3,Us,film,A-List,dolby,missing,4478,"11,287",6065,"14,086",9890,8104,,£7874," 9,040"
NA, Drama ,NaN,French,2d,Franchise,WARNER,NA,$50-150M,limited,NO,0,US,Digital,a-List,dts,7013,£15620,1488,£17574,11543,NA,18991,1199,12026,2308
"Jun 06, 2022",horror,15,FRENCH,imax,franchise,sony,winter,<$10M,missing,Yes,4-7,NaN,missing,a-List,atmos,19940,"18,011"," 9,307",6001,12465,£948,£19144,12165,2604," 2,629"
08/06/2023,animation, 18 ,mandarin,streaming,Spin-Off,UNIVERSAL,winter,$10-50M,direct-To-Dvd,yes,1-3,,digital, newcomer , dts ,8188,13690,1193,8383,,13857,8172,14896,missing,10464
09/06/2024, action ,15,hindi,NaN,Reboot, paramount ,winter,$50-150m,limited,no,8+,us,,A-LIST,-999," 9,006",627,£1163,16086,"17,596","15,739",,10162,16546,"18,554"
2023-10-07, drama ,15,Hindi, imax ,Standalone,warner,Spring,<$10m,NaN,NA,8+,canada,imax_70mm,newcomer,Dolby,560,NaN,NaN,14358,£3472,15713,1858,-999," 4,148",5239
2022-08-15,missing,Pg,french,2d,franchise,Sony,autumn,>$150m,-999,yes,8+,UK,digital,a-list,Dts,NA,12856,£8851,4772,-999,"16,151",NaN,7753,8704,"10,969"
03/10/2022,ACTION,15,mandarin,STREAMING, franchise ,PARAMOUNT,autumn,$10-50M,STREAMING,YES, 4-7 ,AUSTRALIA,imax 70mm,NEWCOMER,-999,-999,14530,1229,10698,£10481,£15489,"17,774",NA,16212,8867
2023-07-18,Documentary,pg,english,imax,standalone,paramount,winter,-999,NA,yes,1-3,missing,digital,newcomer,dolby,3752,4263," 5,212"," 6,076",missing,2290,19280,"11,291",3554,£14868
NaN,HORROR, g ,english,2d,Standalone,,summer,NA,missing,yes,4-7,uk,digital,missing,Atmos,,16072," 9,352","19,711",missing,2017,8817,£12291,£1162,16336
2023-02-19,Horror,15,ENGLISH,imax,Franchise,paramount,autumn,$50-150m,limited,NO,0,uk,,missing,dts,£11501,NA,missing," 2,831",17675,,missing,10147,£3043,£8167
missing,Comedy,pg,NaN,Streaming,Franchise,warner,winter,$50-150m,direct-to-dvd,yes,4-7,Uk,NaN, b-list ,NA,4331,missing,£1710,11559,5131,16420,8901,NaN," 9,596",18554
26/07/2022,-999,pg,french,2D,spin-Off,warner,spring,$50-150M,Direct-To-Dvd,no,4-7,CANADA,-999,b-List,atmos," 4,041",missing,"10,144",6512,9206,£15067,9931," 8,894",19610," 2,626"
"Dec 02, 2022",Action,R,hindi,2d,standalone,disney,Summer,$10-50M,DIRECT-TO-DVD,No,8+,Us,FILM,NaN,-999,831,14918,NA,9775,"17,936",£13502,19107,"10,734",£6246,10448
2024-07-08,drama,G,spanish,3d,Franchise,universal,Spring,>$150M,limited,no,1-3,NA,IMAX 70MM,a-list,NaN,-999,"18,183","17,072",NA,£123,£14734,£18302,6204,6683," 3,105"
2022-11-03,-999,pg,ENGLISH,NaN, Franchise ,DISNEY,spring,$10-50m,DIRECT-TO-DVD,NO, 1-3 ,-999,imax70mm,a-list,dolby,£10078," 5,784",6193,3491,11429,8215,3615,12728,"16,886",9477
07/05/2021,drama, R ,english,3d,spin-Off,NA,winter,$50-150M,direct-to-dvd,yes, 0 ,UK,Film,B-List,-999,£7679,"18,703",£1989,£19846,716,"10,579",£18845,16907,9835,10027
2023-04-19,NA,r,MANDARIN,2d,reboot,NaN,WINTER,>$150m,streaming, yes ,0,uk,DIGITAL,a-list,dts,-999,"14,976",16665,£4378,17314,2137,10622,8528,£18040,"13,824"
28/02/2021,drama,18,spanish,3D,standalone,SONY,missing,$50-150m,direct-to-dvd,Yes,0, AUSTRALIA ,imax70mm,NEWCOMER,Dolby,18318,13932,-999,10,12188,£4283,582,£1847,£15280,17367
2022-05-09,documentary,NA,english,STREAMING,standalone,disney,Spring,>$150m,limited,no,4-7,Nz,NA,b-list,atmos,15391,"15,157",17960,19642,8807,14509,11166,"17,465",2587,17133
26/04/2023,comedy,12a,mandarin,imax,-999,Disney,winter,$50-150m,missing,No,4-7,NZ,,a-list,missing,9253," 6,253",5569,9324,15039,13232,£9573,"19,574",£18289,3397
29/09/2021,Drama,15,french,missing,FRANCHISE,universal,summer,$10-50m,CINEMA,Yes,8+,us,digital, b-List ,dolby,NA,4692,18525,1486,786,£4434,£17479,,NaN,4406
27/10/2024,NaN,Pg,-999,imax,standalone,universal,winter,>$150m,streaming,No,1-3,CANADA,Digital,newcomer,atmos," 1,633",1588,15245,8070," 8,541",3214,£2889,3564,"17,152",1800
2021-06-19,documentary,PG,MANDARIN,2d,NA,universal,Winter, $50-150m ,cinema,missing,8+,US,film,b-list,Dts,2877,17346,NaN,,£7640,7069,9815,8571,,14081
2021-04-05,Documentary,NA,english,3d,reboot,paramount,Summer,>$150m,streaming,No,8+,Uk,film,b-List,dts,£13123,9200,"17,963",17935,7742,"15,901",,5469,missing,8532
02/04/2024,action,18, mandarin ,2d,standalone,warner,summer,$50-150M,DIRECT-TO-DVD,No,1-3,US, digital ,newcomer,Dts,15389,4444,19354,7076,£449,8484,NaN,3523," 7,465",7313
2024-05-09,DRAMA,Pg,mandarin,-999,Reboot,SONY,summer,<$10m,Streaming,NaN,1-3,australia,digital,newcomer,ATMOS," 1,770",NA,5636,13121,12766,-999,-999,13408," 6,870","17,828"
07/02/2022,animation,NA,,2d,reboot,SONY,Spring,$50-150m,limited,no,0,Uk,,B-LIST,Atmos,5461,£1818,-999,£2704,"14,810",2641,-999,-999,£1714," 6,921"
23/06/2023,ACTION,18,french,imax,franchise,paramount,-999,-999, direct-to-dvd ,Yes,1-3,Nz,film,newcomer,dts,17484,," 1,879"," 9,989",£9653,17496,15091,"17,460",16653,19013
2024-08-19,documentary,g,-999,2d,-999,-999,summer,>$150m,Cinema,yes,1-3,US,Digital,B-List,atmos,NA," 9,111",2165,13504,£10428,5630,,£14262,NaN," 2,243"
"May 17, 2021",NaN,18,-999,2d,Standalone,sony,Spring,$10-50M,Streaming,No,0,Us,film,B-LIST,atmos,2057,2718,10939,£4220," 7,409",7770,£11947,-999,-999,2747
,Action,15,FRENCH,2d,FRANCHISE,DISNEY,spring,$50-150m,direct-to-dvd,yes,0,australia,FILM,a-list,dts,"12,775",1316,£16487,£1447,,11019,£3218,4492,6568,3418
"Apr 17, 2023",-999,,HINDI, imax ,standalone,DISNEY,autumn,missing, cinema ,YES,0,NaN,film,NA,Atmos,6135,6418," 2,925",£10918,,10431,"18,336",10401,16340,
"Dec 06, 2021",animation,pg,French,,spin-off,sony,summer,$10-50m,NA, no ,0,canada,digital,b-list,ATMOS,£6132,7323,430,£11351,2061,"17,197",1788,11591,   269,13373
29/11/2021,drama,12a,Hindi,streaming,FRANCHISE,sony,NaN,$10-50m,cinema,no,,Uk,IMAX 70MM,newcomer,dolby,15452,8111,4790,5287,14537,£15459,60," 8,535",5504,14404
05/02/2023,action,18,english,streaming,standalone,,Winter,<$10m,Direct-To-Dvd,No,8+, US ,-999,newcomer,missing,8751,17533,£3698,4964,10093,missing,£6291,NaN,12689,11928
04/11/2021,drama,NaN,Hindi,NA,standalone,paramount,SPRING,>$150M,LIMITED,NaN,4-7,Canada,Imax 70mm,b-list,dolby,5951,-999,11769,14600,14601,19570,4374,11880,,5208
"Aug 23, 2023",action,12A,Mandarin,missing,NA,disney,autumn,$10-50m,streaming,YES, 8+ ,australia,DIGITAL,newcomer,dts,7064,NaN,NaN,2781,£10584,"15,322",,7581,£7333,-999
missing,drama,15,missing,streaming,Reboot,Sony,NaN,>$150m,limited,no,,canada,missing,newcomer, Dolby ,1000,19757,NaN,,missing,11435,"17,423",£2121,186,7142
2023-08-16,NaN,12A,Mandarin,imax,Standalone,universal,missing,,-999,Yes,4-7,NZ,film,NA,missing,"16,373",£13821,"19,057",£1532,-999,2331,"16,810"," 3,542",8388,NA
2023-01-18,documentary, 15 ,mandarin,3d,,sony,WINTER,>$150m,streaming,yes,0,missing,film,,dolby,10144,NaN,6599,6779,,£10025,13116,   467,15620,£364
13/11/2022,action,G,mandarin,2D,Reboot,Disney,spring,$50-150M,cinema,No,1-3,uk,film,,dolby,17080,19033,£15844,9141,£12885,16313,NaN,9155,6242,4295
27/03/2022,documentary,r,MANDARIN,STREAMING,Spin-Off,NA, AUTUMN ,>$150M,DIRECT-TO-DVD, Yes ,1-3,canada,IMAX 70MM,newcomer,dolby,£19059,-999,19817,9967,6786,£11493,£6609,9561,9217,
19/04/2021,DOCUMENTARY,15,FRENCH,imax,Standalone,WARNER,Winter,>$150M,limited,no,1-3,nz,Digital,B-List,ATMOS,9164,£12894,£19373,19746,8770,4058,6244,missing,£3626,£10748
"Sep 16, 2022",action,g,spanish,IMAX,franchise,disney,autumn,$50-150m,DIRECT-TO-DVD,no,1-3,uk,imax_70mm,b-list,ATMOS,NaN,£12375," 1,044",6796,3973,4242," 8,275",2188,7371,17834
01/05/2024,documentary,r,-999,3d,spin-off,paramount,SPRING, <$10m ,NaN,Yes,NaN,canada,Film,Newcomer, dolby ,7773,10637,6814,17666,£18594,10615,£19647," 1,876",missing,"17,435"
2021-09-20,drama,18,ENGLISH,missing,STANDALONE,DISNEY,spring,<$10m,STREAMING,no,1-3,australia,Digital,a-List,DTS,3351,19446,NaN,1,6668,1401,£16963,5228,17939,6750
2024-11-21,Action,15,NaN,IMAX,missing,disney,-999,>$150m,LIMITED,Yes,8+,canada,-999,newcomer,atmos,"10,926",10984,£11134,6411,9861,19367,16339,5016,10157," 3,712"
01/05/2022,ANIMATION,r,Hindi,2d,franchise,sony,WINTER,$10-50m, cinema ,no,1-3,australia,digital,a-list,NA,"15,001",NaN,9709,missing,10269,£11379,£19050,£72,18664," 4,003"
18/08/2022,DOCUMENTARY,18,mandarin,2d,reboot,WARNER,spring, <$10m ,streaming,NO,0,australia,film,a-List,atmos,9185,16676,2929,7031,£10057,NA,1396,19257,NA,5459
"Aug 11, 2023",NA,R,hindi,NA,reboot,disney,Spring,>$150m,direct-to-dvd,no,1-3,uk,film,b-list,Dolby,1442,292,6167,"17,567"," 4,897",6098,"15,203",,16446,881
2022-12-14,action,15,FRENCH,3d,standalone,Universal,SUMMER,$10-50M,Direct-To-Dvd,No,0,nz,digital,A-LIST,dolby,missing,13920,6239,19674,2623,£285,11276,"16,276",11756,7978
2022-09-28,missing,r, english ,STREAMING,spin-Off,UNIVERSAL,autumn,>$150m,streaming,no,1-3,AUSTRALIA,Film,A-List,dolby," 2,788",15931,2913,11607,15174,7285,416,6916,NA,£3203
19/12/2023,animation,18, spanish ,imax,reboot, Sony ,spring,>$150M,Cinema,NO,1-3,Uk,imax 70mm,b-List,NA,£16260,£493," 7,929",11308,"15,926","11,025"," 4,441",4521,16084,16030
"Sep 19, 2021",HORROR,,hindi, Streaming ,-999,universal,Spring,$10-50m,NA,no,1-3,NZ,IMAX 70MM,-999,dolby,NaN,£8858,£1521," 5,394",NA,16121,17908,11822,17918,17497
"Oct 07, 2024",documentary,18,HINDI,streaming,reboot,disney,summer,$10-50m,cinema,NA,4-7,uk,film,a-list,dolby,NA,£17566,£10482,19380,18094,3880,19322,11696,"19,093",£7014
NaN, comedy ,g,hindi,3d,STANDALONE,sony,WINTER,>$150M,streaming,yes,8+,AUSTRALIA,Imax 70mm,a-List, dolby ,£7700,£17816,1334,12989,4723," 4,181",NA,12417,£8034,7130
25/08/2023,action, G ,,2d,-999, warner ,winter,<$10m,-999,no,4-7,nz,film,b-list,dts,19771,18292,19829,12507,16190,NA," 1,622"," 2,516",2771,19164
07/04/2022,animation, 12a ,hindi,3D,REBOOT,disney,autumn,<$10m,NA,YES,0,UK,digital,newcomer,dolby,£13142,£3577,£15924,£19973,4700,15028,4249,14362,1958,19401
26/11/2021,DOCUMENTARY,15,Mandarin,imax,franchise,warner,winter,>$150m,direct-to-dvd,NA,1-3,CANADA,film,Newcomer,dts,£15074,£17822,7790,2632,17475,6765,8883,7722,11705,1380
01/05/2022, action ,,spanish,3d,REBOOT,Sony,summer,$10-50m,missing,No,8+,Canada,DIGITAL,newcomer,Dts,16930,missing,11672,1714,17955,10432,12094,1147,-999,NA
2021-12-31,,pg,English, 2D ,spin-Off,-999,Spring,,STREAMING,yes,1-3,-999,missing,newcomer,DOLBY,2464,15072," 6,067","11,771",£8740,"15,681",£13773," 3,734",1097," 7,909"
2021-06-16,action,18,french,2d,reboot,paramount,WINTER,$10-50m,streaming,YES,4-7,AUSTRALIA,digital,a-list, dolby ,NaN,,10081,18314,17688,"14,712","10,836",7778,13088,£1437
29/05/2023,NA,g,spanish,2D,reboot,disney,SPRING,>$150m,Streaming,No,1-3,uk,imax_70mm,a-list,DTS," 3,857",6351,19100,11385,19229,377,"13,661",£2358,15584,£6818
2024-02-23,action,-999,spanish,missing,reboot,PARAMOUNT,autumn,NaN,DIRECT-TO-DVD,No,0,uk,NA,b-List,Dts,16907,4227,NaN,14754,19776,5020,6051,,5326,6634
28/01/2023, Documentary ,12a, hindi , streaming ,-999, Disney ,winter,$50-150m,Limited,No,4-7,,digital,A-LIST,Dts,£3464,18931,606," 1,713","15,216",2689,-999,-999,19740,9887
2023-09-17, horror ,15,mandarin,2d,REBOOT,SONY,winter, $50-150M ,CINEMA,,1-3, uk ,Digital,a-List,NaN,"17,324",3884,NA,17396,£7661,10370,,10664,7631,"18,149"
2022-07-03,comedy,PG,NaN,STREAMING,standalone,paramount, AUTUMN ,>$150m, Limited ,Yes,8+,US,FILM,NEWCOMER,NA,13888," 3,112",2665,-999,18617," 3,901",£8705,3312,£10371,1023
05/11/2024,ANIMATION,18,mandarin,2D,reboot,NaN,SPRING,<$10m,Direct-To-Dvd,YES,8+,australia,Film,b-list,Dts,6070,£18568,£5952,7748,£11519,14356,1884,,"13,636",4505
22/02/2021,COMEDY,12a,mandarin,3d,reboot,SONY,spring,-999,LIMITED,YES,1-3, us , IMAX 70MM ,b-list,ATMOS,3693,4813,"13,505",3526,15238,£4407,-999,"14,308",11959,£8355
2021-04-06,action,18,MANDARIN,3d,STANDALONE,UNIVERSAL,-999,>$150M,DIRECT-TO-DVD,NO,-999,NZ,digital,NEWCOMER,-999,14170,3479,17592,9174,8422,£2074,,NA,5445,7518
09/07/2022,HORROR,G,NaN,Imax,franchise,warner, Winter ,<$10m,cinema,yes,4-7,uk,digital,B-LIST,dts,-999,£19326,13575,,2616,16408," 7,572",NaN,,£868
2022-04-04,animation,18,english, 2d ,-999,paramount,summer,$50-150m,cinema,No,1-3,canada,Film,NEWCOMER,DOLBY,7130,3908," 4,427",19586,3123,19771,£11182,-999,16236,NA
2022-08-13, Comedy , Pg ,mandarin, STREAMING ,spin-off,UNIVERSAL, Spring ,<$10M,cinema, no ,8+,Us,Film, Newcomer ,atmos,8825,8232,"12,799",,19025,"14,825",-999,5227,"15,946",10094
-999,drama,18,Hindi,streaming,Spin-Off, paramount ,Summer,>$150m,Cinema,yes,0,uk,imax 70mm,b-list, Dolby ,11777,4847," 5,703"," 2,674",11107,NaN,4973,NA,2121,4997
2024-09-23,action,18,missing,Imax,spin-off,universal,summer,missing,STREAMING, no ,1-3,CANADA,,newcomer,dts,"14,247",6575,£2602,-999,226,£3661,NaN,9227,missing,1354
"May 14, 2021",DOCUMENTARY,15,FRENCH,2d,Spin-Off,NA,summer,<$10m,Limited,no,8+,australia,, Newcomer ,atmos,12739,8637,3386,737,4606,"13,670",1186,18134," 4,548",17576
23/10/2021,animation,G,french,missing,reboot,Paramount,Winter,<$10m,cinema,no,1-3,nz,imax_70mm,newcomer,DTS,4161,2724,-999,6742,£18930,missing,8250,9130,7349,£11030
,action,pg,spanish,imax, Reboot ,disney,winter,<$10m,streaming,Yes,1-3,CANADA,Film, A-List ,atmos,19672,2086,8590,,£11392,£6560,8374,£19439,15614,12927
2024-11-16,Action,R,hindi, 3d ,Spin-Off,warner,spring,-999,Streaming,No,-999,us,film,b-list,NA,9366,3837,"17,004",6114,7236,"12,793",18841,4487,7273,£16911
2023-12-25,animation,12A,spanish, Imax ,spin-off,SONY,winter,NA,streaming,YES,1-3,uk,Imax 70mm,newcomer,Dolby,17222,18019,18073,19927,£19829,missing,-999,19539,NA,4405
23/11/2024,Action,missing,spanish,streaming,franchise,universal,summer,>$150m,Limited,NA,8+,uk,imax70mm,B-LIST,DTS,NaN,5764,8605,,17871,,6791,8984,"18,184",missing
17/03/2021,Documentary,15,FRENCH,3d,spin-off,sony,Autumn,<$10m, streaming ,-999, 1-3 ,,film,a-list,DOLBY,2270,11896,12726,,1625,8975,7652,19547,18410,9640
06/03/2021,,12a,mandarin,missing,STANDALONE,-999,summer,,CINEMA,NO,0,missing,imax_70mm, Newcomer ,atmos,"19,274",3564,9481,5138," 8,996",4853,£775,14430,3589,5010
30/10/2023,DRAMA,G,French,NaN,reboot, warner ,,<$10m,streaming,,8+,australia,Digital,a-list,dts,10631,-999,,2486,£2915,£16680,9772,3415,13569,£9219
2021-02-16,documentary,G,Mandarin,3d,SPIN-OFF,missing,SUMMER,-999,missing,yes,8+,uk,film,b-list,atmos,£19227,"11,732"," 8,603","18,952",7430,NA,7839,4600,£16717,"18,463"
2023-11-16,DOCUMENTARY,NA,english,3d,NaN,Sony,winter,$10-50M,direct-to-dvd,Yes,8+,nz,digital,B-LIST,dolby,7000,2687,£2188,838,"19,410",13529,6857,£19222,5122,NA
31/08/2021,drama,12a,hindi,IMAX,franchise,paramount,,>$150m,streaming,No,1-3,us,digital,B-LIST,Dts," 2,603",4097,£9631,£988,566,"18,600",19916,8428,6992,3779
2021-07-12,Animation,r,english,imax,Spin-Off,NaN,spring,>$150M,cinema,,1-3,nz,FILM,missing,Dts,8603,16462,"11,020",6594,£1579,18235,10153," 2,960",14419," 8,513"
2022-08-17,animation,-999,spanish,3D,franchise,warner,-999,<$10m,CINEMA, yes ,0,australia,digital,a-list,dolby,,3980,NA,18164,5180,7062,18615," 9,615",18427,£10944
06/04/2023,animation, r ,NA,2d,franchise,SONY,NA,>$150m,Limited,no,0,uk,Film,b-list,dts,,19989,8739,missing,£1058,421,5383,£14920,missing,5489
2024-08-14,action,missing,english,3d,franchise,universal,autumn,$10-50M,DIRECT-TO-DVD, no , 4-7 ,NaN,digital,b-List,dolby,183,NA,6503,,15321,15924,18098,17943,"17,386",£9887
"Sep 15, 2023",Drama,r,English,-999,NaN,Disney,summer,<$10M,cinema,NO,NA,NZ,film,a-list,Dts,2190,," 5,467",£14626,"13,440",£9670,-999,"10,673"," 2,906",£17975
2023-04-23,Animation,g,mandarin,streaming,franchise,disney,summer,>$150m,LIMITED,Yes,4-7,nz,digital,NEWCOMER,ATMOS,"15,607",,5241,11117,NaN,13088,5990,11847,NaN,13559
2024-04-17,drama,18,hindi,streaming, franchise ,Warner,summer,missing,direct-to-dvd,Yes,8+,nz,digital,A-LIST,DTS,£3161,£5161,10661,5216,11398,4284,10973,15811,12454,16994
NaN,horror,PG,,Imax,NaN,SONY,autumn,$10-50m,LIMITED,yes,8+,canada,IMAX 70MM,NEWCOMER,atmos,18124," 7,244",46,£12844,10500,3787,NaN,8896,6375,"19,274"
17/08/2022,drama,g,FRENCH,IMAX,FRANCHISE,Paramount,summer,$50-150m,cinema,No,0,nz,imax 70mm,a-list,dolby,NA,"19,007"," 5,026",11734,6224,5991,16384,"18,782",8225,missing
08/09/2022,comedy,18,HINDI,imax,Standalone, Universal ,Autumn,NaN,streaming,,8+,nz,,Newcomer,atmos," 1,589",5357,£11302,£13031,"12,025",NaN," 8,669",16962,-999,9295
2022-12-17, Animation ,12a,MANDARIN,3d,spin-Off,UNIVERSAL,autumn,$10-50m,direct-To-Dvd,yes,1-3,,FILM,NEWCOMER, DTS ,£16463,NA,7834,£3943,1006,£5719,13742,1801,£3741,6340
09/10/2024,documentary,pg,hindi,2d, SPIN-OFF ,disney,SPRING,<$10m,NA,yes,4-7,NA,Imax 70mm,b-list,DTS,18039," 5,800",2153,9308,NaN,15636,12319,-999,14901,NaN
2022-11-04,documentary,PG,Mandarin,3D,REBOOT,-999,AUTUMN,$50-150m,limited,no,NA,nz,digital,NaN,dts,£4519,£16433,£18408,£13372,NaN,1363,16129,7314,19589,NA
18/12/2021,Drama,18, hindi ,missing, standalone ,Paramount,summer,$50-150m,LIMITED,NO,1-3,australia, Film ,-999,missing,4872,£16998,4144,13395,NA,NaN,NA,,10178,NaN
missing,documentary,18,NA,2d,SPIN-OFF,paramount,winter,<$10m,limited,yes,missing,us,digital,A-List,atmos,6114,12928,14216,7410,17705,1847,4980,8933,17479," 4,574"
06/03/2024,NA, g ,french,-999,spin-off,WARNER,Spring,$10-50m,cinema, yes ,0,UK,film,b-List,dolby,£13919,13742,"19,510",8005,16003,18888,NaN,9934,3123,13652
2022-11-10,documentary,G,SPANISH,missing,franchise,disney,spring,$10-50m,limited,no,1-3,-999,film,newcomer,NA,"11,744",£3896,,12314,£143,9135,NaN,14340,19962,6697
2021-08-28,drama,-999,english,3d,franchise,,NaN,$50-150m,Streaming,yes,8+,,Imax 70mm,NaN,dolby,£4798,NaN,18945,2546,1307,8129,9679,5171,11346," 2,738"
14/09/2024,documentary,15,NaN,2d,REBOOT,Paramount,summer, >$150m ,Limited,Yes,0,nz,film,b-List,-999,missing,8561,NaN,£5646,5001," 3,234",8610,12381,12959,"18,771"
2022-09-16,action,12a,missing,3d,NaN,paramount,autumn,<$10m,limited, no ,8+, australia ,imax 70mm,NEWCOMER,DOLBY,£15734,1360,7651,13675,£11759,13783,17930,11671,19779,19514
28/04/2023,action, g ,french,NA,reboot, sony ,summer,<$10m,cinema,Yes, 1-3 ,uk,imax_70mm,a-list,dts,7939,£18019,NaN,2779,2286,6826,NaN,10293,2584,15249
18/08/2023,missing,PG,english,streaming,spin-off,universal,autumn,$10-50m,NaN,no,1-3,canada,FILM,b-list,dts,5765,18606,NaN,"15,974",-999,"10,421",5783," 2,848",£16234,£13580
01/06/2021,COMEDY,18,english,2d,SPIN-OFF, WARNER ,autumn,>$150m, CINEMA ,no, 0 ,, Imax 70mm ,Newcomer,dts,19486,15972,9914,17237,£13962,-999,15167," 7,770","10,849"," 6,925"
2021-10-09,drama,R,hindi,imax,franchise,universal,NA,$50-150M,direct-to-dvd,NA,4-7,US,IMAX 70MM, b-list ,Dolby,11986,14771,£183,"17,701",14413,559,"14,083",£6687,12602,2931
2021-01-28, action ,15,ENGLISH,3d,Standalone,Paramount,WINTER,-999,CINEMA,NaN,4-7,us,film,b-List,-999,-999,-999,missing,10223,17047,13920," 8,039",15859,£5166,NaN
2022-02-26,Comedy,12a,hindi, IMAX ,franchise,Warner,winter,$10-50M,cinema,missing,8+,AUSTRALIA,imax70mm,newcomer,ATMOS,19901,NA,missing,19647,5873,9611,£18568,7045,missing,10107
22/06/2023,Documentary,G,french,imax, REBOOT ,-999,NA,-999,cinema,yes,1-3,UK, film ,b-List, dolby ,3523,4943,£13672," 5,909",5304,NaN,"16,922",NA,7703," 6,779"
2022-09-17,action,12a,english,Imax,spin-Off,DISNEY,spring,$50-150m,direct-to-dvd,no,,us,digital,B-LIST,dolby,£9621,19952,6874,£12397,14695,£13463,10523,9207,12043,781
2022-08-04,drama,R,french,Streaming,,universal,winter,$50-150M,Cinema,yes,0,CANADA,film,b-list,Dts,£6326,14355,£8712,10800," 8,291",2562,2945,missing,893," 8,949"
2021-04-08,drama,r,hindi,STREAMING,franchise,WARNER,-999,>$150m,LIMITED,no,8+,NaN,,,atmos,£14867,18117,NaN," 4,019",14577,19601,17986,£8213,6254,6030
29/05/2022,COMEDY, 15 ,english,Imax, franchise ,Universal,SUMMER,>$150m,Direct-To-Dvd,NO,1-3, australia ,imax 70mm,newcomer,Atmos,18205,£5202,missing,3237,5268,7061,   562,14800,16923,8372
08/01/2023,horror,PG,missing,Imax,Franchise,warner,summer,$50-150m,direct-to-dvd,Yes,4-7, nz ,DIGITAL,a-list,atmos,5385,17603,"11,408"," 2,201",19754,14759,NA,9096,4014,16873
"Jul 13, 2021",missing, 18 ,SPANISH,imax,franchise,disney,Autumn,$50-150m,NaN,Yes,1-3,NZ,film,,dts,13139,£6934,14627,14554,113,£3547,"16,955",3905,8292,£4293
2023-03-05,NA,12A,SPANISH,streaming,Standalone,-999,autumn,,Cinema,no,0,canada,NA,b-list,atmos,£6296,4572,"16,201",19419,2542,missing,15314,"17,109",8033,£951
2021-07-04,comedy,12a,HINDI,3d, Franchise ,NA,spring,$10-50M, DIRECT-TO-DVD ,no,0,australia,film,b-list,dts,7745,14304,16648,14162,7700,4055,   935,10247,-999,£6903
