DATE,genre,format,language, mood ,decade, Label ,EXPLICIT, chartPosBand ,Instrument Focus,Live/Studio, GRAMMY WON ,remastered,PLAYLIST TYPE?,audienceAge,REGION POPULARITY,Streams M,salesK,LISTENERS K, peakPos , weeks charted ,Tour Gross £M,track_length_s,bpm,Key,energy%
2023-11-21,jazz,streaming,french,HAPPY,2000s,warner,Yes,TOP-100,Guitar,studio,4-7, yes ,NA, SENIORS ,asia,6795,16036,9952,£15503,"12,135",3379,6204," 3,391",1943,-999
,rock,vinyl,korean,sad,2000s, UNIVERSAL ,no,top-100,piano,-999,1-3,yes,workout,seniors,NA," 9,952",5275,,£6092,18451," 3,430",10486,11897,4049,7384
01/12/2022,jazz,Cd,korean,NaN,90s,universal,Yes,-999,guitar,Studio,0,yes,Mood,ADULTS,latam,NaN,£4124,missing,11647,,,"18,350",£12854,19661,£12359
NaN,Jazz,live,English,angry, 2020s ,Sony,Yes,top-100,guitar,studio,NA,YES, party ,seniors, EU ,14360,,£13303,missing,410,6646,16209," 9,439",16486,3665
-999,Jazz,-999,ENGLISH,happy,70s,universal,yes,top-10,SYNTH,studio,8+,No,mood,teens,asia," 7,814",9822,19819,17430,11148,£11266,"12,331",77,missing,7503
"May 27, 2023",jazz,,English,SAD,80s,Universal,No,top-100, piano ,live,8+, NO ,focus,kids,NA,6627,-999,3572,28,16144,13065,14519,£11407,NA,NA
07/11/2023,pop,CD,english,sad,2020s,warner,no,uncharted,NaN,-999,NA,YES,WORKOUT,adults,Latam,£19787,,NA,"10,464"," 8,488",17107,£2374,NaN,18718,NaN
2023-10-18,pop,vinyl,FRENCH,happy,2020s,SONY,Yes,Top-100,strings,Live,8+,no,Focus,Kids,NA,NA,NaN,"11,221",6905,6182,13861,,7087,19520,7197
2023-06-29,edm, vinyl ,german,HAPPY,90s, universal ,missing, TOP-100 ,Synth,LIVE,8+,no,focus,kids,-999,NA,£4212,-999,3877,"12,850"," 5,760",14590,6406,,
2022-09-26,Rock,Vinyl,German,missing,70s,warner,No,TOP-100,Drums,studio,4-7,yes,-999,missing,eu,£9211,17044,6163,"13,198","19,222",£13302,13537,12786,11292,"17,767"
08/06/2024, POP ,missing,Korean,ENERGETIC,2000s,Indie, yes ,uncharted, Piano ,-999,4-7,no,NaN,kids,uk,3842,£9362,NaN,£10448,12057,13559,"19,138",11950,2806,£11666
26/06/2022,POP,-999,french,chill,2000s,NA,no,top-10,strings,LIVE,NA,yes,SLEEP,Kids,uk,£6476,£15681,£11043,   902,18578,17591,,6307,12749,8472
"Mar 14, 2024",classical,cassette,GERMAN, ENERGETIC ,70s,warner,NaN,uncharted,Guitar,live,4-7,No,sleep,Seniors, us ,£5495,4539,4908,2979,,£7911,9226,8481," 5,401",258
2023-12-31,pop,vinyl,Spanish,energetic, 2000s ,Universal,Yes,uncharted,synth,studio,1-3,NO,FOCUS,kids,Eu,6818,4755," 6,719",14137,£19339,£786,12637,£12083," 3,331",£3802
2022-10-31, EDM ,cd,korean,,2010s, UNIVERSAL ,yes,top-100,guitar,studio,0,yes,sleep,adults, us ,"11,938",16220,955,19160,£6953,14129,missing,12504,£19298,£15623
22/08/2023,pop,cd,french,chill,80s,indie,-999, top-10 ,drums,studio,4-7,YES,Mood,teens,uk,555,19162,14924,9176,14129,7787," 7,813",£1683,6668,£899
"Sep 07, 2024",Edm,vinyl,german, Sad ,90s,missing,Yes,TOP-40,GUITAR,studio,NaN,no,party,adults,US,"19,838",4419,"14,290",1872,£4431,"13,873",12662,18870,£18361,NA
2023-03-28,pop,NA,german,energetic,-999,indie,Yes,top-10,strings,live,8+,YES,PARTY,KIDS,Asia,18523,19435,missing,11376,1417,£5687,-999,£14605,10766,   477
23/04/2021,jazz,-999,german,SAD,90s,UNIVERSAL,NO,UNCHARTED,drums,Studio,0,NA,Sleep,NaN,Uk,5580,8942,1535,£18778,7725,3066,3079,NaN,14739,12369
NA,pop, live ,english,sad,70S,Sony,No,NaN,guitar,live,,YES,workout,SENIORS,US,10526,£3466,7526,7578,2647,9259,6511,19298,2514,£6284
2021-10-10,rock,cd,French,Energetic,80s,sony,yes,top-40,guitar,-999,0,yes,Sleep,teens,LATAM,450,NaN,£17246,NaN,£14497,14245," 1,150",15352,16792,£8466
2023-09-25,hip-hop, CD ,korean,sad,2000S,universal,yes,top-40,-999,studio,1-3,no,NA,missing,NaN,£9893," 6,552",11540,NaN,13134,8540,13737,£17387,1988,£7668
07/10/2022,hip-hop,VINYL,FRENCH,chill,80s,warner,yes,top-100,SYNTH,live,1-3,no,sleep,adults,Latam,-999,3971,14570,6814,915,15896,NA,NaN,"17,700",£13259
2021-08-25,rock,NA,korean,happy,2020s,Warner,yes,top-40,-999,live,8+,no,Sleep,kids,NaN,7266,2230,3539,9943,4442,17749,8309,18632,18443,176
"Apr 14, 2024",jazz,streaming,SPANISH,sad,80s,universal,No,TOP-10,DRUMS,NA,1-3,yes,Focus,-999,eu," 5,630",NA,16652,NA,5731,£15707,6959,£13445,14396,14613
"Mar 08, 2021", ROCK ,cd,english, angry ,NA,warner,Yes,top-40,NaN,live,8+,No,focus,seniors,LATAM,8048,£14856,10146,486,6349,missing,£9019,,"10,845",16951
2023-08-17,ROCK,cassette,ENGLISH,energetic,70s,,Yes,TOP-100,synth,live,8+, Yes ,mood,TEENS,us,5253,8471,1306,3670,10554,10798," 3,065",-999,17954," 5,444"
"Jun 25, 2024",NA,STREAMING,NA,happy,missing,NaN,No,top-10,drums,Live,1-3,no,WORKOUT,seniors,asia,"11,306",£19813,17160,8952,NaN,,NA,6142,5673,£716
2024-11-19,Edm,cd,german,-999,80S,indie, yes ,top-40,DRUMS,NA,1-3,YES,Mood,seniors,eu,5374,8087," 9,014",11909,569,10931," 5,087",7511,1959," 3,343"
02/03/2023,classical,missing,english,Happy,2020s,universal,NO,NA,strings,Studio,0,no,NA,-999,NA,12659,2963,NaN,2739,NaN,14012,NaN,NA,851,5664
30/04/2023,jazz,Cassette,spanish,happy,2020s,universal,no,TOP-100,Piano, live ,0,yes,NA,SENIORS,NA,£9222,19795,14405,516,1826,14354,missing,£16963,NA,5430
NaN,edm,cd,spanish,CHILL, 70s ,UNIVERSAL,no, top-10 ,missing,studio, 1-3 ,NO,sleep,teens,us,6690,-999,5339,£13528,," 6,497",14172,£8574,10802,£8218
05/03/2024, edm ,cassette,GERMAN,,90S,INDIE,yes,top-10,synth,studio,8+,yes,Party,seniors,-999,NA,5421,NA,8555,16631," 9,961",10374,16574,£3440,£14490
16/05/2021,jazz,cd,KOREAN,Happy,2000s, universal ,no,uncharted,piano,studio,0,yes,party,Kids, Latam ,£17820," 3,012",NaN,17541,,9965,19609,11734,£9324,£12049
2021-08-26,pop,LIVE,spanish,angry,80s,sony,no, uncharted ,piano,Live,1-3,yes,mood,TEENS,asia,£5425,,15301,14315,£18316,7488,£17190,310,,-999
2023-05-08,Hip-Hop,live,spanish,chill,2010s,indie,Yes,top-40,Piano,studio,NaN,YES,SLEEP,seniors,us,12502,NaN,19797,12653,"18,696",NaN,19534,£7015,£7802,"17,044"
2022-08-24,NA,cd,NA,angry,2010s,Universal,Yes,Top-10,Synth,missing,8+,no,SLEEP,KIDS,ASIA,missing," 8,141",NA,-999,-999,10067,missing,£11920,NA,8645
2023-04-14, edm , STREAMING ,SPANISH,chill,80s, warner ,NO,NaN,Guitar,,1-3,No,SLEEP,TEENS,latam,15101,£9865,10350,11147,"11,740",15858,"19,321",missing,19025,5881
11/01/2022,classical,Cd,SPANISH,energetic,missing,Universal,yes,top-40,strings,live, 8+ ,yes,sleep,kids,Uk,10611,819," 9,399",1423,10771,NaN,327," 6,100",4553,"12,406"
05/11/2024,JAZZ,streaming,ENGLISH,Angry,80s,Warner,NA,,strings,STUDIO,1-3,YES,mood,NaN,,"14,330",,16164,19835,13182," 6,011",10936,£6681,£16088,1535
09/07/2022,classical,Streaming,korean,sad,NaN,universal,yes,top-100,strings,live,4-7,no,sleep,Teens,latam,,711,5075,£5470,8182,£3559,7136,655," 6,519",£11480
2024-12-14,NA,cd,german,chill,missing,NaN,No,top-100,-999,live,1-3,no,mood,adults,uk,10190,£14848,615,4794,"14,164",,6497,11316,3515," 1,871"
"Nov 24, 2023",rock,cassette,Spanish,chill,2020s,indie,Yes,NaN,piano,live,1-3,,MOOD,kids,US,"11,839",7098,9943,19858,"12,689",-999,-999,£3993,4922,12953
07/08/2023,POP,vinyl,french,Happy,NA,sony,no,TOP-10,piano,,4-7,yes,NaN,missing,eu,1301,4938,18220,8406,7351,"13,987",£17632," 3,669",£2901,2415
30/08/2022,classical,missing,FRENCH,sad,2020s,Indie,No,top-40, Guitar ,studio,0,no,sleep,Adults,uk,17790,,14453,"18,338",2405,"13,212"," 8,510",NaN,£7398,"11,041"
12/03/2021,EDM,vinyl,german,energetic,2000S,warner,missing,top-100,Piano,studio,4-7,no,WORKOUT,SENIORS,Asia,NaN,"14,994",NaN,£14166,18273,11210," 5,137",-999,17478,NA
2022-09-01,hip-hop,-999,KOREAN,,90s,Warner,yes,uncharted,guitar,Studio,1-3,NO,party,seniors,latam," 2,582",8299,NaN,2917,NaN,13066,7410,14636,8545,1169
2023-03-12,NaN, vinyl ,french, Energetic ,80s,-999,Yes, TOP-10 ,PIANO,missing,0,yes,party, seniors ,,NaN,19625,15457,"19,932",4586,17445," 7,590",NaN,8367,7991
2023-09-13,missing,live,german,sad,90s,UNIVERSAL, yes ,TOP-100,piano,live,NA,yes,focus,seniors,uk,£19407,-999,19484,3171,817,11858,10133,£2255,2275,missing
09/08/2023,Pop,LIVE,korean, chill ,80s,NaN,no,top-100,DRUMS,studio,0,yes,workout,Seniors, ASIA ,7800,6457,missing,£7437,1390,NA,,17016,13420,10045
08/09/2022,Rock,,French,Sad,2020S,NaN,NO,uncharted,Synth,STUDIO,4-7, yes ,-999,Kids,Latam,615,12042,2468,NaN,NaN,NaN,£16152,18443,NA,missing
NA,Edm,,french,energetic,-999,indie,NA, Uncharted ,piano,live,0,,Mood,KIDS,LATAM," 2,432",384,NaN,£12672,   613,£629," 4,987",15810,17265," 9,731"
06/12/2024,Pop,cassette,spanish,energetic,2020s,universal,yes,uncharted,drums,live,missing,yes,SLEEP,adults,ASIA,4146,"19,499",NaN,£4381,9888,3282,3029,6651,15983," 8,786"
"Sep 04, 2021",Jazz,vinyl,SPANISH,Chill,NaN,UNIVERSAL,NA,top-100,strings,studio,1-3,yes,NA, Kids ,ASIA,7571,£15890,6662,£4914,£16713,£10041,£16144,NA," 7,485",£11546
NaN,POP,Vinyl,french,Sad,80s,SONY,no,top-40,Synth,Live,,NO,mood,adults,uk,£19182,NA,9536," 8,237",   505,"12,621",£9122,£1897,11176,NA
04/05/2024,pop,cd,french,HAPPY,2010S,universal,yes,TOP-100,Guitar,studio,4-7,NaN,Party,Seniors,eu,9868,£13443,£10119,£4419,2487,5128,371,NaN,£15575,11238
17/07/2024,pop,vinyl,korean, angry ,90s,universal,yes,TOP-100, strings ,studio, 1-3 ,NO,party,adults,Uk,17417," 7,259",7823,,14524,NaN,17592,3658," 3,024","15,924"
"May 02, 2023",, Cd ,spanish,CHILL,2020s,universal,NO,UNCHARTED,strings,studio,8+,yes,Mood, Teens , latam ,£9216,10508,15309,,£185,17955,17289,3711,18457,5681
2022-07-14,pop,live,ENGLISH,NA,80s,Universal,yes,top-10,STRINGS,Live,1-3,YES,Focus,KIDS,eu,4802,16502,missing,,£5194,7376," 9,477",1103,£5544,7946
23/05/2023,Pop,STREAMING, english ,SAD,80s,indie,no,top-10,,live,1-3, yes ,PARTY,adults,US,"13,590",3961," 4,661",1925,£710,£3894,"13,206"," 7,023",9977,6338
2022-11-07,pop,VINYL,korean,SAD,2000s,universal,YES,TOP-40,PIANO,Live,8+,No,MOOD,teens,US,6203,£13783,£3218,14227,"17,019",£154,11849,£1913,1845,£11128
missing, jazz ,cd, french ,energetic,NaN,warner,,Top-40,synth,STUDIO,1-3,YES,Party,Kids,Asia,19958," 5,636",1406,12780," 7,893",1073,£8948,12276,7038,13346
2024-05-05,hip-hop,missing,korean,CHILL,70s,indie,yes,uncharted,,studio, 0 ,NaN,mood,seniors, LATAM ,£13256,12757,10995,17074,2151,2667,NaN,8805,8178,£9836
"May 11, 2021", ROCK ,,-999,sad,2010s,indie,NA,top-10,guitar,live,1-3, No , workout ,Kids,Latam,8830,£3609,8753,£6713,£2867,15961,14008," 4,395",£3664,1825
08/11/2023,edm, cd ,french,energetic,2010s,sony,NO,Top-100,Guitar,Live,0,no,party,adults,uk,-999,16264," 1,160",   868,NA,," 5,274",£13504,10705,£1806
13/01/2024,edm,cd,french,Happy,-999,indie,NA,-999,Piano,studio,NA,no,FOCUS,teens,EU,"15,742",12362," 9,145",14368,554,NA,9386,4254,15766,6056
2024-07-16,pop,Live,english,sad,90S,WARNER,YES, top-10 ,guitar,STUDIO,NA,no,focus,Kids,Asia,£15096,14234,NA,"13,429",17200,19123,15646,8410,13113,8167
15/01/2024,HIP-HOP,cassette,GERMAN,NaN,70S,Warner,YES,top-40,synth,missing, 1-3 ,no,PARTY,seniors,LATAM,"15,188","19,395",£195,"10,626",-999,12043,£12008,15294,    29,18932
25/09/2021,,missing,GERMAN,sad,90s,warner, no ,top-10,Guitar,Studio,0,no,workout,adults,latam,£4319,8077,£17936,15109,347,11006,2148,13490,£15583,"14,038"
2024-08-11,classical,live,french,happy,2010S,universal,No,UNCHARTED,missing,live,NA,yes,Mood,ADULTS,Latam,£12207,missing,19189,NA,16832,£7014,13890,16309,12679,£7221
09/02/2024,pop,STREAMING,German,angry,70s,warner,yes,top-100,DRUMS,studio,0,yes,WORKOUT,teens,Us,NaN,,5331,£13412,6061,,NA,"16,330",4851,-999
NaN,hip-hop,LIVE,Korean,happy,2000S,,yes,top-10,DRUMS,LIVE,1-3,NO,mood,SENIORS,-999,"19,602",5190,£10245,missing,2479,15081,6559,18157,£2244,10247
NA,edm,NA,missing,ANGRY,2020s,sony,no,NA,Strings,studio, 8+ ,Yes,workout,teens,EU,"17,741",9660,missing," 1,016",17356,8687,6994,£8945,"14,763",NaN
2022-11-12,Pop,vinyl,English,NA,90s,universal,no,TOP-10,synth,Live,0,yes,mood,kids,uk,13110,864,£15944,19290,£2284,7604,10927,10055," 5,048"," 8,744"
2024-07-09,pop,CASSETTE,english,energetic,90s,indie,yes,top-10,STRINGS,,4-7,YES,mood,adults, Latam ,4184,18545,8977,-999,4003," 9,282",5269,£5717,£44," 4,817"
2021-08-18,Edm,live, english ,Sad,NaN,Warner,No,top-40,guitar, studio ,0,no, workout ,adults,-999,"18,026",NaN,£19745,£16831,NA,,£12590,-999," 8,801",6823
2024-08-04,classical,,english,Happy,70S,INDIE,No, uncharted ,Piano,studio,0,yes,sleep,seniors, us ,"14,798",£5725,£14646,4663,NaN,£13482,£4631,£3133,13399,£15724
2024-08-02,HIP-HOP, Streaming ,,sad,90s,UNIVERSAL,Yes,,guitar,live,1-3,No,mood,kids,Latam," 4,485","15,826",15819,"14,498",17453,8352,4131,"12,130",971,3725
12/11/2021,rock,vinyl,Spanish,angry,70s,Indie,no,top-10,GUITAR,LIVE,0,no,Party,seniors,EU,18924,11738,15097,£7282,2394,2564,14096,"16,609",£9442,15394
23/11/2023,hip-Hop,CASSETTE,German,Sad,2010s,warner, no ,top-40,drums,LIVE,-999,yes,sleep,teens,uk," 4,260",13429,   757,7683,352,306,£5119,3794,missing,£14987
2023-09-18,Jazz,,SPANISH,angry,2010s,Sony, YES ,uncharted, strings ,studio,1-3,NA,party,adults,NaN,1062,8319,12386,4691,6744,10861,13006,14099," 3,644",11696
-999,Classical,cd,-999,energetic,80S,WARNER, yes ,top-10,Synth,Live, 1-3 ,yes,mood,KIDS,latam,18134," 8,882",6142," 3,311",18970,4201,7026,3098,2390,£4188
"Jan 25, 2022",rock,live,ENGLISH,missing,80s,indie,yes,NA,piano,LIVE,0,yes,mood,seniors,-999,3107,6933,NA,missing," 2,119",£10540,1595,£5372,missing," 7,266"
17/09/2024, rock ,vinyl,English,sad,80s, sony ,yes,top-40,Strings, live ,8+, yes ,FOCUS,NA, uk ,6094,missing,2965,17332,12309,18186,£8786,4291,NaN,5413
2022-07-01,classical,streaming,english,Sad,80s,WARNER,Yes,top-100,Strings, LIVE ,8+,yes,focus, Teens ,ASIA,18218,1050," 7,754",18590,9917,£5441,£13071," 4,944",£12787,4802
05/12/2023,jazz,streaming,korean,energetic,2020s, SONY ,yes,top-40,piano,NaN,4-7,YES,mood,teens,eu,17010,7263,11362,14374,17761," 5,626",14910,13704,19495,17744
-999,classical,streaming,missing,Sad,2000s,Sony,no,-999,guitar,Studio,-999,no,missing,teens,Eu,NaN,£3050,£13327,7609,14154,£2053,18500,,7440,£7619
2022-04-13,NA,VINYL,German,angry,2000s,INDIE,No,NaN,strings,studio,0,Yes,Workout,teens,Asia,£1241,2891,£7993,12721,£11916,NaN,17628,7204,2107,11604
17/07/2022,EDM,vinyl,GERMAN,energetic,2010s,indie,no,TOP-10,NA,live,8+,YES,NA,adults,us,"17,085",6703,15237,1351,1320,3368,NA,10419,14452,£8682
30/12/2023,-999,STREAMING,english,Energetic,2010s,warner,no,top-100,Strings,Live,8+,No,party,Adults,eu,£13308,5829,328,7649,£17779,13253,10121," 5,072",4191,13295
2023-03-29,,vinyl,korean, chill ,2000s,warner,Yes,Top-100,strings,live, 8+ ,yes,sleep,seniors,Asia,9344,"18,975",£13360,£13146," 4,816","10,751",16685,,£1518,£2584
"Oct 20, 2023",NA,CD, ENGLISH ,NaN,90s,indie,yes,top-100,synth,studio,4-7,NO, MOOD , kids ,eu,13556," 8,052"," 6,222",14052,2424,missing,8442,1783," 7,997",£18257
"Mar 29, 2024",hip-Hop,VINYL,English,HAPPY,80s,WARNER,Yes,UNCHARTED,,Studio,NaN,no,Focus,adults,Eu,15823,7137,£5023,13081,£8377,10435," 2,498",£16527,14609,1736
"Feb 20, 2024",edm,STREAMING,french, HAPPY ,2020S,universal,NO,top-10, guitar ,-999,8+,no,WORKOUT,adults,-999,7011,11836,,7713,"19,171",-999,10687,   612,9304,"11,720"
09/09/2024,jazz,VINYL, french ,happy,90s,Sony,no,TOP-10,Synth,NaN,8+,YES,NaN,ADULTS,uk,£2536,NA,86,9665,,"12,228",5166,12081,18051,9157
17/10/2022,hip-hop,vinyl,English,sad,70S,sony,No,top-100,Piano,studio,4-7,YES,MOOD,teens,Latam,13807," 2,780",NaN,16191,NA,13214,12014,1150,2649,10193
2024-04-19,ROCK,Vinyl, Korean ,Happy,80s,-999,No,top-40,guitar,,0,yes,sleep,,eu,9146,11921,NA,11266,16752,11401,£5789,4895,17946,£9112
"Sep 21, 2022",classical,cd,FRENCH,ENERGETIC,80s,Warner,yes,-999,guitar,live,4-7,No, mood ,-999,asia,14518,17675,£17991,5239,6575,10241,11771,6860,NaN,NaN
13/05/2021,NaN,streaming,english,happy,2010s,indie,no,uncharted,strings,live,0,yes,Sleep,adults,us,NA,10007,£3349,4644,NA,15146,NaN,,£9632,10220
"Mar 03, 2023",rock,streaming,german,SAD,2010s,indie,YES,top-100, Strings ,live,8+,Yes,workout,kids,UK,"16,021",£19022,8670,9055,15443,7747,NA,£8871,missing,£622
15/03/2022,edm,cassette,missing,SAD,70S,universal,no,Top-40,Drums,Studio,1-3,yes,PARTY,adults, us ,"11,778",17268,13077,-999,£9743,6168,NA,12244,£4769,£716
2023-05-20,Classical,LIVE,ENGLISH,CHILL,2000s,Indie,NO,,synth,studio,8+,no,mood,teens,ASIA,19157,missing,NA,NaN," 4,227",18367,6052,"13,627",NA,11809
2021-08-27,classical,Vinyl,german,angry,2000S,,No, Uncharted ,strings,Live,0,no,mood,Seniors,US,6994,NA,£19969,£10822," 3,851"," 3,523",£6554,15978,15360,£15646
"Aug 26, 2023",hip-hop,vinyl,German,ANGRY, 2010S ,,yes,top-40,piano,studio,4-7,yes,workout,adults,Us,15525,£4265,2920,3063,14042,9838,,5995,19031,NA
11/01/2021,edm,Vinyl,korean,angry,2000s,UNIVERSAL,NO,uncharted,guitar,Live,8+,Yes,PARTY,Seniors,latam,19312,£6858,931,8290,£16812,18941,17229,3896,1623,8512
22/10/2021,pop,live,english,Energetic,80s,warner,yes,top-100,strings,live,4-7,Yes,party, seniors ,asia,,6276,missing,14341,missing,17406,£18986,£735,missing,19064
NA,classical, streaming ,german,NaN,70s,WARNER,no,top-40,Drums,studio,8+,Yes,Party,kids,-999,13549,7048,missing,4678,-999,1051," 1,666",£15119,NA,8464
"Sep 29, 2021",edm,live,Spanish,happy, 70s , warner , Yes ,NaN,strings,live,8+,yes,mood,seniors,uk,15036,"11,121"," 8,978",1603,5091,17549,10665,18389,"18,518",   425
NaN,rock,CD,KOREAN,-999,2000s,NA,yes,Uncharted,strings,missing,,yes,party,adults, uk ,17972,"19,395",153,9086,13251,18709,£13360,7757,4385,12378
-999,ROCK,STREAMING,french,Angry,2010s,Indie,yes,Top-10,Synth,live,1-3,NA,party,Kids,eu,4732,14983,4027,missing,16047,5637,10022," 7,097",£2630,8577
04/06/2022,CLASSICAL,Vinyl,Korean,chill,2000s,NaN,yes,Top-40,guitar,STUDIO,0, no ,missing,seniors,us,£1889," 5,100",9753,15480,4357,"17,548",,,17480,missing
2021-11-21,Rock,Streaming,German,chill,2020s,WARNER,NO,Top-100,strings,studio,0,yes,Focus,KIDS,latam,£646,3447," 9,623","17,127",16137,1278,19676,9249,14568,"14,606"
30/03/2022,rock,NaN,german,CHILL,80s,Universal,no,NaN,NaN,,8+,-999,MOOD,teens,uk,1163,17168,£3108,"14,485",5587,,13549," 9,262",-999," 7,255"
21/06/2023,pop,missing,german,chill,2010s,,NO, top-40 ,Piano,studio,0,no,NA,kids,Eu,missing,£901," 5,940",NA,14792,3593,7062,£1696,NaN,£12882
2023-08-13,NA,streaming,spanish,ENERGETIC,80s, Universal ,NaN,top-40,guitar,NaN,4-7,no,party,seniors,asia,3250," 2,567",5108,5789,2439,6449,12103,9582,15115,1008
10/02/2021,Jazz,streaming,German,Sad,70S,Sony,no,Uncharted,synth,studio,4-7,no,party,kids,NaN,,8759,NaN,15652,-999,5930,19297,18144,£16128,2366
2021-04-16,-999,Cassette,KOREAN,chill,70s,SONY,No,TOP-40,piano,studio,1-3,yes,focus,Teens,eu,19300,8085,5540,,9234,1984,18468,17910,3140,13917
2024-07-27,hip-hop,LIVE,french,energetic,2010s,sony,no,uncharted,missing,STUDIO,0,yes,missing,teens, us ,17008,£12453,"15,858"," 5,393",4464,15,,14786,4483,6664
2024-01-05,EDM,missing,,energetic,2010s,sony,YES,top-100,,live,8+,no,NA,NaN,us,3979,15258,18669," 6,152",15473,7926,16929,NaN,"15,630",14460
17/10/2024,Jazz,vinyl,korean,sad,2020s,universal,No,TOP-10,GUITAR,live,1-3,Yes,party,Adults,eu,12280,11812,"18,421",13051,16594,8620,£16763,11115,-999,missing
,Classical,Cd,german,angry, 2010s ,sony, YES ,top-40,piano,live,1-3,missing,MOOD,ADULTS,US,,"17,982",18004,6777,16167,1560,723," 6,453",9935,19832
"Feb 14, 2024",rock,Live,korean,energetic,2020s,Indie,NA,top-40,piano,NaN,0,yes,Workout,kids,uk,£12262,14772,£6544,7909,3782,15626,3895,£1751,,277
19/01/2023,classical,LIVE,german,chill,80s,SONY,yes,Top-40,strings,LIVE,1-3,Yes,party,teens,Latam,2868,18669,4009,-999,£28,3304,£2366," 6,120",missing,13960
11/06/2024,edm,cd,french,HAPPY,2010s,,NO,NaN,guitar,NaN,1-3,no,Party,ADULTS,eu,£3950," 2,388",9099,6444,18789,£15925,928,15726,£11631,"16,769"
2024-01-01,classical,streaming,GERMAN,happy,2020s,UNIVERSAL,no,TOP-10, drums ,NaN,NA,No,-999,Kids,NaN," 2,880",£10638,-999,19910,18936,5742,16598,8887,7488,12635
2022-11-09,edm, CD ,missing,chill,70s,universal,yes,TOP-10,synth,live,1-3,yes,mood,Kids,LATAM,19064," 1,557",8196,"12,692",646,4521,19237,missing,£9097,NaN
21/11/2024,CLASSICAL,VINYL,german,-999,2010s,missing,Yes,TOP-10,Drums,studio,0,Yes,mood,adults,Eu,8248,"12,246",12396,4028,£9590,," 2,365",17199,18888,NA
-999,pop,CASSETTE,french,Energetic,2000s,missing,YES,top-40,synth,live,0,YES,focus,seniors,,11611,1998,2626,£14231,15562,£9526,NA,11246,NaN,missing
"Jan 22, 2023",edm,cassette,-999,Angry, 90s ,UNIVERSAL,NaN,top-10,-999,studio,0,no,Focus,seniors,LATAM,£11284,2245,,£598,10725,£18594,"10,667",2418,4677,9089
"Apr 21, 2024",hip-hop,NaN,NaN,energetic,90s,Warner, No , TOP-100 ,drums,live,1-3,NA,sleep,Adults,eu,2701,"15,719",143,£3380,8254,8668,5396," 8,201",9653,19096
08/06/2024,Rock, vinyl ,english,Energetic,90s,universal,yes,TOP-100,NaN,studio,1-3,NO, party ,teens,UK," 9,834",18890,4495,8562,2264,13765,-999,3200,10778,
30/12/2024,hip-Hop,cassette,SPANISH,sad,2000s,indie,NA, uncharted ,piano,live,1-3,YES,Focus,ADULTS,asia,15047,£16954,"13,040",16544,£19507,12259,8766,," 2,884",£12386
17/06/2021,NaN, LIVE ,English,-999,2000s,INDIE,missing,top-100,piano,STUDIO,missing,missing,SLEEP,TEENS,-999,15309," 6,138"," 6,672",3720," 4,833",£12901,£11007,£17946,4705,"17,679"
"Apr 16, 2024",edm,cassette,NA,chill,80s,WARNER,YES,Uncharted,guitar,live, 0 ,no,mood,teens,eu,7839,£9665,7640,4919,3118,NaN,11867,5214,"12,044",4088
2023-01-31,Classical,streaming,Spanish,Energetic,80s,WARNER,Yes,Uncharted, strings ,live,8+,Yes,Workout,adults,NA,missing,11307,17816," 5,028",   342,£15721,1765,£1541,£5821," 5,333"
2023-04-18,edm,CD, french ,NA,70s,Universal,no,,SYNTH,missing,4-7,Yes,,KIDS,us,1850,9631,£17214," 9,932",12259,11762,10080," 8,698",   968,"14,945"
08/07/2022,Pop,Live,,Chill,missing,sony,NA,top-100,synth,studio,4-7,yes,focus,kids,eu,18720," 2,672",missing,9356,15098,12968,£12549,NA,"15,343",
2024-06-02,-999,cassette,german,happy,70S,Warner,no,Top-40,synth,Live,missing,yes,workout,kids, uk ,£14098,18984," 5,320",£3909,NA,14501," 5,609",4191,18506,13179
"Mar 02, 2021", EDM ,Cassette,SPANISH,sad, 2010s ,indie, no ,top-100,Guitar,Studio,4-7,NO,NA,adults,us," 3,207",£10894,NA,5863,£16298,11362,13424,£19770,8725,   817
10/08/2022,pop,cd,french,CHILL,2010S,warner,yes, top-10 ,piano,STUDIO,8+,no, PARTY ,missing, EU ,13502,missing,"15,438",£8813,12988,5478,5176,17433,,3305
-999,edm,-999, SPANISH ,NaN,2020S,universal,NO,Uncharted,DRUMS,live,missing,no,workout,adults,us,767,£16886,,£16064,10907,19709,£19138,5195,7353," 1,962"
07/09/2021, Jazz ,live,german,happy,2020S,indie,yes,,Piano,Live,0,NO,FOCUS,teens,-999,3663,"14,850",4913,10968,"13,124",14277,11588,£17246,14745,£12598
31/05/2022,Edm,Cd,german, energetic ,90s,missing,yes,TOP-10,guitar,studio,4-7,no,sleep,ADULTS,Uk,1791,15987,£19508,-999,"18,977",1262,," 6,184",NA,£14842
"May 14, 2022",HIP-HOP,NaN,english,angry,2020S,universal,yes,missing,Drums,STUDIO,1-3,yes,NA,KIDS,EU,5775,8955,7691,12277,16507,£18935,1912,7686,£14248,6495
2022-09-16,jazz,Streaming,spanish,chill,80s,indie, no ,NA,strings,missing,8+,yes,Workout,adults,asia,629,missing,NaN,NaN,12297,11003,£17025,6253,13764,15638
