DATE,make,model/,fuel_type?,transmission,Body Style, colour ,Drive Train,Trim Level,reg state, Emission Std ,Segment?,ownership type,insuranceGroup,warranty_status,MARKET REGION, ENGINE CC , horsepowerBhp ,TORQUE NM,co₂G/Km,Range Km,0-60 MPH S,fuelTankL,Boot L?,KERB WEIGHT KG,list_price_£?
2022-02-15,TESLA,golf,hybrid,Manual,hatchback,Red,rwd,luxury,new,euro 6,b-supermini,Fleet,44,NA,missing,-999,5777,74,14184,4064,   727,4539,10326,,"18,927"
04/12/2022,Ford,model 3,,manual,Suv,red,4wd,LUXURY,Used,ulez,d-Mid-Size,demo,41,out-of-warranty,us,,£15034,2518,£12204,5398,3568,," 6,465",17345,"15,946"
01/04/2023, tesla ,NA,ELECTRIC,Dual-Clutch,SUV,grey,NA, base ,Imported,-999,b-supermini, Hire ,3,NaN,Us,NA,16513,£19001,£7745,£1022,12880,£6335,NaN,"15,268",NA
09/02/2022,missing,320i,electric,automatic,Saloon,red,4wd,luxury, used ,ulez,d-mid-size,private, 30 ,Extended,apac,£11814,13885,19893,404,NaN,£2588,11114,"10,446",£8852,£18260
18/04/2023,FORD,-999,hybrid,DUAL-CLUTCH,Coupe,Black,RWD,sport,imported,euro_5,b-Supermini,private,-999,in-warranty,uk,12492,NaN,6122,13836,14714,,-999,8799,£2807,£18169
"Jul 12, 2023",Ford,320i,diesel,manual,estate,black, awd , LUXURY ,Ex-Lease,,A-CITY,DEMO, 35 ,in-warranty,apac,14959,missing,563,1357,12295,£5341,    21,18837,,7139
24/06/2022,TESLA,s60,hybrid,dual-clutch,coupe,grey,fwd,Luxury,new,euro 6,,DEMO,1,Extended,apac,3716,-999,£4452,£7913," 9,241",6044,19300,NA,16540,14521
2021-07-31,NA,GOLF,DIESEL,dual-clutch,Hatchback,BLACK,FWD,Premium,New,ULEZ,B-SUPERMINI,Private,3,in-Warranty,us,468,602,7983,-999,18913,missing,4512,5983,17172,12413
01/11/2021,vw,MODEL 3,-999,Manual,Hatchback, White ,rwd,luxury,ex-lease,ULEZ,e-Exec,hire,50,IN-WARRANTY,eu,"11,039",NaN,£17296,"16,320",£5862,16424,16079,missing,19317,15773
2023-11-20,,model_3,electric,cvt,suv,BLACK,4wd,BASE,ex-lease,ulez,E-EXEC,Fleet,11,NA,mea,NA,543,4328,6216,"14,475",8989,£9255,14584,2246,£3388
"Oct 26, 2022",ford,COROLLA,petrol,NA,suv, red ,Rwd,,NEW,EURO 6,a-city,private,50,in-warranty,UK,,,NA,"19,433",,"15,874",£4335,15190,9117,"15,705"
2024-08-23,toyota,model3,electric,cvt,NaN,WHITE,Awd,base,NEW, euro 4 ,e-exec,demo,,extended,Apac,£1857,missing,-999,NA,"11,845",669,7800,17036,2904," 1,082"
2021-05-30,HONDA,model3,NA,CVT,SUV,black,Rwd,performance,ex-Lease,Ulez,B-Supermini,PRIVATE,31,in-warranty,MEA,8739,17953,2371,1512,6661," 8,851",12786,NaN,"16,882"," 1,449"
09/02/2023,bmw,COROLLA,,AUTOMATIC,-999,BLUE,4wd,Performance,NEW,euro 6,e-exec,demo,23,extended,APAC,£6992,"14,678",4793,-999,missing,£15567,13571,NaN,128,4466
25/10/2022,bmw,320i,ELECTRIC,cvt, coupe ,silver,4wd,base,ex-lease,,c-compact,hire, 25 ,EXTENDED,apac,7140,7876,,16562,missing,1406,19463,7968,5579,£7687
01/11/2024,FORD,s60,-999, cvt ,Hatchback,grey,4wd,performance,imported,euro6,NA,fleet,22,out-of-warranty,mea," 1,362",£7814,14871,2928,16668,11318,NaN,,4976,NaN
15/10/2024,Tesla,NaN,hybrid,dual-Clutch, hatchback ,NA,Awd,base,NA,,A-City,private, 11 ,missing,MEA,14725,"16,424","11,978","11,888",£11906,"12,628",,11552,£4534,9056
13/05/2022,Vw,GOLF,petrol,dual-Clutch,saloon,white,4wd,NA,Used,ulez,D-Mid-Size,HIRE,32,Out-Of-Warranty,MEA,"13,684",missing,1681,£12281," 3,497",14603,15072,11192,18346,10665
16/05/2022,Bmw,S60,NaN, automatic ,-999,black,4wd, premium ,EX-LEASE,euro_5,e-Exec,fleet,25,out-of-warranty,us,5306,12682,-999,£8165,14900,4133,NA," 2,295",2428,£12301
NA,vw,320I,petrol,dual-clutch,coupe,silver, 4wd ,luxury,new,Euro 4,a-City,hire,28,IN-WARRANTY,missing,2505,£13841,2038,£1324,10769,,14034,10508," 9,843",3539
NA,toyota,s60,hydrogen,automatic,SUV,BLACK,Rwd,sport,used,ulez,e-Exec,demo,48,in-Warranty,uk,-999,NaN,3652,,£15757,£12401,290,19496,£11401,9434
2021-12-24,tesla,model3,petrol,dual-Clutch,suv,silver,awd,base, Used ,euro_5,A-City,PRIVATE,21,extended,us,12424,10603,"17,745",-999,£5719,19822,15418,4789,£14087,12475
,FORD,S60,Petrol,Automatic,ESTATE,,awd,Luxury,Ex-Lease,ULEZ,A-City,fleet,14,in-warranty,NaN,14582,,NaN," 8,696",NA,£19359,8350,14382,8034,19062
12/10/2024,Toyota,-999,hydrogen,CVT, estate ,white,awd,PREMIUM,,-999,A-CITY,FLEET,38,IN-WARRANTY,apac,£2077,13833,NaN,£16894,16361,11447,8833,£10849,missing,£16381
2021-06-23,honda,focus,Hybrid,cvt,-999,black,AWD,luxury,NA,EURO 5,NA,NaN,19,Out-Of-Warranty,Us,1363,574,£1185,12415,13347,13935,£7072," 7,808",1875,8049
16/07/2023,NaN, A4 ,electric,Automatic,coupe,Blue,Awd,NaN,New,ulez,B-Supermini,private,9,extended,eu,£15567,19123,   896,15741,3622,NA,12791,15279,   635,8219
08/04/2022,honda,S60,diesel,MANUAL, estate ,grey,awd,SPORT,used,ulez,E-Exec,HIRE,18,Out-Of-Warranty,us,missing,7718,11094," 5,403",-999,1495,£2015,£5473,3674,NA
21/06/2023,AUDI,corolla,, manual ,suv, white ,4WD,Performance,EX-LEASE,NA,b-supermini,private,36,in-warranty,EU,-999,NaN," 6,144",1369,£11661,missing,6989,missing,£8963," 5,385"
22/02/2023,AUDI,S60,hybrid,Cvt,saloon,red,Rwd,base,new,Euro 5,A-City,Hire,NA,out-Of-Warranty,-999,10209,8163,"16,380",784,1127,-999,£13517,9563,8135,£10619
14/06/2022, bmw ,civic,PETROL,DUAL-CLUTCH,Saloon,NaN,awd,PREMIUM,new,Ulez,A-City,fleet,40,in-Warranty, Apac ,NA,12334,12442,"18,350",,2985,5297,4291,8427,5265
2022-05-12,honda,COROLLA,ELECTRIC,cvt,suv,white, awd ,performance,,ULEZ,A-City,fleet,14,extended,MEA,,NaN,£4177,14739,9925,9495,11047,7112,12951,13113
"Oct 28, 2021",Audi,S60,petrol,automatic,Estate,Silver,4wd,performance, imported ,Euro 5,e-exec,NA,14,out-Of-Warranty,eu,10009,7040,10406,,16585,£8379,642," 6,199",15583,8691
2023-08-23,TESLA,MODEL 3,electric,manual,coupe,silver,Fwd,luxury,-999,ulez,A-CITY,private,19,in-warranty,mea,1423,15434,"16,722",9176,18849,1372,-999,15207,13728,14650
-999,bmw,golf,HYBRID,-999,estate,blue, fwd ,luxury,imported, euro_4 ,b-Supermini,Demo,50, EXTENDED ,eu,£2043,£7022,£17795,2936,£13381,£8979,NaN,£15536,£12707,7132
2022-03-25, ford ,missing,hybrid,automatic,ESTATE,SILVER,rwd, Base ,ex-Lease,euro 6,D-MID-SIZE,demo,25,EXTENDED,eu,3923,£9570,£13884,£18456,18044,6661,14373," 6,280",19500," 8,728"
2021-09-05,volvo,a4,hybrid,CVT,coupe,grey,4wd,premium,new,euro 4,C-COMPACT,private,41,EXTENDED,uk,"13,074","14,229",18932,NA,£2370,£8356,17856,£802,7953,17238
2023-07-14, ford ,-999,electric,Cvt,saloon,black,4wd,LUXURY,Imported,ULEZ,D-Mid-Size,Fleet,12,in-warranty,Uk,52,13943,2261,-999,2814,19644,1764,£16422,3998,"17,806"
2022-08-08,,FOCUS,NaN,manual,hatchback,Blue,rwd,performance,ex-lease,ulez,d-mid-size,private,24, in-Warranty ,Us," 5,429","10,116"," 2,916",10783,4623," 7,450",4954,9697,£16528,£19687
15/06/2022, toyota ,s60,Diesel,MANUAL,SUV,WHITE,FWD,performance,used, EURO 4 ,C-Compact,private,18,in-warranty,Eu,£8805,15226,1356," 2,658",7729,NaN,NA,"14,297",,15564
2024-02-28,volvo,320i,Hybrid,Manual,ESTATE,Silver,rwd,premium,new,euro_4,b-Supermini,HIRE,23,In-Warranty,Apac,£18293,1453,3494,9898,£10346,"13,151",17416,8737,16952,15829
2021-07-26,vw,MODEL 3,,Dual-Clutch,hatchback,Silver,fwd,SPORT,imported,euro6,d-mid-size,Demo,47,out-Of-Warranty,uk,19376,15341,"14,867",£5277,19456,14773,£6686,£8890,13937,4062
30/10/2021,Volvo,FOCUS,diesel,CVT,coupe,NaN,fwd,NaN,used,euro 6,c-Compact,private,50,in-warranty,eu,10589,12609,14704,13417,8885,,19896,£6984,3603," 4,776"
NaN,Ford,COROLLA,hydrogen,manual,missing,silver,4wd,luxury, new ,euro4,c-compact,missing,12,IN-WARRANTY,mea,"17,193","19,658",,9372,1867," 5,682",10464," 5,543",NaN,7488
05/12/2023,audi,model 3,hybrid,dual-clutch,SUV,WHITE,4wd,PREMIUM,USED, ulez ,,DEMO,43,out-of-warranty,UK,"13,360",,11981,10650,£573," 2,502",7590,missing,"15,232",-999
"Oct 28, 2021",BMW,Model 3,petrol,automatic, estate ,BLACK,awd,base,EX-LEASE,EURO 5,A-CITY,fleet,15,missing, Us ,£14134,14464,11610,6015,12718,NaN,10568,5163,8980,12384
14/05/2022,audi,320i,HYBRID,CVT,NaN, Blue ,4wd,sport,imported,ulez,C-Compact,Hire,28,In-Warranty,US,missing,-999,16847,14606,14177,£9638,missing,-999,missing,4744
2024-02-21,ford,A4,diesel,Automatic,saloon,-999,4wd,premium,IMPORTED,euro 5,b-supermini,Fleet,35,missing,Uk,4917,5800,16012,£19566,-999,2528,11413,7085,9984,"10,855"
2024-05-06,honda,S60,hydrogen,cvt,SALOON,RED,4wd,premium,NA,euro4,d-mid-size,demo,48,in-warranty,eu,4448,16002,2400,9363,£468,12184,801,9916,17928,NaN
2023-09-16,bmw,GOLF,petrol,MANUAL,SALOON,Silver,NaN,SPORT,imported, Euro 5 ,A-City,PRIVATE,39,out-Of-Warranty,mea,£1700," 1,130","10,627",£729,NA,,£9384,782,19487,14746
24/05/2024,Tesla,NaN,PETROL,dual-Clutch,NA,grey,4WD,luxury,new, EURO 5 ,e-exec,demo,35,Out-Of-Warranty,-999,16463,NaN,9349,1273," 5,073"," 5,992",,703,10519,NaN
2021-12-25,BMW,320i,Electric,dual-clutch,COUPE,SILVER,fwd,NA,EX-LEASE,euro 4,-999,hire, 2 ,in-Warranty,mea,4123,15468,3308,7212,£14121,£1239,£14955,10598,10399,NaN
2023-08-17,honda,Model 3,HYDROGEN,Manual,NaN,blue,4wd,SPORT,Ex-Lease,euro4,b-Supermini, DEMO ,10,In-Warranty,mea,missing,13654,,356,£2175,£3015,£10919,4687,1535,NA
19/11/2022,audi,golf,electric,-999,,white,RWD,PERFORMANCE,imported,EURO 6,B-Supermini,fleet,50,out-of-warranty,eu,NaN,NA,9864,£4194,18414,£18870,6978,3562,12048,3375
2024-07-12,bmw,corolla,hybrid,-999, estate , RED ,rwd,-999,IMPORTED,, d-mid-size ,missing,28,EXTENDED,EU,NaN,18957,16186,3494,£5272,10041,£2959,6216,NA,8410
18/07/2022,vw,-999,petrol,AUTOMATIC,saloon,grey,Rwd,performance,EX-LEASE,ULEZ,D-MID-SIZE,Private,35,extended,Mea,£4056,14903,10787,£517,£1648,15504,16597,14268,8103,-999
"Sep 12, 2024",HONDA,focus,petrol,cvt, estate ,RED,AWD,luxury,Imported,euro 5,B-SUPERMINI,PRIVATE, 32 ,OUT-OF-WARRANTY,MEA,missing,10617,1540,£5612,missing,£5756,,11303,16448,18050
09/04/2022,vw,civic,electric,automatic,suv,,Rwd,Luxury,used,Euro 5,c-compact,,48,extended,APAC,17546,£18936,£6075,£4991,3991,NA," 1,741"," 2,258",14118,
08/06/2023,vw,320i,diesel,Manual,saloon,NaN,-999,performance,ex-Lease,Euro 6,d-mid-size,Hire,28,in-warranty,eu,"12,097",17892,£16280,£16016,7416,1434,-999,8234,£13738,16552
27/08/2024,Audi,corolla,petrol,Cvt,ESTATE,-999,missing,luxury,new,euro5,b-supermini,Hire,2,NA,Mea,13577,10632,£6920,10317,16492,8597,9117,"18,195",2312,NA
18/09/2022, Volvo ,golf, diesel ,dual-Clutch,NA,Red,AWD,performance,ex-Lease,euro_6,C-Compact,hire,41,OUT-OF-WARRANTY,Eu," 8,690",506,"15,940",1637,NaN,7009,11398,£8401,NA,466
2023-09-05,bmw,focus,electric, Automatic ,Estate,Red,4wd,LUXURY,Imported,euro_6,d-mid-size,NA,11,Extended,mea,17181,£4730,70,£7292,£13150,-999,925,7975," 1,142",NA
16/04/2021,VW, Focus ,DIESEL,Automatic,estate,Silver,awd, premium , IMPORTED ,ulez,E-Exec,demo, 9 , Extended ,us,missing,,9738,NA,17700,5375,-999," 9,017",-999,£7300
"Aug 22, 2022",-999,320i,diesel,manual,NaN,-999,4wd,sport,imported,euro_5,e-Exec,demo,19,IN-WARRANTY,UK,8217,11189,£9656,13260,17141,£1662,missing,,£17019,£16720
22/04/2023,audi,320i,PETROL,MANUAL, hatchback ,blue,4wd,base,new,missing,B-Supermini,hire,37,Out-Of-Warranty, us ,-999,2178,2105,missing,5374,11202,4536,9856,"15,111",£5352
2023-08-19,VOLVO,Model 3,Hybrid,Dual-Clutch,coupe,blue,NA,-999,New,Euro 5,b-Supermini,FLEET,42,extended,apac,£2194,4012," 4,426",£13022,£4864,,655,14629,-999,11288
25/12/2021,bmw,Golf,DIESEL,MANUAL,Saloon,GREY,NA,NA,new,euro 5,C-COMPACT,demo,39,in-Warranty,EU,16398,£17641,19498,£9137,9468,16492,-999,£3952,12840,19397
"Jul 24, 2024",honda,Corolla,HYBRID,Dual-Clutch,hatchback,black,FWD,premium,ex-lease,Euro 5,b-Supermini,Private,20,in-Warranty,Eu,£15644,£15706,£16533,£513,£2527,£17537,18472,5566,NaN," 7,443"
NaN,vw,a4,diesel,automatic,NaN,white,awd,premium,Imported,euro4,a-City, hire ,31,out-Of-Warranty,Uk,£15202,NA,7574,5877,"12,085",9489,8752,4205," 3,158",19300
2021-01-27,vw,COROLLA,electric,cvt,SALOON,Silver,4wd,luxury,ex-lease,EURO 5,A-City,private,,in-warranty,apac,194,£8083,14302,19895,818,£19422,4636,6212,14043,16114
2023-10-20,BMW, Focus ,hybrid,Automatic,estate,Grey,awd,,imported,Ulez,D-Mid-Size,fleet,22,out-Of-Warranty, EU ,12800,"11,203",11298,£12650,   421,9441,£11807,710,6761,253
06/05/2024, honda ,golf,electric,Cvt,missing,blue,4wd,performance,Ex-Lease,euro_4,e-exec,FLEET,,in-warranty,eu,"18,234",18597,12262,£9909,3153,8714," 5,782",£12404,£18025,NaN
14/04/2023,NaN, COROLLA ,hybrid,dual-clutch,HATCHBACK,Red,fwd,luxury,ex-Lease,euro_5,NaN,hire,missing, out-of-warranty ,MEA,NA,,£1851,£18774,NaN,9604,-999,4897,9867,9802
05/12/2024,Toyota,-999,Diesel,-999,suv,WHITE,NaN,SPORT,NEW,euro 6,NA,fleet,39,NaN,mea,15900,£10112,522,£6747,14965,6740,15616,£17257,908,5037
02/02/2021,Honda,320i,diesel,cvt,Hatchback,Grey,rwd,Base,ex-lease, EURO 5 ,C-Compact,Fleet,50,extended,eu,4015,"19,066",£16025,"11,707",15469," 3,137",16304,19483,2142,614
2021-06-20,vw,model 3,petrol,Manual, HATCHBACK ,white,Rwd,BASE,ex-Lease, euro4 ,NaN,Hire,NaN,out-of-warranty,eu,£12498,missing,10942,,NaN,4553,9367,1848,3660,3874
"Aug 27, 2022",Toyota,320i,diesel, MANUAL ,COUPE,red,4wd,-999,imported,ulez,e-Exec,Demo,10,out-of-warranty,,-999,,£1989,£10236,507,7272,9641,17562,13370,missing
01/03/2023,NaN,a4,petrol,automatic, suv ,GREY,missing,Luxury,New,euro_4,a-city,hire,33,extended,EU,-999,£7443,£17279," 7,915",£1652,11160,17180,10088,15930,16066
23/01/2024,audi,320I,ELECTRIC,MANUAL,estate,black,4wd,performance,Imported,NA, c-compact ,hire,2,extended,EU,11233,£15328,7518,6366,13833,18493,£16459,14907," 9,101",-999
"Sep 15, 2021",toyota, focus ,Diesel,automatic,,Silver,AWD,PERFORMANCE,imported,-999,e-exec,demo,NaN,EXTENDED,eu,-999,£19467,NaN,"19,725",18339,-999,10920," 1,468",missing,NA
2024-09-27,Toyota,,electric,cvt,SALOON,red,fwd,Base,IMPORTED,Euro 5, a-City ,,34,out-of-warranty,eu,19650,3097,19550,"15,461",11107,missing,14379," 1,217",6851,13157
2023-01-04,NA,s60,HYBRID,dual-clutch,saloon,blue,AWD,base,,euro 4,E-EXEC,NaN,1,,us,4956,5801,9262,407,£721,10458,10497,4151,"19,949",£14306
10/10/2022,ford,civic,diesel,AUTOMATIC,saloon,white,Rwd,sport,imported,ulez,d-mid-size,hire,32,out-of-warranty,NaN,£15438,missing,3722,missing,"16,619",-999,-999,,19240,16536
27/08/2024,ford,missing,NA,NA,estate,red,Rwd,premium,used, euro4 ,e-Exec,private,3,EXTENDED, apac ,6217,9515,-999,18420,9324,11821,NaN,"13,878",16277,9251
2023-04-15,tesla,320i,NaN,manual,SUV,BLACK,4WD,PERFORMANCE, used ,NA,D-MID-SIZE,DEMO,11,out-of-warranty,missing,19381,£4947," 1,482",9680,17640,18296,£17061,19523,"13,499",-999
21/02/2023,vw,golf,Hybrid, AUTOMATIC ,saloon,BLUE,fwd,Base,imported,euro 4,c-Compact,demo,2,OUT-OF-WARRANTY,apac,6512,14541,10336,14532,£10895,NA,NA,17936," 4,309",£10782
2024-09-12,BMW, corolla ,hydrogen,Cvt,Coupe,GREY,rwd,sport, new , euro_5 ,A-CITY,fleet,NA, EXTENDED ,us,£9550,£17848,8009,5869,11595,NaN,14929,8121,-999,"17,566"
03/08/2021,audi,a4,Hybrid,manual,hatchback,BLACK,rwd,premium,new, euro_6 ,c-compact,demo,3,out-of-warranty,UK,2130,5439,4941,NaN,10143,17861,6326,17082,16341,"10,249"
03/01/2022,bmw,a4,NaN, Cvt ,ESTATE,red,Awd,base,Used,NA,E-EXEC, Demo ,26,IN-WARRANTY,eu," 9,822"," 3,728"," 5,147",NA,£11516," 2,801",8587,5782,£3339,NA
"Jan 29, 2024",TESLA,corolla,hybrid,DUAL-CLUTCH,Suv,GREY,awd,base,ex-Lease,NaN,NA,demo,36,NA,uk,,6911,13743,4292,-999,13577,,9112,15720,"10,382"
17/01/2021,Honda,s60,NaN,AUTOMATIC, HATCHBACK ,grey,NaN, Base ,ex-Lease,Euro 6,b-Supermini,demo,32,extended,eu,£19441,6201,8612,£1930,£5827,18047,£12128,6301,£14626,13743
2021-01-10,bmw,CIVIC,hybrid,Cvt,suv,GREY,FWD,sport,EX-LEASE,euro 4,b-Supermini,PRIVATE,3,EXTENDED,Eu,8325,NaN,16392,6566,11056,2159,£18021,1080,5746,11552
NaN,Toyota,civic,petrol,cvt,saloon,white,NaN,SPORT,new,Euro 6,c-compact,HIRE,3, In-Warranty ,apac,,£1698,7928,£8757,10774,3485,114,11008,18619,
08/04/2023,toyota,corolla,petrol,automatic,estate,Black,4wd,sport,used,EURO 6,C-Compact,NA,23, OUT-OF-WARRANTY , Us ,19542,554,9921,15613,6303,9689," 2,939",12972,,
NA,NA,Civic,electric,Automatic,hatchback,White,4wd,Base,New,Euro 5,NA,hire,2,EXTENDED,apac,17226,16489,4505,-999,3704,9208,5647,-999,13794,-999
10/03/2021,vw,golf,Electric,cvt,coupe,blue,awd,Base,imported,ulez,b-supermini,demo,48,Out-Of-Warranty,-999,3829,-999,6967,£14075,NaN,11861,£10323,5217," 3,393",£3878
2023-12-06,vw,corolla, hybrid ,MANUAL,Estate,BLUE, FWD ,Performance,new,euro_6,d-mid-size,PRIVATE,NaN,IN-WARRANTY,apac,NaN,-999,£7366,12757,2643,5117,NaN,£2639,£18053,1284
2024-05-13, toyota ,model 3,petrol, MANUAL ,COUPE,Red,4WD,Luxury,new,Euro 4,B-SUPERMINI,hire,-999,out-of-warranty,us,"12,075",£7834,-999,£16190,16195,,   376,15219,NaN,£17367
"Nov 02, 2024",Bmw,320i,ELECTRIC,manual,SUV,white,Rwd,PERFORMANCE,NEW, ulez ,B-SUPERMINI,demo,37,in-Warranty,APAC,1777,NA,1366,9304,£15105,5043,"13,697",missing,6926,18281
"Nov 20, 2024",,s60,HYBRID,Manual,SALOON,Silver,FWD,base,ex-lease, Euro 5 ,c-compact,demo,26, in-warranty ,Mea,£6774,17627,,£15326,10036,£14518,£11376,£4162,7986,17546
2024-07-06,Volvo,MODEL 3,Electric,manual,suv,Red,awd,Luxury,new,euro5,NaN,fleet,missing,extended, Uk ,594,11610,£17217,£15667,£628,6490,£18018,18368,missing,£6723
2021-05-24,ford,Focus,Petrol,Automatic,SALOON,red,4wd, Base , used ,NaN,b-supermini,missing,27,in-warranty,Apac,2268,£14657,6150,,8985,missing,6983," 7,337",12857,"11,764"
"Feb 02, 2021",Vw,s60,hydrogen,cvt,suv,Blue,missing,missing, Ex-Lease ,ULEZ,b-supermini,-999,28,IN-WARRANTY,uk,15951,18363,10011,missing,£15496,missing,NaN,5303,£8227,4091
2022-05-04,honda,A4,DIESEL,cvt, hatchback , Grey ,Fwd,luxury,ex-lease,Euro 6,b-supermini,private,missing, Out-Of-Warranty ,uk,14869,NA,1997,190,NA,£15717,£17472,£9649,2143,6048
09/05/2021,bmw, corolla ,diesel,Manual,estate,silver,,base,new,ulez,NA,Hire,16,extended,mea,6036,16362,"11,877",580,£11079,11743,14146,13106,£5263,11087
04/10/2021, TESLA ,FOCUS,DIESEL,,estate,blue,4wd,premium,new,ulez,d-Mid-Size,private,44,Extended,MEA,16742,   163,NA,10401,17435,"12,894",19328,10490,14790,-999
29/03/2022,VOLVO,missing,PETROL,Manual,suv,GREY,FWD,Luxury, Imported ,Ulez,c-compact,Private,28,extended,uk," 1,663",15732,-999,9020,NA,£1129,£5357,3147,-999,missing
2021-04-14,VOLVO,320i,missing,dual-clutch,saloon,Red,4wd,SPORT,IMPORTED,Euro 5,missing,fleet,17,extended,missing," 3,173",   283,7021,£864,10220,£2392,14801,11273,8697,19746
08/06/2022,,COROLLA,hybrid,dual-clutch, SUV ,black,AWD,luxury,NEW,Ulez,b-Supermini,NaN,18,-999,-999,£11334,NA," 4,038",1184,1500,£14513,8047,2815,£14888,£16415
02/08/2023,VW,corolla,electric,dual-clutch,Coupe,red,rwd,base,NaN,euro_6,e-exec,hire,49,Out-Of-Warranty,US," 6,440",,6159,"15,208",3329,missing,£16705,919,2593,   494
2023-01-27,honda,model 3,Hydrogen,MANUAL,coupe,silver,NA,premium, imported ,ulez,A-CITY,PRIVATE,NA,IN-WARRANTY,uk,NaN,4998,726,£4322,£18342,6790," 8,517",9849,15344,£11353
2021-10-26,Vw,S60,petrol, cvt ,Estate,red,4WD,luxury, ex-lease ,euro_4,c-Compact,Private,22,in-Warranty,uk,missing,13009," 4,578",£18696,missing,"10,181",14190," 8,265",11932,4586
2022-08-01,NA,A4,Diesel,manual,Suv,silver,4wd,Base,ex-lease,NA,c-compact,fleet,26,extended,uk,7221,11425,£9227,"10,742",-999,7462,3778,12940,NaN,3505
08/10/2022,toyota,,Electric,automatic,hatchback,Red,4wd,Performance,Imported,ulez,A-City,PRIVATE,36,NaN,Mea,17770,539,£9593,16743,4212,," 9,737",£904,"18,616",
10/04/2021,HONDA,-999,petrol,NA,missing,white,,premium,new, EURO 5 ,a-city,fleet,19,NaN,uk,7784,3823,5870,8530,704," 6,509",,NA,£6590,6318
2023-08-04,vw,COROLLA,electric,CVT,ESTATE,Red,4wd,missing, Used ,Euro 5,E-EXEC,,,NaN,mea,5200,8912,£18061,929,12450,5008," 1,921",NaN,£2495,£18198
"Jun 03, 2024",audi,model3,hybrid,manual,suv,BLUE,awd,base,-999,EURO 6,e-exec,demo, 49 ,in-warranty,apac,11600,NaN,-999,12856,£1859,7499,3471,14892,12752,£5699
2024-01-31,Tesla,GOLF,HYDROGEN,MANUAL,hatchback,red,rwd,premium,new,ULEZ,c-Compact,DEMO,17,, EU ," 6,127","16,821",14201,NaN,3511,19497,19125,8873,-999,£19518
11/06/2024,ford,Model 3,hydrogen,dual-clutch,estate,BLACK,awd,Base,Imported,missing,B-Supermini,private,1, in-warranty ,NA,,-999,1561,£1915,10919,NA,£5358," 9,177",6938,12414
25/03/2022,BMW,model 3, diesel ,DUAL-CLUTCH,estate,white,Awd,sport,NEW,Euro 6,c-Compact,PRIVATE,22,EXTENDED,US,"19,381",18631,18614,9727,£14618,580,6133,7093,625," 7,084"
NA,VW,s60,electric,MANUAL,saloon,silver,4wd,luxury,IMPORTED,euro 6,E-EXEC,demo,25,OUT-OF-WARRANTY,mea,missing,199,£16665,£15777," 5,843",16497,12461,£251," 7,929",10613
2023-12-18,bmw,NA,petrol,automatic,Hatchback, BLUE ,4wd,NA,used,Euro 4,b-supermini,demo,25,extended,UK,17115,NaN,13798,19528,£8298,-999,10876,2797,NaN,"17,745"
,bmw,,hybrid,Cvt,suv,red,rwd,performance,imported,ulez,A-City,demo,NaN,Out-Of-Warranty,Us,263,11061," 8,310",," 5,943",NaN," 4,803",13036,8330,782
"Jul 30, 2022",vw,model3,diesel,Cvt, COUPE ,SILVER, Fwd ,Premium,IMPORTED,Euro 5,a-city,private,7,Out-Of-Warranty,Mea,missing,8720,7393,14122,"16,887","15,723",NA,£13274,18033,"12,436"
2023-03-25,NA, s60 ,Hybrid,automatic,SUV,silver,4wd,Sport,IMPORTED,Euro 6,-999,hire,18,OUT-OF-WARRANTY,NA,£16820,13464,£4230,£18225,15608,6770,-999,12753,missing,
"Nov 10, 2023",BMW,MODEL 3,hybrid,manual,Coupe,silver,rwd,BASE,ex-lease,euro6,d-Mid-Size,hire,,in-warranty,eu,£16014,£4180,11225,12908," 3,883",£4129,-999,19846,13468," 8,442"
28/11/2021,ford,s60,NA,,hatchback,black,AWD, Performance ,imported,EURO 6,missing,hire,26,in-warranty,mea,12804,7913,9561," 8,837",£18400,£867,11251,£12210,10428,NA
NaN,audi,golf,hybrid,manual,hatchback,silver,4wd,premium,EX-LEASE,euro_6,d-mid-size,Fleet,41,EXTENDED,,5921,970,18691,4772,2010,NA,,3725,938,10854
2021-09-06, tesla ,COROLLA,hybrid,NA,SALOON,grey,RWD, Premium , Ex-Lease ,NaN,E-Exec,NA,26,out-of-warranty,EU,16872,5292,missing,5818,£8484,11139,13794,£19547,£11659,"16,314"
21/02/2024,bmw,A4,electric,automatic,Hatchback, black ,missing,NA,missing,euro 4,E-Exec,hire,45,out-of-warranty,Eu,£18543,16586,£4197,£19470,"12,392",13580,17285,4909,-999,14130
"Jun 17, 2024",-999,a4,NA,NaN,coupe,white,rwd,,NA,euro_5,C-Compact,Fleet,15,extended,us,"15,084",10583,,7398,11890,608,   735,£11068,8579,£6404
2023-05-09,-999,Focus,DIESEL,Manual,suv, blue , fwd , premium ,-999,euro6,-999,private,13,NaN,eu,£18159,12942,NaN,3999,16902," 9,295",£17233,"11,782",-999,NaN
08/01/2022, ford ,focus,diesel,Automatic,Saloon,WHITE,4wd,performance,Used,NA,C-COMPACT,hire,12, OUT-OF-WARRANTY ,UK,17090,1079,,3572,7901,12923,4271,-999,15998,missing
-999,Honda,COROLLA,electric,automatic,suv,grey,RWD,luxury,new,euro 4,c-Compact,fleet,42, Out-Of-Warranty ,Us,£912,10378,3587,11775,5175,£11527,£7672,19096,£11477,£10268
