DATE, transport mode , purpose , Class ,TICKET TYPE,bookingChannel,airline/Carrier,loyaltyTier, seat_preference ,accom_type,continent,Visa Required,Season,travel insurance,currency,Duration Band,distance_km,co₂_kg, trip cost £ ,DAYS AWAY, stops ,Layover H,bags,Delay Min,travel_speed_km/h,LOYALTY POINTS
2022-04-11, train ,study,economy,missing,WALK-IN,easyjet,Bronze,bulkhead,hotel,Africa,no,low,comprehensive,usd,3-7d,"18,890",1006,£18417,16826,"13,497",NA,4937,"10,946",3718," 7,187"
missing,BIKE,HOLIDAY,premium,Open,WALK-IN,EMIRATES,PLATINUM,MIDDLE,airbnb,oceania,NO,,none,jpy,>1M,£6103,   745,18022,19758,"16,635",£14929,3198,10179,£9911," 2,021"
21/10/2022,boat,RELOCATION,BUSINESS,return,app,easyjet,bronze,AISLE,airbnb,OCEANIA,NO,Low,basic,jpy,1-2w,£18956,NaN,5002,15141,NA,17381,15174,£7839,8432,£8073
2021-01-12,Bus,business,Premium,Open,Walk-In,-999,NA,Window,hotel,n._america,yes,shoulder,BASIC,EUR,>1m,1218,7478,missing,"14,098",missing,NaN," 1,999",13553,£2453,"11,522"
12/08/2024,car,HOLIDAY,premium,return,AGENT,,Bronze,bulkhead,hostel,AFRICA,no,LOW,COMPREHENSIVE,eur,1-2w,£17993,missing," 7,881",7645,-999,"18,945",1091,," 1,820",NaN
2022-03-13,plane,study,first,One-Way,App,emirates,Bronze,aisle,COUCHSURF, Europe ,no, shoulder ,comprehensive, aud ,1-2w,1628,11344,66,£13262,"19,363",,4476,£5100,NaN,12198
2022-02-04,plane,holiday,ECONOMY,open,Walk-In,ba,gold,aisle,airbnb,OCEANIA,NO,HIGH,Basic,JPY,1-2w,18495,£1112,10106,-999,18917,13554," 1,380",,5820,13770
missing,plane,Study, BUSINESS ,Return,walk-In,LUFTHANSA,NA,WINDOW,hotel,oceania,no, Shoulder ,basic,Jpy,1-2w,9791,£844,8035,10591,"18,381","11,797",-999,7727,1273,18110
27/01/2024,BUS,STUDY,-999,open,agent,easyjet,bronze,Middle,HOTEL,n._america,-999,low,comprehensive,Eur,>1m,£13991,NaN,,£19638,14950,16151,£3120,£10566,19979,11641
2023-03-13,Train,RELOCATION,first,return,app,NA,gold,aisle,couchsurf,n. america,NO,Low,BASIC,jpy,1-2w,17752,18342,12311,"17,495",11739,-999,17110,19927,9941,missing
2022-11-06,Boat,,business,return,,easyjet,bronze,aisle,Resort,asia,missing,Shoulder,NONE,Usd,>1m,£5336,11872,NA,1797,19604," 7,663",6777,14420,NaN,15582
,plane,Backpacking,-999,return,app,Qatar,-999,AISLE,couchsurf,NA,yes,low,,missing,>1m,15114,433,10174,"14,421",£897,£16727,NA,6828,688,£10816
22/05/2024,plane,relocation,first,RETURN, Agent ,ba,bronze,Middle,couchsurf, asia , no ,LOW,COMPREHENSIVE,,>1m,1351,,£8685," 3,026",£9747,15165,£17648,7292,,NaN
07/08/2023,bus,business,PREMIUM,open,agent,ba,platinum,aisle, airbnb ,s._america,no,high,NONE, eur ,3-7d,£15206,14224,6795," 8,028",£1077,£17927,16456,£8408," 7,220",£13201
2023-10-04,train,business,Premium,RETURN,AGENT,Emirates,,Aisle,airbnb,missing,YES,high,basic,missing,,16575,missing,"17,907",11140,£12345,18182,19130,4152," 7,361",NaN
26/07/2021,missing,study,missing, one-way ,online,LUFTHANSA,NaN,AISLE,AIRBNB,OCEANIA,YES,low,none,Eur,>1m,9382,2288," 8,896","19,239",10025,1744,14786,£10416,16472,8631
"May 17, 2022",Bike,STUDY,first,Return,agent,qatar,bronze,middle,AIRBNB,Europe,yes,shoulder,NONE,usd,NA,£160,£17393,18745,14951,£14915,2396,NaN,missing,8081,18834
04/11/2022,car,missing,Business,one-way,App,lufthansa,-999,Window,resort,asia, no ,low,comprehensive,USD,2-4w,£2643,12379,   181," 9,872",19852,1253," 7,243",6863," 8,821",£12718
03/11/2021,bike,study,first,open,app,qatar,NaN,bulkhead,HOTEL,EUROPE,no,high, BASIC ,aud,2-4w,"10,749"," 2,606",£2665,6505,4005,19427,15411,,£14396," 3,911"
13/07/2022,car,BACKPACKING,ECONOMY,Open,online,-999,missing,NA,resort,N. AMERICA,no,-999,NA,aud,<3d,1470,4680,11023,3955,7097,3934,17613," 1,231",8018," 3,033"
2024-02-17,missing,study,first,return,agent,easyjet,Silver,window,resort,asia,no,shoulder,none,jpy,3-7D,4754,4975,9007,NA," 6,168",missing," 4,293",NaN,10462,8456
12/03/2024, boat ,study,first,one-way,agent,lufthansa,silver,AISLE,RESORT,europe,yes,shoulder,Comprehensive,aud,2-4w,£2589,£7908,7671,2447,17480,6425,18645,missing,£5445,4794
2022-04-06,bike,business,business,Open,app,emirates,gold,middle, airbnb ,Europe,yes,shoulder,,EUR,2-4w,7042,NaN,12268,12909,10496,14193,660,16068,"17,516",£17171
2023-05-08,Bus, Event ,first,open, APP ,qatar,silver,NaN,hostel,OCEANIA,no,HIGH,basic,jpy,>1m,15198,5594,11497,3719,1267,£3905,"15,596",692,17291,12993
2021-08-12,car, BUSINESS ,NA,return,App,LUFTHANSA,gold, MIDDLE ,hotel,n._america,Yes,shoulder,-999, usd ,2-4w,6047,3277,NA,14472,missing,18905,1524,"17,244",6552,7707
01/04/2022,Train, study ,missing,,app,qatar, silver ,Middle,Couchsurf,africa,no,shoulder,none,EUR,1-2w,2721,16505,8019,£11492,,"10,159",3101,-999,4850,11712
26/01/2021,BUS,RELOCATION,business,one-way,missing,EMIRATES,gold,window,Hotel,NaN,yes,HIGH,NONE,Jpy,<3D,15767,15791,14832,18158,£7654,301," 5,621",7150,12772," 9,222"
07/02/2024,boat,HOLIDAY, Economy ,return,ONLINE,EMIRATES,PLATINUM,Window,couchsurf,EUROPE,No,shoulder,comprehensive,Aud,missing,"19,951",19127,10416,3262,7499," 9,650",3619,9848,7350,9134
20/11/2021,train,business,first,one-way,ONLINE,lufthansa,PLATINUM,window,RESORT,Asia,yes,shoulder,None,aud,2-4W,14575,12781,1332,£15038,3923,£10382,11464," 4,508",8966,7078
"May 11, 2022",bike,study,-999,one-Way,missing,easyjet,Gold,missing,hotel,N. AMERICA,yes,shoulder,comprehensive,aud, 1-2w ,9844,17888,57,"19,123",14433,missing,10638,2636,19053,2696
"Jan 23, 2022",car, backpacking ,Premium,open,online,qatar,Platinum,aisle,couchsurf,oceania,no,shoulder,None,GBP,2-4w,15935,5970,£9920,10759,9040,6283,511,£5028,2054,6425
19/06/2023, Bus ,event,FIRST,open,walk-In,easyjet, Bronze ,middle,hotel,ASIA,yes,SHOULDER,comprehensive,usd,>1M,6006,8233,£19981,18935,£19202,9171,NaN,8057,16596,13927
16/08/2021,car,EVENT, Premium ,NaN,Agent,missing,BRONZE,bulkhead,AIRBNB,s.America,yes,NA,basic,eur,1-2w,1136,£10474,missing,2460,19382,14668,15898,13987,£2713,11382
01/04/2023,train,holiday,NA,return,online,NaN, bronze ,missing,couchsurf, s. america ,No,NA,comprehensive,EUR,>1m,18485,2088,missing,£542,," 8,492",4264,£5058,£15762,10024
15/10/2023,car,BACKPACKING, ECONOMY ,ONE-WAY,agent,Emirates,silver,aisle,RESORT,s._america,No,low,basic,Usd,>1m,£15337,NaN,1986,£11821,-999,NaN,,13007,16954,35
25/12/2021,car,Holiday, business ,-999,missing,Lufthansa,silver,Bulkhead,couchsurf,europe,YES,missing,BASIC,jpy, <3d ,"13,882",14714,-999,12961,14635,£11325,11383,"19,535",NA,7665
11/09/2021, boat ,relocation,first,open,walk-in,lufthansa,PLATINUM,BULKHEAD,NaN,s._america,YES,NA,missing, aud ,1-2w," 6,722",2021,9537,4598,14359,15638,3922,16588," 5,830"," 1,557"
2021-11-01,car,study,premium,open,NA,ba,gold,-999,airbnb, Oceania ,yes,low, BASIC ,usd,3-7D,£2348,12112,15228,10297,17193,£9508,11041,13178,16021,"17,506"
"Nov 28, 2024",NaN,STUDY,business,Return,walk-in,LUFTHANSA,silver,Middle,resort,europe, yes ,Shoulder,comprehensive,jpy,,18423,7941,"12,502",£12270,NaN,"18,372",2103,15183,£18557,11716
16/09/2021,bike,event,first,NaN,agent,easyjet,platinum,Aisle,RESORT,africa,no,HIGH,basic,usd,1-2w,5672,missing,11213,£5768,9396,£8908,£8978,16324,£15556,18304
04/05/2024,train,Holiday,first,One-Way,WALK-IN,lufthansa,gold,bulkhead,airbnb,europe, NO ,High,comprehensive,gbp,2-4w,NaN,7189,7113,12802,£4062," 5,850",£9555,missing,£15795,17083
,Plane,holiday,,One-Way,app,NA,gold,MIDDLE,hotel,AFRICA,No,shoulder,None,NA,,14679,7626,NA,5408,9689,18661,"16,947",£9982,2274,missing
2023-07-23,BUS,study,business,OPEN,online,easyjet,gold,,hostel,africa,NaN,high,NONE,Usd,>1M,10653,4008,£14342,10909,4189,," 2,239",7667,9400,10968
missing,car,relocation,first,open,online,,Silver,BULKHEAD,Resort,S. AMERICA,No,low,Comprehensive,GBP, >1M ,14237," 2,615",NaN,4896," 9,251",,7436,missing,£7919,3914
28/11/2022, bus , holiday ,ECONOMY,ONE-WAY,ONLINE, BA ,Platinum,window,HOTEL,ASIA,yes,HIGH,basic,aud,missing,"11,565",549,14278,£16320,6785,-999,17997,7716,"13,477",10151
05/08/2024,BOAT,event,-999,return,walk-in,emirates,Silver, bulkhead ,airbnb, africa ,yes,Low,BASIC,aud,1-2w,7134,15302,NA,16496,£9898,"19,256",5593,NaN,missing,8764
2021-08-10,CAR,backpacking,ECONOMY,NA,NaN,easyjet,bronze,window,Couchsurf,europe,YES,LOW,none,jpy,missing,-999,14512,£10594,1074,9003," 9,775"," 4,409",£5171,5376,4764
2024-08-14,missing,,Economy,Return,Agent,BA,bronze,aisle,missing, AFRICA ,yes,shoulder,none,-999,>1m,-999,11674,£19657,£5966,NA,10644,9322,£19808,"17,908",£10355
2023-08-02,car,STUDY,ECONOMY,open,agent,NaN,Bronze,aisle,Hostel, Oceania ,no,,basic,Usd,2-4w,6671,missing,4845,£1047,857,8224,9813,missing,10395,"16,021"
30/03/2021,BOAT,relocation,premium,Return,agent,ba,NaN,middle,resort,EUROPE,,high,NA,GBP,3-7d,£5333,1215,15496,14029,19372,£1878,10645,£10743,"19,299",£9572
05/01/2022,BUS,event,business,open,agent,Qatar,platinum,Aisle, HOSTEL ,-999,NA,High,none, Gbp ,1-2w,£416," 9,829"," 7,238",16548,17912,9855,£11442,£10252,10257,£10869
2024-05-03, BIKE ,Event,FIRST,one-way,walk-In,BA,Bronze,window,AIRBNB,s. america,NO,shoulder,NONE,eur,2-4w,12676,5086,11000,8462,859,missing," 9,889",NaN,10048,£17113
01/08/2021,plane,relocation,premium,open,agent,emirates,silver,aisle,hostel, s. america ,No,shoulder,None,Aud,2-4w,6838,12481,£16869,6541,missing,18230,NA,17556," 7,980",12429
2021-05-11,boat,HOLIDAY,economy,one-way,Online,missing,gold, aisle ,-999,NA,yes,low,comprehensive,GBP,NaN,4730,£18605,10482,£8518,£19922,"12,240"," 1,563",9018,14010,6203
02/08/2024,boat,NA,ECONOMY,OPEN, app ,QATAR,platinum,BULKHEAD,hotel,S. America,Yes,low,-999,jpy,3-7d,2746,1728,2596,1534,£15814,£19644,1789,6876,£4152,NA
"Nov 18, 2022",plane,NA,premium,one-way,WALK-IN,lufthansa,platinum, WINDOW ,hotel, Europe ,YES,shoulder,none,USD,>1m,10151,1431," 4,107",missing,£15598,£14914,NaN,19708," 6,159",£18024
"Dec 04, 2023",Bus,,Business,one-way,walk-in,QATAR,platinum,window,HOSTEL,OCEANIA,yes,SHOULDER,Basic,jpy,1-2w,340,11194,£7859,,£6228,17241,NA,,11394,
2022-06-25,plane,HOLIDAY,first,open,agent,,GOLD,aisle,AIRBNB,N. America,Yes,high,basic,,1-2w,2857,,£17955,,,15383,4867,11488,10464,349
2024-08-11,boat,HOLIDAY,Business,return,agent,qatar,platinum,window,NA,asia,No,SHOULDER,basic, eur ,2-4w,,£7363,NA,5324,15375,11419,NA,11614,16237,
2023-04-27, boat ,missing,Economy,Open,app,qatar, platinum ,bulkhead,Hotel,Europe,no,low,none,AUD,3-7d,2564,-999,£11857,"11,864",missing,11338,13899,,£6063,"16,081"
21/04/2023,Boat,business, BUSINESS ,ONE-WAY,-999,Lufthansa,gold,BULKHEAD,Hotel, Oceania ,no,shoulder,Comprehensive,usd,>1m,17940,£14485,18870,£9643,£17043,475,£8943,4886,7299,11031
2021-02-25,train,Study,PREMIUM,,app,missing,bronze,window,hostel,oceania,YES,LOW,COMPREHENSIVE,usd,<3d,5156,4864,4164,2259,19301,-999,£12617,NaN,£4595,NA
16/07/2023,car,relocation, business ,ONE-WAY, app ,emirates,silver,bulkhead,-999,Europe,NO,shoulder, NONE ,gbp,3-7d,2028,3141,8196,2300,NA,17328,4973,£5560,6717,18040
2021-07-20,Bus,STUDY,-999,one-Way,online,ba,Platinum,WINDOW,,NaN,YES, low ,NONE,usd,3-7d,1917,£10840,-999,19850,8227,8747,NaN,"13,706",-999,"12,771"
NaN,boat,BACKPACKING,ECONOMY,return,app,ba,platinum,Aisle,RESORT,EUROPE,no, shoulder ,Comprehensive,EUR, <3d ,£13741,£9559,10566,11283,"11,143",10504,,"12,670",4654," 1,133"
2023-12-01,Boat,Event,premium,open,agent,BA,Silver,Aisle,resort,oceania,No,shoulder,none,gbp,3-7d,17374,missing,£9016,17605," 2,512",2423,2201,3038,"18,005",5985
14/07/2024,car,event,NaN,open, walk-In ,ba,gold,Window,COUCHSURF,africa,no, LOW ,COMPREHENSIVE,Usd,3-7D,£8360,"13,473",7335,missing,£3176,17194,£6806,7378," 8,830",£6040
2024-08-30,CAR,BACKPACKING,PREMIUM,ONE-WAY,ONLINE,,platinum,missing,HOTEL,AFRICA,Yes,high,basic,Aud,NA,   388,13542,£5714,14110,£15322,6552,NA,"19,671",NaN,£19041
22/11/2022,car,holiday,ECONOMY,one-way,NA,emirates,silver,Bulkhead,HOSTEL, N. AMERICA ,YES,missing,,Gbp,3-7d,4517,£15606,£17362,6266,15278,"16,461",7671,"13,244",1878,missing
17/09/2024,car,Event,Premium,ONE-WAY,-999,ba,NaN,NaN,airbnb,OCEANIA, yes ,Shoulder,Comprehensive, gbp ,2-4W,14491,£17253,£8563,£19252,11113,NA,9818,1047,15022,
2023-01-28,Bus,holiday,economy,open,online,lufthansa,bronze,Window,COUCHSURF,europe,NO,Low,basic,EUR,>1m,3751,£13631,NaN,2592,"15,526",16615,-999,16068,8661,17812
21/04/2022,CAR,holiday,premium,NA,online,qatar,GOLD,MIDDLE,COUCHSURF,AFRICA,No,, BASIC ,gbp,2-4w,£5840,19421,15529,1349," 4,783"," 1,464","14,365",13651," 3,425",4358
21/10/2021, TRAIN ,Relocation,Economy,ONE-WAY,ONLINE,qatar,-999,window,Hostel,missing,no,shoulder,basic,jpy,1-2w,9865,11922,-999,8223,,,13627,10152,£14065,13757
10/09/2022, Bus ,missing,premium,return,online,Easyjet,gold,bulkhead,hotel,,NA,shoulder,Comprehensive,Gbp,>1m,2008,14770,NA,18362,"10,216",8305,13883,£3193,missing,£163
2022-09-06,bus,holiday,first,Return,missing,easyjet,GOLD,NA,hostel,asia,missing,shoulder, Basic ,Eur,1-2w,£18142,8714,1728,10141,"13,292",16030,7149,6961," 7,461",£12336
17/06/2023,Boat,business, premium ,-999,app,qatar,gold,Bulkhead,HOTEL,Oceania,NA,high,None,NA,>1m,17126,9674,£17623,NA,£7728,9892,£14572,"14,852",£10796,£11936
10/03/2022, train ,relocation,economy,open,app,emirates,bronze,AISLE,Airbnb,s._america,no,Shoulder,None,eur,<3d,£15779,"12,368",12514,"11,230",7322,7614,missing,18659,1543,£14768
2022-05-16, plane , backpacking ,Business,missing,-999,Lufthansa,Bronze,window,hotel,oceania,no,shoulder,BASIC, usd ,2-4w,missing,£6907,15280,6978,1842,16984,13790,9212,£4764,8420
2023-10-11,missing,event,BUSINESS,NaN,NaN,Easyjet,Gold,window,hotel,asia,no,shoulder,BASIC,aud,>1m,10812,1177,1776,17442,8541,£6505,,16041,£3928," 2,991"
17/01/2021,Car,BUSINESS,BUSINESS,Return,online,easyjet,gold, bulkhead ,Resort,oceania,no,low,COMPREHENSIVE,jpy,>1m,NA,NaN,NA,"13,804",£17445,"11,285",17981,"16,041",15098,6566
2022-11-24,CAR,relocation,first,,online,EMIRATES,platinum,aisle,,Africa,NA,shoulder,basic,Usd,>1m,,17700,3531,£15349,£19530,7082,-999,NA,4305,17136
26/11/2023,-999, relocation ,Premium,return,online,ba,bronze,missing,airbnb,S. AMERICA, Yes ,shoulder,basic,EUR,3-7d,8568,18392,814,13896,£7500,4228,£11544,10641,18796,NA
2021-12-09,boat,business,economy,return,ONLINE,EMIRATES,GOLD,missing, resort ,europe,NO,shoulder,basic,Usd,<3d,19137,8020,"10,120",,6106,5223,£350,£17882,£19314,1903
19/08/2021,,backpacking,PREMIUM,RETURN,agent,qatar,GOLD, aisle ,HOTEL,asia,yes,HIGH,basic,EUR,<3d,9222,605,9593," 2,560",,£16375,NaN,4323,£6898,19234
26/09/2024,bike,missing,First,open, Walk-In ,emirates,NA,MIDDLE,resort,s._america,YES,low,Basic,Eur,<3D,4662,12546,14873,13809,£16459,14513,NaN,missing,-999,£19828
23/04/2023,TRAIN,BUSINESS,First,open,APP,EMIRATES,Silver,window,AIRBNB,S. America,YES,shoulder,Comprehensive,eur, 1-2W ,£5913,15779,10054,," 9,825",£7202,missing," 2,635",7879,7507
13/08/2021,BIKE,Event,ECONOMY,return,online,Emirates,Silver,-999,Couchsurf,AFRICA,NO,-999,COMPREHENSIVE, USD ,1-2w,£12188,NaN,15005,NaN,9279,missing,1539,£8593,£18804,"17,457"
,boat,holiday,business,return,Online,easyjet,gold,Middle,couchsurf,n._america, no ,-999,Basic,jpy,2-4w,-999,,NaN," 6,827",17441,8295,11124,12082,4013,-999
18/09/2024,train,backpacking,first,OPEN,App,QATAR,BRONZE,NA,airbnb,s. america,no,high,-999,Jpy,2-4w,NA,£14475,£8499,   763,missing,NaN,£921,£7001,"13,077",2404
28/06/2024,Train,Backpacking,BUSINESS,One-Way,app,ba,bronze,bulkhead,hotel,oceania,YES,low,Basic, usd ,1-2W,15409,8181,£10904,17440,1591,1184,   626,-999,1304,4034
2024-02-28,bike,Holiday,premium,Open,walk-in,qatar,-999,middle,,-999,YES,NaN,BASIC,AUD,3-7d,3512,missing,7288," 1,329",8081,1888,NA,18663,12855,726
2024-09-19,bike,holiday,first,one-way, AGENT ,ba,BRONZE,window,airbnb,africa,no,SHOULDER,none,JPY,3-7d,19070,2508,£18696,19515,11969,13771,11284,-999,missing,4899
"Sep 29, 2021",BIKE,business,first,return,APP,NaN,platinum,window, HOSTEL ,s. america,no,shoulder,none,GBP,<3d,£4603,"11,489",£6911,6726,5520,5357,13160,4216,5643,16558
04/11/2023,plane,EVENT, premium ,-999,online,Easyjet, Silver , Aisle ,couchsurf,Africa,NaN,Low,basic,Eur,3-7d,5701,£8044,625,8776,16281,16409,17868,£14566,12089,7315
"Aug 12, 2022",train,holiday,-999,one-way,app, qatar ,gold,aisle,resort,oceania,no,high,basic,eur,1-2w,-999,,15110,11733,£9588,4411," 9,297",7028," 2,644",4512
2024-11-23,CAR,business,premium,open,WALK-IN,Emirates,-999,aisle,Hostel,Oceania,yes,SHOULDER,, usd ,3-7d," 6,684",14387,13389,12733,£12246,NA,15921,£10518,12462,11172
2022-11-21,,business,first,NaN,App,BA, BRONZE ,,Airbnb,-999,YES,Shoulder,comprehensive,JPY,3-7d,7568,£10787,£1540,19339,2606,12058,,18864,16237,369
2024-10-26,bike,NaN,ECONOMY,-999,online,easyjet,GOLD,middle,airbnb,europe,no,Shoulder,basic,Usd,,£18123,17048,"15,790",,11870,10352,£4763,£7057,7522,£17678
22/02/2022,plane,RELOCATION,First,-999,App,Qatar,Gold,Window,RESORT,asia,,High,comprehensive,usd,<3d,13179,4415,£8568,"13,289","11,005",NaN,,3226,£19194,3047
2022-06-11,bike,study,premium,open,app, qatar ,bronze,BULKHEAD,couchsurf,africa,no,high,comprehensive,Gbp,1-2w,8759,NA,NaN,4437,," 4,432",7101,3769,£3313," 8,108"
2021-03-24, bike ,EVENT,premium,open,walk-in,Easyjet, PLATINUM ,NA,Hostel,N. America,NO,LOW,none,Aud,3-7D,NaN,19428,1077,NaN,,3525," 1,807",£7203,£14434,
08/07/2021,boat,holiday,economy, ONE-WAY ,agent,ba,bronze,-999,RESORT,S. AMERICA,YES,shoulder,comprehensive,gbp,>1m,£8897,7505,113,£5525,£18997,7060,12036,18243,7714,10993
2024-03-08,BOAT, event ,economy,RETURN,walk-in,qatar,gold,NA,NA,missing,No,shoulder,-999,-999,<3d,"14,051",4828,511,14461,£285,12711,17001,17272,6322,NaN
-999,CAR,NA,first,return,,qatar,platinum,aisle,airbnb,n._america,NaN,,basic,gbp,<3d," 6,256",19532,13681,6163,8183,3126,19497,13884,"11,428"," 4,735"
2022-08-24,Bike,Holiday,premium,open,online,lufthansa,bronze,-999,couchsurf,europe,yes,low,BASIC,Jpy,3-7d,missing,19992,231,6427,5355,19470," 4,806",£11912,13779," 3,959"
"Dec 10, 2023", BUS ,Relocation,premium,Return,walk-in,lufthansa,SILVER, MIDDLE ,airbnb,ASIA,no,Shoulder, basic ,Jpy,1-2w,£9517,12510,10720,-999,missing,14816,19323,"13,034",5877,"15,565"
2024-05-20,Bike,Backpacking,FIRST,Open,Agent,ba,bronze,Bulkhead,HOTEL,NA,NA,shoulder,Comprehensive,aud, <3D ,4628,3,15052,301,8644," 7,966",NA,"18,217",,"17,632"
2022-06-03,boat,Holiday,Business,,Agent,emirates,platinum,MIDDLE,HOSTEL,NaN, no ,low,none,jpy,3-7d,-999,£9792,9562,6981,9651,18302,NaN,11051,£1353,7985
08/09/2023,bus,-999,economy,one-way,walk-in,qatar,BRONZE,bulkhead,hostel,oceania,yes,SHOULDER,basic,GBP, 3-7d ,17938," 9,105",,,7149,19431,6021," 5,578",16823,missing
"Dec 05, 2021",train,business,premium,one-Way,missing,Emirates,gold,middle,HOSTEL,OCEANIA,no,Shoulder,none,aud,,13356,NA,6882,3535,"17,480",15689," 5,737",6963,£8402,
2022-02-03,Bus,study,first,one-way,NA,QATAR,Gold,aisle,-999,n.America,no,shoulder,none,gbp,1-2w,9986,12454,£11451,£1842,£15042,4689,NA,18726,2081,16779
2022-11-03,plane,business,ECONOMY,one-way,walk-In,QATAR,Bronze,middle,HOTEL,europe,No,Shoulder,comprehensive,EUR,3-7d,19056,£17360,2814,"19,629",NaN,"18,428",18995,"10,698"," 3,060",12458
2024-03-13, bike ,Study,First,return,online,easyjet,silver,bulkhead,couchsurf,AFRICA,NO,low,missing,Gbp,2-4W,423,£9512,9630,£9518,9443,£15558,11118,£16207,7983,£9932
02/10/2024,Bike,BACKPACKING,PREMIUM,Return,Agent,lufthansa,BRONZE,window,hostel,AFRICA,yes,high,basic,gbp,>1M,   456,840,3362,12468,19404,£18145,£9006,15208,3266,"12,125"
2024-10-25,NA,Business,business,open,NaN,lufthansa,bronze,MIDDLE,hotel,oceania,no,Low,none,jpy,-999,,£405,3683,6133,2119,£715,18624,16616,17055,14685
2024-05-31,boat,-999,first, one-way ,walk-in,qatar, Silver ,bulkhead,missing,S. America,missing,SHOULDER,Basic,eur,>1m,9890,14513,£15697,£350," 1,673",9116,-999,"14,690",7580,10371
07/06/2021,boat,business,economy,open,missing,ba,platinum,Bulkhead, AIRBNB ,OCEANIA,yes, shoulder , Comprehensive ,,2-4w,14895,2400,-999,missing,£11927,7289,£7744,15984,11019,14274
20/03/2023,Car,missing,PREMIUM,return,online,-999,BRONZE,,resort,asia,,low,comprehensive,AUD,1-2w,7289,3097,NA,£1327,17255,18299,19957,£4639,NaN,14783
,bus,Study,business,-999,online,qatar,GOLD,aisle,Hostel,Asia,NA,HIGH,basic,GBP, 2-4w ,2448,13734,,13491,3002,£19189,9424,£16181,5761,628
2023-07-30,PLANE,Business,BUSINESS,,App,,Gold,aisle,NA,S. AMERICA,NaN,low,none,AUD,<3d,15333,"12,244","13,622",15733,10636,16891,52,18257,14224,3958
2023-08-18, Bus ,backpacking,first,NA,ONLINE,qatar, Bronze ,WINDOW,Couchsurf, N. America ,YES,low,NONE,usd,<3d,"12,937",12424," 3,346",3685,13333,18396,NA,18478,£4345,-999
19/11/2021,car,relocation,, return ,agent,easyjet,Silver, aisle ,airbnb,africa,No,shoulder,Comprehensive,eur,>1M,NaN,19436,6732," 1,723"," 9,710",12564,12817,4037,2370,£10976
2021-02-18,boat,-999,Premium,one-way, App ,,bronze,-999,Hotel,N. America,NO, low ,NA,jpy, 1-2w ,6115,£2886,11551," 6,081",£3191,£9728,NaN,7496,£11330,5600
02/05/2024,Plane,study,economy,one-Way,AGENT,qatar,PLATINUM,middle,resort,asia,YES,low,none,EUR,3-7d,656," 4,862",7749,5262,£1987,8240," 2,783",missing,14407,£18446
08/05/2021,bus,BUSINESS,NaN,RETURN,online,emirates,Gold,AISLE, resort ,-999,YES,high,comprehensive,,NaN,7666,2609,17528,2942,13042,£8673,"10,089",NaN,9503,10980
11/10/2024,Bus,backpacking,business,One-Way,Walk-In, qatar ,BRONZE,middle,hotel, Africa , no ,low,Basic,AUD,>1m,14110,-999,18174,£19540,,16620,6430,18068,"17,050",13095
2023-08-23,PLANE,Study,economy,return,Online,,BRONZE,missing,Hotel,EUROPE,YES,shoulder,NONE,Usd,>1m,389,£13812,"10,595",NA,£3395,17483,NaN,£9503,12633,
10/12/2024,-999,backpacking,BUSINESS,return,Online,Ba,missing,window,,Asia,no,low,NaN,eur,1-2w,5109,£16470,£5755,£4596,6613,£5737,10455,£12363," 6,633",missing
2022-08-19,bike,relocation,Economy,open,walk-in,emirates,PLATINUM,missing,Hotel,africa,yes,low,COMPREHENSIVE,EUR,2-4W,NaN,£17202,15545,17940,18188,£18432,"19,589",13685,4660,4498
2023-06-06,Train,STUDY,ECONOMY,ONE-WAY,WALK-IN,EASYJET,BRONZE,bulkhead,-999,,no,Shoulder,comprehensive,NA,>1m,7518,£11586,9417,15549,-999,5879,£4020,2225,15149,
,bike,backpacking, economy , open ,-999,qatar,BRONZE,middle,NaN,s._america,yes,shoulder,BASIC,usd,2-4w,13729,2676,18464,1560,17133,12495,"19,473",£17115,4382,47
2023-07-30,TRAIN,NaN,PREMIUM,ONE-WAY,Agent,lufthansa,gold,-999,couchsurf,africa,No,HIGH,none,NaN,>1m," 4,451",missing,14580,15083,   581,£19963,3809,£18313,5527,£17569
-999,bus,Study,NaN,One-Way,-999,LUFTHANSA, silver ,bulkhead,AIRBNB,s._america,no,high,comprehensive,jpy,2-4w,9973,13167,3128,2083,16923,6025,12374,missing,13497,9574
2024-11-14,Plane,event,,open,walk-in,qatar,gold,NaN,Resort, AFRICA ,yes,HIGH,comprehensive,GBP,1-2w,NA,18458,"11,708"," 1,239",17207," 3,016",19881," 9,664","12,748",
2023-12-23,train,RELOCATION,Economy,return,walk-in,LUFTHANSA,BRONZE,window,Hostel,oceania, YES ,high,Basic,JPY, 2-4w ,NaN,missing,13925,£3015,£15734,NaN,9629,11424,16860,12248
2023-07-08,plane,relocation,Premium,Return,agent,EASYJET,Bronze,Aisle, AIRBNB ,europe,YES,low,Comprehensive,usd,-999,9917,12140,missing,12385,NaN,,,9253," 6,450",£14565
"Aug 28, 2021",NaN,Study,first,ONE-WAY,online,easyjet,Bronze, bulkhead ,Hostel,europe,YES,low,Comprehensive,Gbp,1-2w,6560,NA,7360,582,16999,4973,£12375,15838,515,18700
2023-06-16,boat,study,first,open,online,,GOLD,window,NaN,Oceania,NO,low,basic,-999,NaN,15069,11690,63,-999,£4099,£15919,   749,missing,"16,089",5030
