Date,Genre,format?, language ,binding,audience,Publisher?,series,EDITION, illustrated ,AWARD WINNING,BESTSELLER TIER,age_group,Region Setting,authorNationality,Signed?,pages,Chapters,WORD COUNT,rating ⭐?,PRINT RUN, rrp£ ,discount %,stock_units,reprints/,FILM RIGHTS £
2023-09-13,History,AUDIOBOOK,JAPANESE,Glue, ya ,Penguin,no,1st,NO,no,LONG-TAIL, 13-17 ,americas,us,NO,14961,7323," 9,860",10413,18609,4809,15083,,5311,14229
23/07/2023,history,audiobook,german,Spiral,CHILDREN,macmillan,yes,1st,Yes,Yes,TOP-10,18+,americas,canada,NA,10827,"12,378",15121,5108,£4426,16085,11961,12475,10320,"14,898"
30/04/2024,NaN,hardback,NaN,SEWN,adult,Harpercollins, YES ,1st,no,yes,Top-100,18+,AMERICAS,Us,Yes,NA,314,18559," 8,283",£17898,11674,£8947,14493,NA,879
08/02/2022,THRILLER,AUDIOBOOK,german,stapled,Ya,penguin,,1st,Yes,no,Top-10,NaN, Oceania ,-999, No ,11355,£6804,10828,NaN,16509,NaN,4239,NaN,13666,8666
02/05/2024,fantasy,-999,french,Stapled,missing,penguin,no,2nd,yes,yes,TOP-100,6-12,asia,Japan,yes,NA,£10551,missing,16271,missing,£18943,11977,NaN,missing,£9849
"May 18, 2023",ROMANCE,Audiobook,french,glue,children,NaN,yes,1ST,no,no,long-tail,18+,Africa,japan,NO,11013,"17,659",-999,19,5452,-999,14647,12102,"15,147",NaN
missing,history,HARDBACK,german,Sewn,Children,macmillan,yes,1st,yes,yes, long-tail ,0-5,americas,Us, yes ,19568," 9,098",,11571,16892,2537,£1156,2050,16850,£1444
25/06/2022,-999,EBOOK,spanish,glue,CHILDREN,Penguin,No,revised,No,YES,long-tail,18+,,uk,,13703,8626,9870,missing,15517,£10524,8161,4419,15333,£3042
2021-12-14,thriller,ebook,spanish,sewn,ya,Simon & Schuster,,-999,yes,Yes,NaN,13-17,americas,UK,yes,15456,4108,19819,"16,418",2413,NA,-999,17079,19889,7912
2023-10-02,fantasy,hardback,german,Stapled,ya,penguin,No,3rd, yes ,no,Top-10,18+,americas,canada,NO,495,14906,17071,381," 9,537",14506,£14363,£18009,-999,"17,039"
11/10/2023,ROMANCE,Hardback,french,Glue,Adult,Macmillan,yes,3rd,Yes,no,top-100,0-5,americas,us, no ,£17459,£6054,9762,3896,12811,6567,13544,19170,3748,-999
23/03/2024,Thriller,PAPERBACK,german, sewn ,children, HARPERCOLLINS , no ,revised,YES,yes,Long-Tail,6-12,AMERICAS,canada,YES,9766,"14,667",£4078,"19,851",NA,13897,7610,18494,4305,4697
17/08/2024,missing,ebook,german,sewn,adult,simon & schuster,yes, 1st ,no,yes,NA,-999,OCEANIA,Japan,yes,5788,2955,4498," 1,887",NaN,£19377,217,£4504,"14,427",£8766
16/02/2023,History,ebook,French,Stapled,ya,missing,No,2nd,no,yes, long-tail , 18+ ,asia, uk ,No,£6304,19926,£12632,£14220,NA,£14800,2152,18442,£14041,£10462
03/10/2022,HISTORY,hardback,French,Glue,missing,missing,NO,1st,YES, no ,-999,6-12,europe,canada,yes,4955,17510,£6166,12596,6664,4855,£9931,5165,,10796
18/04/2021,sci-fi,Ebook,german,SEWN,adult,,yes,1st,-999,yes,long-tail,0-5, africa , CANADA , no ,13173,missing,NaN,13584," 1,294",14695,4219,missing,7241,"12,522"
07/03/2021,THRILLER,Audiobook,-999,sewn,adult,missing,no,REVISED,no,no, top-100 , 18+ ,oceania,US, No ,£2616,12653,881,11810,6340,13742,"15,558",NaN,NA,   768
10/12/2024,History,paperback,french,Stapled,adult,penguin,no,missing,no,no,top-100,18+,OCEANIA,INDIA,yes,£17162,11796,-999,12341,19933,12351,3125,NaN,11758,10815
15/11/2021,fantasy,paperback, Spanish ,SPIRAL,children,penguin,no,3rd,NaN,YES,top-10,13-17,africa,canada,no,5306,13590,missing,17233,15603,£4484,NaN," 7,071",19584,"13,613"
2023-07-07,thriller,audiobook,SPANISH,NA,,harpercollins,yes,1st,NO,no,TOP-10,13-17,europe,,YES,15836,17881,16826,14273,10481,16460,£15371,"12,939",9382,
11/07/2022,Thriller,ebook,spanish, SEWN ,Ya,harpercollins,no,1st,no,No,Top-10,6-12,oceania,US,yes,15147,"19,100","12,654",2955,"15,987",NaN,6725,£18744,18479,15435
24/05/2022,Thriller, hardback ,-999,STAPLED,adult,NA,no,2nd,no,no,-999,0-5,Asia, Uk ,Yes,7064,13185,7501,£11705,14333,£13546,"12,272",8034,,
2021-03-06,ROMANCE,-999,NA,stapled,CHILDREN,Macmillan,yes,REVISED,yes,YES,top-10,6-12,europe,uk,Yes,£19689,6628,15424,8549,494,£13395,19586,5012," 3,335","19,204"
23/03/2024,History,EBOOK,German,stapled,Adult,NA,no,3rd,NO,yes,TOP-10,NaN,missing,Uk,yes,2478,1825,16134,NaN,"10,918",6345,-999,15684,£12459," 5,959"
22/05/2022,sci-fi,Ebook,GERMAN,sewn,ADULT,Penguin,yes,revised,YES,no,top-10, 0-5 ,,NaN,yes,£18927,280," 9,846",," 7,750",,2612,£14392,missing,"19,365"
2023-09-07,History,audiobook,english,sewn,children,macmillan,NO, revised ,YES,no,top-100,13-17,missing,us,no,NaN,467,16869,7844,£15889,19078,"10,499",12816,£18666,missing
17/02/2024,fantasy,Ebook,japanese,Stapled,ya,harpercollins,yes,3rd,YES,no,TOP-10,0-5,europe,canada,no,13480,£18176,£1492,12277,6354,missing,2237,7773,18777,£15659
2024-04-14,thriller,paperback,French,glue,ADULT,macmillan,YES,2nd, No ,no,top-100,NaN,asia,NA,No,15306,6682,19033,10489,18019,£5253,,"19,663",8471,£9253
30/08/2021,missing,audiobook,Japanese,Stapled,CHILDREN,macmillan,NO,revised,no,no,long-tail,NaN,asia,uk,No,1642,£13525,,5503,   300,593,NaN,"14,969"," 8,795"," 1,850"
"May 31, 2024",Biography,ebook,german,Sewn,missing,NaN,no,3rd,yes,no,LONG-TAIL,0-5,Americas,,no,£7174,£19380,-999,£18078," 7,058"," 6,689",2120,£14305,2571,£3071
2023-01-18,history,PAPERBACK,japanese,glue,adult,harpercollins, No ,,NO,NO,top-10,6-12, OCEANIA , canada ,No,£660,4115,£17335,1988,18392,missing,-999,18981,12013,9436
2021-12-16,romance,missing,english,spiral, ADULT ,Penguin,yes,revised,YES,no,NaN,-999,AFRICA,uk,NaN,,7334,£14203,2696,18709,missing,,missing,"17,681",£8062
2024-08-08,romance,hardback,French,stapled,children, macmillan ,Yes,3rd,YES,YES,top-100,6-12,americas,india,YES,3576,18991,17784,NA,,   760,£17722,£12484,10730,18045
2024-10-30,history,HARDBACK,french,NaN,CHILDREN,Simon & Schuster,No,revised,yes,yes,TOP-10,6-12, americas ,UK,Yes,4160,,2206,NA,6379,14775,14894,,12387,3248
"Mar 23, 2023",Fantasy,-999, Spanish ,glue,Ya, HARPERCOLLINS ,NaN,3RD,no,no,top-100,missing,europe,,No,10982,11269,"15,900",11048,1361,£508,7547,10616,NaN,3240
19/11/2023,biography, ebook , french ,sewn,Ya,Simon & Schuster,No,2nd,missing,no,top-10,6-12,Africa,JAPAN,no,"14,172",7744,£16543,£17564,£18577,£7809,   621,15291,," 8,331"
2022-06-21,romance,EBOOK,french,Glue,YA,harpercollins,Yes,2nd,NO,No,top-100,6-12,oceania,NaN,yes,"10,876",6109,"12,795",12389,missing," 8,080",8768,£18570,1757,4570
NA,History,ebook,English,glue,adult,harpercollins,yes,,-999,yes,long-Tail,18+,europe,Japan,yes,£4145,£18733,16830,279,17537,4520,7669,18877,£5956,10079
15/10/2022,Biography,hardback,english,glue,adult,harpercollins,,REVISED,yes,No,LONG-TAIL,0-5,europe,Canada,no,£8721,"14,219",8634,missing,15910,9148,missing,14810,£14235,8716
2022-12-29,sci-fi,paperback,FRENCH,spiral,,missing,no,-999,no, no ,top-10, 6-12 , AMERICAS ,japan,yes,9871,£9544,NaN,,9450,17090,16938,4965,£10608,16918
2022-02-02,,hardback,ENGLISH,GLUE,Ya,simon_&_schuster,yes, 3rd ,missing,No,long-Tail,0-5,Asia,Uk,NaN," 1,224",£13971,missing,£19603,10577,13649,6962,missing,£7167,10993
2022-07-07,Fantasy,audiobook,german,stapled,adult,penguin,yes,NA,no,NA,top-10,13-17,NaN,japan,-999,9967,"10,952",6363,18447,5278,9802,,£18249," 3,184",£6434
"Sep 09, 2024",biography,audiobook,spanish,stapled,Ya,penguin,No,1st,NaN,yes,NA,13-17, AMERICAS ,us,yes,309,"13,990",19145,3347,14339,-999,"17,900",£3195,£9614," 9,860"
02/11/2022,,Paperback,french, STAPLED , children , simon & schuster ,No,3RD, NO ,,Top-100,18+,Americas,Japan, No ,11785,7034,11210,9365,,£7287,16953,3508,17105,9357
2024-03-12,romance,paperback,missing,GLUE,-999, harpercollins ,no,2ND, Yes ,No,Top-100,18+,americas,uk,yes,NaN,-999,3682,11235,2277,   186,"16,349",17387,NaN,NA
22/06/2021,Sci-Fi,AUDIOBOOK,german,glue,ya, simon&Schuster ,yes,revised,NaN,missing,TOP-10,missing,NA,INDIA,no,8488,-999,13997,7841,9535,NA,19720,   869,"13,442",13812
17/03/2024,thriller,audiobook,english,Stapled,,-999,yes,revised,yes,NO,top-10,18+,Europe,uk, no ,11243,18762,,1858,£11884,7928,   581,14657," 6,647",15574
14/03/2022,thriller,Paperback,JAPANESE,-999,adult,penguin,missing,3rd,missing,,Top-10,6-12,africa,japan,yes," 3,966",£549,13659,10175,7305,19080,"14,132","18,237"," 4,712"," 6,718"
2022-04-15,Biography,EBOOK,,spiral,Children,harpercollins,YES,3rd,Yes,no,Top-100,0-5,asia,canada,No,12408,   192,13581,missing,19165,17324," 6,637",13194,-999,64
28/08/2023,biography,hardback,french,STAPLED,NA,Harpercollins,YES,NaN,no,NO,top-100,6-12,NA,NA,NO,8969,19019,10352,15398,NA,-999,16284,7002,,17923
2021-05-22,thriller,paperback, german ,Glue,ya,simon & schuster,YES,1st,No,no,long-tail,0-5,asia,canada,yes,6579,   224,13323," 9,461","10,073",1800,200,10242,8191,£2023
"Nov 10, 2022",SCI-FI,paperback,missing,stapled,ADULT,Penguin,YES,3RD,No,NA,top-10,13-17, asia ,NA,yes,£8390," 6,894",2704,,15990," 4,215",17405,"14,914",11699,3822
2023-08-10,romance,ebook,NA,SPIRAL,YA,NaN,no,revised,No,yes,top-10,6-12,americas,India,NO,"14,456",6195,12420,15400,15481,2454,"13,163",NaN,18516,2554
01/03/2023,THRILLER,NA,german,Glue, children , Simon & Schuster ,no,1st,no,no,top-10, 18+ ,Europe,Canada,yes,10415,missing,3140,12281,3038,4827,missing,"10,888",4331,NaN
2021-11-14,biography,audiobook,german,sewn,children,simon_&_schuster,No,2nd,yes,NA,Long-Tail,6-12,europe,NA,no,£2742," 5,626",£12143,,4161,15487,£17978,6294,17014,£10196
2022-06-23,sci-fi,audiobook,Spanish,glue,NA,harpercollins,no,3rd,no,no, long-tail ,6-12,AMERICAS, uk ,missing,4070,£11115,-999,11431,7013,NA,£19140,9010,16617,14465
2021-01-14,biography,EBOOK,Spanish,stapled,YA,macmillan,No, 1st ,yes,Yes,long-tail,13-17,AMERICAS,us,yes,3218,661,£13012,4072,£8876,£7262,£5401,19484,17718,missing
2022-02-09,ROMANCE,paperback,,stapled,adult,Harpercollins,No,REVISED,NO,No,long-Tail, 0-5 ,europe,japan,YES,-999,158,-999,15324,15060,8988,"13,994",NA,14645,17144
2023-11-17,history,NA,SPANISH,stapled,children,penguin,NO,REVISED,-999,no,-999,13-17,,Uk,yes,7580,17961,13299,16419,"13,491",3401,   552,13431,10549,14854
NA,Fantasy,NA,Japanese, sewn ,children,HARPERCOLLINS,Yes,2nd,yes,NO,top-10,0-5,missing,US,no,3152,£2993,£782,NA,NA,NaN,1187,11720,NA,9902
2024-08-16,History,PAPERBACK,NaN,Spiral,Children,macmillan,NaN,3rd,,no,Long-Tail,13-17, asia , uk ,YES," 1,969",,13590,857,13570,7419,9266,5723,"18,023",8221
07/06/2023, biography ,Ebook,-999,glue,children,macmillan,no,2nd,yes,-999,top-10,18+,Oceania,canada,yes,2395,missing,259,£7481,missing,"19,146",10277,   668,NaN,10607
06/01/2021,sci-fi,Audiobook,english,SPIRAL,Children,harpercollins,yes,3rd,No,NaN,Top-100,6-12,africa,UK, no ,743,18220,6958,missing,NaN,8864,10989,7293,14803,13407
2021-12-02,Biography,hardback,Spanish,stapled,missing,-999,Yes,,YES,No,top-10,13-17,NaN,,no,10722,14028,9259,£18620," 7,009",14220,missing,missing,£18252,"17,318"
22/09/2022,HISTORY,audiobook,japanese,missing,Ya,SIMON & SCHUSTER,NO,revised,yes,,TOP-10,13-17,Americas,india,No,£1808,13078,£6906,2153,11299,6304,18751,£11337,£2890,NaN
2024-04-06,NaN,audiobook,French,NaN,adult,macmillan,no,1st, No ,no,-999,13-17,asia,Japan,-999,3853,£5579,8986,"16,422",£11311,£3014,11112,7697,17326,16864
2024-11-07,History,,ENGLISH,Stapled, Adult ,harpercollins,yes,1st,yes, No ,top-100,13-17,oceania,JAPAN,Yes,"12,239",5158,15492,7537," 9,459",£11888,15691,£2235,2907," 7,563"
21/12/2021,Fantasy,Paperback,ENGLISH,Sewn,children,HARPERCOLLINS,no,3RD,Yes,yes,long-Tail,18+,asia,japan,-999,NA,NA,£14845,"11,209",NA,1465,14090,10589,£7909,1543
"Dec 11, 2024",BIOGRAPHY,hardback,german,stapled,missing,macmillan,-999,3rd,YES,YES,NA,18+,americas, canada ,no,1125,,18355,NA,"17,383",NaN,4820,£19964,,7200
2024-12-02,biography,audiobook,German,sewn,adult,Simon & Schuster,no,2nd,NO,no, long-Tail ,6-12,EUROPE,Uk,yes,£16732,1258,15431,2005,10222,1402," 3,850",13496,10971,5646
2023-02-10,sci-fi,Paperback,Spanish,SPIRAL,adult,harpercollins,yes,revised,yes,yes,LONG-TAIL, 6-12 ,africa,INDIA, no ,5620,19680,10497,18606,£13185,£1642,15469,6886,363,1606
2022-03-31,sci-fi,paperback,Spanish,,adult,Macmillan,NA,3rd,Yes,no,top-10,13-17,,india,no,missing,17457,£19685,,19113,9788,£7077,13022,NA,"13,348"
19/07/2022,biography,AUDIOBOOK,spanish,stapled,adult,MACMILLAN,Yes,1ST,Yes,yes,Top-100,18+,asia,india,no,6538,17425,15672,£16551," 1,605",NaN,2624,"15,934",£9814,14252
10/09/2023,Biography,Paperback,Spanish,STAPLED,adult,missing,NO, 1st ,yes,YES,Long-Tail,NaN,asia,-999,yes,10086,11534,£15972,11974,397,"17,216",4583,missing,,13464
2021-10-11,NaN,Paperback,german,STAPLED,children,macmillan,YES,revised,yes,no,top-100,6-12,AFRICA,us,YES,3173,15397,18873,15334,15860,NaN,£724,NA,369,
02/07/2022,THRILLER,missing,Spanish, SEWN ,ADULT,harpercollins,no,3rd,YES,NO,Long-Tail,0-5,Asia,NaN,yes,19784,"14,083",19209,14946,8902,missing,1350,3511,£18262,£11390
09/06/2021,THRILLER,paperback,German,spiral,Children,NaN, no ,2nd,NA,yes,long-tail,13-17,NA,canada,no," 8,499","15,249",missing,£10708,£381," 4,800",NA,4060,"10,183",14687
"May 20, 2024",sci-fi,missing,german,SEWN,Children,Macmillan,yes,3rd,Yes,no,top-100, 0-5 ,AFRICA,Us,no,19112,460,7002,£17005,9191,8483,£5293,15771,18894,9017
05/07/2022,fantasy,paperback, french ,Stapled,-999,Penguin,yes, 3RD ,no,no,TOP-10,18+,EUROPE,canada,yes,NaN,3128,£5014,18302,5197,5893,3972,2885,NaN,
2021-03-22,history,EBOOK,french,spiral,ya,simon&Schuster,yes,1ST,No,no,top-10,0-5,Asia,-999,,"15,224"," 4,494",5304,4049,missing,NaN,£16390,£7031,    95,£18518
20/06/2021,-999,hardback,french,stapled,ADULT,Penguin,no,1ST,yes,yes,top-100,13-17,oceania,US,,,9670,£1750,19334,16856,5870,9072," 4,428",13321,12883
22/04/2024,fantasy,NA,Japanese, glue ,CHILDREN, simon_&_schuster ,yes,3rd,NA,no,Long-Tail,18+,Europe,Us,no,8214," 5,001",,"18,290",-999,11978,6713,£2824,"15,488",17801
2023-05-08,FANTASY,AUDIOBOOK,spanish,Glue,children,MACMILLAN,no,1st,NaN,no,long-tail,-999,asia, japan , no ,315,19814,19840,1678,£9691,18077,,£7402,11527," 4,512"
,romance,audiobook,Japanese,stapled,NA,Harpercollins,Yes,2nd,yes,yes,top-10, 6-12 ,AFRICA,Japan,no,7979,16847,15872,3289,19511,"10,618",6452,missing,"19,343",12519
02/04/2024,sci-Fi,missing,japanese,glue,NA,Harpercollins,yes,2nd,no,Yes,top-10,13-17,americas,japan,no,17185,£2479,13771,6319,17181,16438,£17149,4062,3158,NA
12/07/2023,sci-fi,EBOOK,english,STAPLED,-999,Penguin,NO,2nd,yes,NO, top-10 ,13-17,americas,us,no,12603,7730,11587,19783,"15,536",10662,13574,,£15100,"13,697"
2021-05-26,biography,Paperback,GERMAN, glue ,children,NaN,yes,revised,yes,no,long-tail,6-12, americas ,INDIA,yes,NaN,12209,3257,10326,11730,17235,£19010,"16,263",13554,
19/01/2022,romance,HARDBACK,,glue,adult,penguin,yes, 1ST ,YES,yes,,18+,asia,uk,NA,2227,£14752,15555,17295,11610,,NA,4481,8208,8721
17/05/2021,romance,audiobook,Japanese,Spiral,NaN,macmillan,yes,revised,no,YES,long-tail,13-17,europe,Canada,NO,£3732,8513,18548,missing,"19,958",missing," 3,279",18945,£9184,£10687
15/07/2022,Thriller,ebook,GERMAN,Spiral,adult,simon&Schuster,NaN,NA,Yes,NA,LONG-TAIL, 18+ ,africa,uk,NA,11081,,£2815,16006," 9,167",15206,£15781,missing,16709,11122
15/09/2023,Biography,ebook, spanish ,glue,Children,,NO,2nd,-999,NaN,top-10,0-5,missing,us, Yes ,8491,10658,£13786,17953,2931,19920,16542,11992,7293,16130
20/09/2024,THRILLER,ebook,spanish,Stapled,adult,simon_&_schuster,missing,revised,Yes,no,top-10,18+,americas,JAPAN,yes,19258,10911,2573,16376,£13261,£5936,7502,"19,829",£14195,7677
09/07/2022, romance ,Audiobook,English,Stapled,adult, Simon & Schuster ,no,2nd,yes,no,long-Tail,0-5,asia,canada,Yes,17603," 3,538",£3178,3965,15338,11543,£14577,14196," 3,355",NA
31/07/2022,Biography,ebook,japanese,stapled,ya,penguin,no,NA,yes,no,LONG-TAIL,18+,Europe,us,no,6030,7013,£6698,5109,7962,missing,16094,17024," 4,840",£15406
31/07/2021,Romance,ebook,-999,SEWN,-999, Penguin ,yes,REVISED,NO,yes,top-10,18+,AFRICA,INDIA,no,missing,18768,5382,5626,£4838,4981,10770,13795,9691,7885
2021-04-22,thriller,hardback,spanish,glue,missing,macmillan,YES,2nd,yes,no,top-100, 0-5 ,asia,India, yes ,11711,18493,£17562,£16687,10111,missing,missing,NA,13178,NaN
2022-03-02,Sci-Fi,NA,japanese,sewn,children,simon&Schuster,NO,2nd,no,no,long-tail, 18+ , oceania ,canada,Yes,2513,missing,missing,1055,£4766," 8,912",5122,778,missing,missing
2022-03-05, history ,hardback,english,Glue,YA,,yes,1st, No ,yes,top-10,13-17, asia ,canada,YES,11862,15794,9070,9001,8124,5169,13171,7533," 8,937",£1078
2021-08-27,History,ebook,german,NA,NA,penguin,yes,revised,YES,no,long-Tail,0-5,europe, canada ,NO,£12412,2087,NA,12077,"13,093",12735,NA," 6,985",10105,£2212
2024-01-17,fantasy,paperback,French,-999, Adult ,Penguin, no ,1st,missing,yes,top-10,0-5,NaN,japan,-999,"11,630",531,16120," 3,595",14300,£4396,£15260,£5612,£13525,£15534
29/06/2024,romance,hardback,missing,GLUE,adult,SIMON & SCHUSTER,no,2nd,yes,Yes,missing,0-5,,,yes,10556,3267,17753,17869,missing,6576,   543,1228,NA,4921
17/05/2023,-999,audiobook,french, Spiral ,adult,harpercollins,yes,1st,no,YES,long-Tail,18+,americas,canada,no,10087," 8,951",NA,"11,517",4766,11987,missing,17999,-999," 4,456"
2023-07-14,thriller,audiobook,english,sewn,adult,harpercollins,yes,-999,yes,NO,LONG-TAIL,13-17, asia ,Us,YES,NA,12477,3843,8597,19776,15430," 3,328",£14215,16887,10229
11/07/2024,sci-Fi,hardback,NA,Sewn,ADULT,harpercollins,yes,3rd,no,yes,long-tail, 13-17 ,asia,India,no,NA,£10687,19626,"14,163",6277,16083,2975,4763,5667,3766
2023-08-28,thriller,NA,English,stapled,-999,NaN,no,1ST,yes, Yes ,Top-10,13-17,Europe,JAPAN,yes," 4,235",7196,14891,16842,4979,,9882,£10506," 3,468","18,238"
2024-09-26,History,paperback,Japanese,spiral,adult,Penguin,yes,3rd,no,YES,top-10,13-17,ASIA,,yes,1388,11962,18473,17850,15151," 9,261",14809,NaN,6744,8390
18/02/2024, Biography ,ebook,spanish,sewn,YA,macmillan,yes,revised, no ,NO,long-tail,0-5,Oceania,NaN,yes,£15672,15702,"18,374",," 1,376",15004,£13212,17871,1777,NaN
"Apr 01, 2024",fantasy, ebook ,french,stapled,adult,NA,NO,3rd,no,yes,Top-10, 6-12 ,OCEANIA,NaN,no,-999,missing,16615,3880,5474,-999,missing,4204,13097,18762
28/03/2024,,hardback, english ,sewn,CHILDREN,PENGUIN,No,1st,NO,no,top-100,missing,Africa,Us,YES,7974,16733,£10013,"14,708",£19212,11626,11815,5557,£16176,
2023-06-11,history,EBOOK,french,,CHILDREN, macmillan ,NO,revised,no,no,TOP-10,NA,Americas,india,no,£12250,£12896,1861,18869,1928,£12563,9770,10789,6401,£1622
09/08/2023,thriller,paperback,Spanish,Sewn,children,SIMON & SCHUSTER,yes, revised ,Yes,yes,Top-100,13-17,missing,NA,no,3151,4851,1123,10681,15444,19790,NaN,16497,missing,6100
2024-08-01, SCI-FI ,ebook,Spanish,glue,YA,Harpercollins,no, 1ST ,YES,yes,long-Tail,6-12,africa,CANADA,No,£8079,19807,NaN,"16,289",£7893," 3,748"," 6,110",missing,£15006,13076
2024-08-04, HISTORY ,-999,JAPANESE,stapled, ya ,penguin,no,2nd,no, YES ,Long-Tail,18+,oceania,india,yes,,3963,-999,12450,13674," 1,966",6539,11383,5434,NaN
2022-05-05,history,AUDIOBOOK,english,sewn,Adult,penguin,NO,revised,YES,no, top-100 ,0-5,oceania,india,no,£15293,£3726,-999,7224,NA,1755,2053," 8,972",missing,19380
2023-01-14,ROMANCE,ebook,GERMAN,sewn,Adult,harpercollins,No,-999,Yes,-999,top-100,6-12,africa,-999,-999,£17186,8262,£2436,7304,8590," 5,325",NA,£12380,4001,8889
2021-10-17,missing,ebook,JAPANESE,Stapled,Ya,Penguin,YES, 2nd ,NO,YES,LONG-TAIL,NaN,Americas,uk,NO,11024,6992,5793,626,7780,12860,NaN," 1,085",15122,15929
24/12/2023,THRILLER,Audiobook,german,sewn,adult,macmillan,missing,3RD,no, yes , long-Tail ,0-5,americas, Uk ,no,NA,missing,NaN,1183,5363,14817,3155,10081,13501,"10,418"
29/08/2021,fantasy,NA,ENGLISH,STAPLED,children, Macmillan ,NaN,2nd,no, Yes ,long-tail,13-17,americas,missing,no,9036,£18887,17578,£7732,£17147,-999,missing,19861,£2005,8074
08/07/2023,sci-fi,hardback,-999,sewn,adult,harpercollins,no,revised,yes,no,long-Tail,18+,africa,us,yes," 1,253",£4020,NaN,£9393,14110,"19,183",6447," 9,523",£15930,19640
2022-11-03,Fantasy,Paperback, german ,spiral,ya,harpercollins,yes,NaN,missing,yes,Long-Tail,18+, americas ,Japan,yes,"15,211",8791,16630,2701,£11879,14256,£9229,£12427,8959,"11,407"
28/05/2022,Sci-Fi,missing,french,stapled,ya,macmillan,YES,2ND,no,no,top-10,6-12,,japan,NA,£18810,13052,15282,18471,£14859,8114,11629," 8,638",19658," 4,270"
missing, BIOGRAPHY ,Audiobook,english,NaN,adult,PENGUIN, no ,2nd,yes,YES,Top-100,13-17,Americas,japan,No,missing,1662,-999," 1,138",11813,11234,-999,missing,8269,NaN
2024-08-28,fantasy,ebook,English,Glue,Ya,harpercollins,missing,1st,NO,yes,top-10,6-12,missing,Us,YES,£3293,12426,£14864,6697,478,£14395,2709,17785,"14,239",18159
2024-06-07, biography , HARDBACK ,FRENCH,spiral,NA, simon&Schuster , no ,2ND,no, Yes ,top-10,0-5,Africa,japan,Yes,5600,13176,£11694,11407,19387,£4208,£16219,£14077,£18966,9789
"Jan 29, 2024", Thriller ,audiobook,spanish,STAPLED,children,Penguin,NO,missing,Yes, YES ,Top-100,13-17,americas,japan,yes,16573,1203,5806,19026,1096,£14580,115,missing,7979,3892
2021-10-07,Fantasy,Paperback,french,stapled,ya,simon&Schuster,yes,2nd,NO,yes,top-10,0-5, ASIA ,india,no," 6,249",2883,£10847,£5707,11032,577,£3617,NaN,4549,"16,542"
28/07/2022,BIOGRAPHY,Paperback,english,sewn,CHILDREN,penguin,yes,3rd,No,no,NaN,6-12,americas,India,Yes,13358,1032,11947,10565,10413,£2494,"14,865",£15857,2340,3019
17/08/2024,History,PAPERBACK,french,Stapled,missing,PENGUIN,Yes,1st,YES,no,top-10,18+,Asia,JAPAN,yes,£15735,15076,NA,£17848,£2244,,3976,,£9273,£2977
2024-10-15,Fantasy,HARDBACK,french, Glue ,CHILDREN,harpercollins,yes,1st,Yes,no,TOP-10, 0-5 ,Africa,uk,NA,"16,677",£985,NaN," 5,904",£18695,1620,,   788,7204," 7,110"
"Apr 20, 2022",thriller,paperback,French,missing,Children,simon&Schuster,No,3rd,yes,NaN,,6-12,ASIA,us,-999,11708,16182," 9,569",£17576,7392,£12337,NaN,"14,967",£15238,14572
2024-03-12,History, Paperback ,ENGLISH,stapled,Ya,harpercollins,NO,3rd,Yes,-999,NA,6-12,ASIA,india,Yes,18216,10579,13158,19574,16190,£4828,12037,6461,6768,8088
26/08/2024,Fantasy,Ebook,JAPANESE,spiral,Ya,Harpercollins,NO,2nd,yes,No,top-10,13-17,Oceania,japan, yes ,,,missing,"18,717",2866,13530,12635,£14681,18307," 1,424"
25/06/2023,sci-fi,HARDBACK,japanese, SPIRAL ,children,simon_&_schuster,YES,1st,Yes,YES,TOP-100,missing,oceania,India, yes ,13647,3815,5243,6692,£2574,7089,7190,14213," 1,313",17952
02/07/2023,biography,audiobook,japanese,sewn,missing,harpercollins,Yes, Revised ,Yes,no,LONG-TAIL,missing,americas,us,No,7625,£13168,6197,395,missing,"14,211",7950,£5135,£19886,8787
NA,biography,Ebook,spanish,glue, ADULT ,Simon & Schuster,yes,revised,Yes,yes,TOP-100,-999,europe,canada,NO,2444,3771,10154,2587,NaN,17832,£3859,14058," 9,491",4374
"Dec 25, 2023",sci-fi,hardback,german,SEWN,Adult,simon_&_schuster, No ,1st,yes,no,LONG-TAIL, 13-17 ,oceania,Japan,Yes," 1,354",5534,NA,£15560,19964,11013,3492,1847,345,16677
24/01/2021,thriller, hardback ,SPANISH,Glue,,harpercollins,yes,Revised,yes,no,top-10,0-5,americas,canada,no,16336,4346,14785,14197,17701,£4851,£5589,11530,1795,428
,FANTASY,,NaN,glue,children, MACMILLAN ,no, 1st ,yes,no, TOP-100 ,0-5,Oceania,japan,yes,£3481,15456,£1166,7559,£99,"11,020",NA,5919,3249,19628
2022-08-02,BIOGRAPHY,missing,english,spiral,NA,penguin,NO,Revised,yes,No,top-100,NA,asia,Us,yes,"10,092",11098,missing,£95,11899,£18366,£8087," 6,745",12423,14811
2022-12-17,NaN,Ebook,french,Stapled,ya,harpercollins,Yes,3rd,,yes,NaN,18+,AFRICA, India ,yes,9164,2515,6495,1737,9963,£5868,9590,17045,£11047,£86
2024-03-16,romance,audiobook,english,SPIRAL,ya,Macmillan,,1ST,no,NaN,long-tail,6-12,Asia,canada,YES," 6,280"," 5,881",11709,4375,2367,19630,15860,15223,£16256,8806
