 date ,Device,OPERATING SYSTEM,Processor Brand,form factor, release yr band ,market_segment,manufacturer/,CONNECTIVITY,SCREEN TYPE,energy_rating,Warranty Length,Colour,price tier,user profile,UPGRADE ELIG,PRICE £,ramGb,Ssd Gb,Battery Mah,weightG, ports ,CPU GHZ,gpu tflops,launch_score,Units Sold K
2024-11-04,server,windows,apple,MINI PC,2015-17,EDUCATION,acer,,mini-Led,d,5Y,blue,PREMIUM,GAMER, no ,£5261,"10,543",7019,missing,3405,3385,3507,18815,19041,9898
29/12/2021,robot,windows,NaN,Mini Pc,NA,CONSUMER,Lenovo,ETHERNET,MINI-LED, d ,3y,silver, PREMIUM ,creator,no,16133,6599,£6772,8070,15203,"12,965",6972,£19240,£1882,17422
04/02/2021, laptop ,android,INTEL,DESKTOP,<2015,ENTERPRISE,lenovo,wi-fi,MINI-LED, a ,5Y,WHITE,flagship,Creator,yes,"10,357",4615,"10,229",£8658,£18796," 7,087",2542,"17,366",8464,£6380
2022-08-09,laptop,chromeos,NA, miniPc ,2021-23,enterprise,acer, WI-FI ,LCD,C,5Y,-999,budget,creator,missing," 3,010",£3277,£17010,679,"19,374",5724,   202,17340,"12,583","16,962"
24/05/2021,,LINUX,intel,2-IN-1,2024+, EDUCATION ,apple,5g,e-Ink,b,-999,grey,mid-range,gamer,no,8298,8772," 8,530",3265,11586,10508,4785,8410,-999,95
28/05/2023,robot,chromeos,amd, miniPc ,<2015,enterprise,Acer,wi-Fi,mini-Led,A,1y,grey,Mid-Range,Professional, yes ," 3,005",12865,8390,16501,6301,missing," 1,849",11609,13100,14948
2021-11-14,robot,Android,intel,Desktop,2024+,consumer,dell,ethernet,NaN,c,No Warranty,BLUE,flagship,professional,no,16301,£5817,40,NA,1256,2544," 8,358",2065,16712,"17,830"
2022-03-27,server, Android ,apple,,2021-23,enterprise,LENOVO,bluetooth,oled,B, 2Y , SILVER ,Mid-Range,student,missing,8233,17511,11410,3023,"19,909",£18748,"13,045"," 4,088",12422,3741
13/02/2022,server,ANDROID,,desktop,<2015,consumer,dell,BLUETOOTH,Mini-Led,d,No Warranty,grey,flagship,,no,£8681,£7912,12906,3777,£9613,£17283,£5942,£15900,missing,15544
2023-09-25,SERVER,missing,apple,ultrabook,2018-20,education,asus,5G,Oled,b,3y,Blue,premium,CREATOR,YES,3833," 9,825"," 2,476",£17164,6065,£16202,   979,10937,18079,£3746
18/10/2022,missing,missing,Qualcomm,desktop,2015-17,education,Apple,bluetooth,e-ink,C, 1y ,black,mid-range,student,YES,£4093,£13656,6872,£12502,14930,5214,4708,14082,4040,10525
2022-08-28,smartphone,ios,INTEL,NaN,2015-17,Education,Asus, Bluetooth ,Lcd,B,3y,silver,,GAMER,yes,16707,£995,8504,16632,10855,13040,£17419,15345,£8013,18427
2022-11-01,SMARTPHONE,ios,apple,2-in-1,2018-20,gaming,Asus,bluetooth,oled,A,3Y,blue,flagship,STUDENT, YES ,13948,4166,8563,12422,16120,1427,NaN,10989,16388,8746
20/12/2023,laptop,IOS,qualcomm,mini pc, 2024+ ,education,ACER, 5g ,E-INK,D,5y,Silver,flagship, PROFESSIONAL ,NA," 1,256",377,,NA,2864,3959,,5617,NA,
2024-10-23,NaN,ios,qualcomm,2-IN-1,2015-17,gaming,asus,5g,oled,-999,No Warranty,missing,premium,Gamer,NO,8340,19236,13738,missing,3307,15666,£16746,3866,-999,
2024-11-19,Smartphone,linux,intel,MINI PC,<2015,education,apple,BLUETOOTH,e-ink,a,3y,BLUE,-999,gamer,no,£17107,missing,£9249,10852,,14583,8018,1550,17150,2416
2021-04-06,server,android, APPLE ,2-in-1,2015-17,education,dell,5g,mini-led,C,2y,NaN,budget,Gamer,no,£11373,19678,"15,129",4292,"12,541",£16951,"16,845",£148,£9321,15576
2024-06-30,Server,NaN,NaN, Ultrabook ,2021-23,Gaming,apple,Bluetooth,e-Ink,D,-999,blue,budget,professional,no,8787,5930,6522,13,1767," 5,319",£17666,"17,717",3245,"17,586"
2023-05-08, laptop ,Android,,desktop, 2015-17 , education ,asus,ethernet,lcd,d,,NaN, premium ,-999,YES,6727,5714,8145,6560,7009,NaN,1195,9947,"13,019",NA
30/03/2023,laptop,chromeos,amd, desktop ,2021-23,Enterprise,NA,,lcd,B,2Y,white,budget,Gamer,no,12023,£18627,8867,8963,-999,18040,£1575,2858,4035,5190
-999,server,LINUX,apple,desktop,<2015,ENTERPRISE,DELL,bluetooth,lcd,a,2y,blue,budget,Professional,yes,-999,10891,NaN,704,19594,13782,£13536,£12860," 8,032","18,999"
02/05/2022,robot,,qualcomm,2-IN-1,<2015,education,acer,BLUETOOTH,Mini-Led,d,2y,Blue,BUDGET,STUDENT,no,2275,£17751," 9,702",6616,16727,2832,£13064,12041,10706,17885
2021-06-25, server ,linux,intel,miniPc,2024+,ENTERPRISE,Apple,Ethernet,mini-Led,B, 5y ,Grey,BUDGET,CREATOR,yes,3073,12033,12999,,"13,472",3183,2313,2248,1094,£11456
19/03/2024,robot,WINDOWS,apple,2-In-1,2024+, enterprise ,dell,WI-FI,mini-Led,c,2y,Grey, mid-range , gamer ,No,£15621,13665,19363,3939," 2,178","11,015",1310," 5,914",£14299,NA
"Aug 19, 2021",smartphone,IOS,QUALCOMM,desktop,2021-23, gaming ,asus,Ethernet,E-Ink,a,5Y,black,,professional,No,£19090,19986,8582,"10,737",19901," 3,112",9821,10336,10353,£3751
19/06/2021,TABLET,chromeos,amd,NA,2021-23, EDUCATION ,NaN,BLUETOOTH, oled ,B,3y,grey,PREMIUM, creator ,NA,11105,19104,19336,9263,12070,NaN,18757,,4198,9415
01/12/2022,smartphone,missing,apple,2-IN-1,2024+,EDUCATION,ACER,wi-fi, E-Ink ,c,3Y,grey,Flagship,Gamer,,6401,NA,8803,6354,2395,£8622,7817,missing,17162,17045
10/07/2024,drone,macos,missing,2-in-1,NA,gaming,asus,NA,NaN,b,2y,Grey,flagship,NA,Yes,-999,£207,NaN,7302,missing," 5,742","15,724",14909,,16233
20/05/2023, DRONE ,windows,AMD,mini pc,<2015,education,hp,ethernet,E-INK,d,NaN,blue,flagship,missing,YES,18848,13122,NaN,13624,5857,£13447,£3310,£9076,,15696
17/06/2024,drone, macos ,-999,DESKTOP,NaN, Consumer ,ASUS,ethernet,lcd,c, 3Y , BLACK ,,creator,yes,13936,£17455,8291,£9721,£1446,15413,7026,12923,800,2585
19/02/2022,Smartphone,missing,APPLE,miniPc, <2015 ,enterprise,asus, 5g ,NaN,,1y,blue,NA,PROFESSIONAL,Yes,14871,£9285,17429,11090,16899,7364,16344," 1,650",NaN,9816
2023-11-28,NaN,,qualcomm,NA,2024+,education,ASUS,5g,oled,d,1y,WHITE,mid-Range,creator,YES,13056,5506,7983,988,6450,9252,12028,-999,£12000,8118
04/04/2024,-999, linux ,intel,DESKTOP,,GAMING,ACER,5g,E-Ink,d,2y,Black,mid-range,Gamer,no,16279,"13,962",18625,"13,216",19004,17575,9727,NA,£8452,NaN
03/04/2021,server,MACOS,apple,,2021-23,NA,asus,wi-fi,e-ink,b,5y,grey,premium,missing,NaN,5360,"16,130",£3863,£653,6119,957,8209,"15,445",3631,18997
2024-08-20,smartphone,macos,qualcomm,mini pc,2015-17,gaming,apple,bluetooth,e-ink,b,NA,blue,FLAGSHIP, Professional ,yes,£2929,458,13123,18038,11465,16716,15177,£18155,6590,5480
"Mar 26, 2022",-999,ios,QUALCOMM,MINI PC,<2015, gaming ,acer,5g,mini-Led,b,3y,,NA,student,yes,17340,19193,15847,NA,3244,12507,NaN,15700,12361,1033
2022-02-28,smartphone,linux,Apple,ultrabook,2021-23,enterprise,Apple,bluetooth,oled,d,1y,white,premium,Professional,NA,17065," 1,183",5775," 8,011"," 4,294",£12556,13038,£8129,"13,627",£3594
29/12/2024, Laptop ,linux,apple,ultrabook,2024+,gaming,Hp,Ethernet,e-ink,,NA,black,budget,gamer,Yes,missing,4654,NA,14140,19407,15881," 2,200",£990,12451,7579
2024-11-21, SMARTPHONE ,linux,Apple,2-In-1,2018-20,,Apple,NA,LCD,d,5y,BLUE,budget,gamer,Yes,18636,7094,"16,705",4296,£9071,£1547,10053,£11406,"17,658",missing
06/08/2024,server,linux,Intel,ultrabook,2021-23,gaming,acer,BLUETOOTH,lcd,b,2y,blue,budget,CREATOR,YES,-999,£16256,"17,627",10056,"13,812"," 6,401",1987,6729," 6,921",£12396
23/09/2022,tablet, ANDROID ,AMD,ultrabook,2018-20,enterprise,Hp,NaN,,D, 3Y ,Grey,Mid-Range,creator,No,"15,154",12544,£755,£8480,11033,£11349,2260,18783,3009,£12811
01/02/2021,Robot,windows,missing,,<2015,Enterprise,acer, Bluetooth ,LCD,a,3Y,black,NA,professional,no,17982,10133,,missing,2771,12179,17502,1189,"16,045",5349
31/03/2022,robot,windows,NA,NA,2021-23,Consumer,acer,Wi-Fi,E-Ink,d,3y, blue ,MID-RANGE,GAMER,yes,"16,699",£12246,11560,12122,£2258,16357,7176,11946,missing,19311
03/12/2021,Tablet,NA,QUALCOMM,,2021-23,-999,Dell,wi-fi,MINI-LED,a,5y,,BUDGET,creator, yes ,"14,366",8079," 7,588",1230,£7683,12350," 6,648",£607,7807,4594
01/04/2024,NA,macos,APPLE,desktop,2018-20,-999,NA,bluetooth,NaN,c,1y,blue, flagship , Creator ,yes,17407,19818,420,16813,2162,8330,6516,16732,2073,18378
18/12/2021,Laptop, windows ,intel,2-in-1,2021-23,enterprise,missing,ETHERNET,lcd,A,2y, black , MID-RANGE ,student,Yes,-999,2291," 9,849",16796,3737," 6,492",1384,-999,£12097,17060
2024-08-07,NA,macos, APPLE , desktop ,2021-23,EDUCATION,ACER,WI-FI,LCD,c,5y, blue ,NA,Gamer,YES,£6153,17549,,"17,993",£12824,-999,3414,8099,£6216," 9,821"
"Sep 26, 2023",Drone,linux,Intel,desktop,2018-20,education,APPLE,NA,MINI-LED,a,2y,,NA,GAMER,NA," 6,240",missing,£13694,"11,852",8631,15612,8149,£4181,596,NA
2023-09-16,Tablet,windows,intel,-999,<2015,consumer,acer,bluetooth,E-Ink,c,missing,WHITE,premium,gamer,yes,12075," 9,221",,10223,3850," 6,077",19045,12368,7854,£7071
26/12/2024,tablet,linux,-999,Mini Pc,NaN,consumer,Asus, wi-Fi ,oled,c,2y, BLACK ,-999,creator,yes,16824,12777,NA,5610,"16,596",," 2,144",12088,£13149,1707
10/03/2024,DRONE,android,AMD,,2024+,CONSUMER,lenovo,missing,e-Ink,b,1y,-999,premium,creator,Yes,"11,360",£19426,10478,9148,1112,5138,8249,6922,-999,17025
2022-12-09, tablet ,-999,Qualcomm,DESKTOP,2015-17,gaming, Acer ,wi-fi,oled,b,2y,White,flagship,student,YES,17603,,14439,10268,£5864,4863,3791,11089," 4,114",missing
17/01/2023,laptop,ANDROID, qualcomm ,desktop,<2015,enterprise,dell,wi-Fi,Oled,A,NO WARRANTY,black,Mid-Range,GAMER,No,,£11072,6239,15841,8731,16011,9625,,£7050,19854
2023-05-12,SMARTPHONE,LINUX,qualcomm,desktop,2015-17,gaming, dell ,bluetooth, mini-led ,A,2y,blue,premium,creator,no,£2108,343,NA,18224,£13658,"13,500",1516,13793,9410,6564
12/07/2023,SERVER,macos,-999,2-in-1,2021-23,enterprise,lenovo,ethernet,e-ink,C,2y,White,Budget,STUDENT,NO,"13,940",5948,6549,NaN,8260,11283,9881,£8628,£10467,19358
"Oct 25, 2021",robot,ANDROID,amd,2-in-1,2024+,gaming,lenovo,Wi-Fi,e-Ink,A,3y,GREY,mid-range,Creator,no,6113,16401," 2,676",4715,£12754,-999,8490,missing,9150,12372
07/06/2024,SMARTPHONE,macos,QUALCOMM,Ultrabook,2018-20,gaming,-999,Bluetooth,e-ink,c,3Y,black,premium,student, No ,2048,15983,"15,269",5549,11380,-999,5038,£3331,5332," 3,785"
2021-08-02,server,,Amd,2-In-1,2024+,education,NA,5g, lcd ,c,-999,grey,FLAGSHIP,creator,Yes," 5,438",8807," 8,302",13704,"13,819",8165,17903,12864,£17263,£3253
01/10/2023, Smartphone ,macos,Qualcomm,Mini Pc,<2015, EDUCATION ,lenovo,5g,lcd,-999, 1y ,grey, budget ,student,-999,2847,NA,"18,449",16949,5887,19891,missing,19159,14369,£16423
"Jan 19, 2022",TABLET,,Intel,ultrabook,2018-20, enterprise ,ASUS,NA,,c,2y,blue,mid-range,CREATOR,no,7986,missing,19505,17789,1314,19365,18308,16899," 7,444",£8086
"Jan 26, 2021", DRONE ,Macos,APPLE,desktop,2018-20,GAMING,asus,5g,LCD,C,3y,BLUE,flagship,Creator,Yes," 7,587",missing,£7721,13909,-999,,15467,9588,1499,£4691
2022-07-02,tablet,windows,qualcomm,MINI PC,2024+,consumer,asus,5g,NaN,d,2y,black,PREMIUM,Creator,NO,14079,18527,18625,£19006,17467,13998,18835,2001,8026,16050
2022-02-19,server,macos,amd,ULTRABOOK,2015-17,NaN,HP,wi-fi,Mini-Led,a,no warranty,black,premium,Professional,yes,NaN,16355," 4,164",£9708,£17714,missing,11044,£3174,10038,2831
2024-11-04,SMARTPHONE,WINDOWS,intel, ULTRABOOK ,2018-20, enterprise ,apple,ethernet,E-INK,a,2y,grey,MID-RANGE,Professional,yes,19426,£16621,6452,5582,£14333,NaN,4989,missing,10884,£2974
,NA,ANDROID,AMD,Mini Pc,2015-17,enterprise,hp,bluetooth,Mini-Led,missing,5Y,Blue,Flagship,Professional,YES,4256,missing,13296,8083,14522,4442,5643,£2088,12554,2184
25/11/2023,Tablet,ANDROID,Qualcomm,ultrabook,2015-17, consumer ,LENOVO,WI-FI,Oled,D,5Y,Silver,budget,professional,missing,1918,12478,14332,-999,19272,NA,8497,13335,NA,12753
06/03/2023, laptop ,Macos,INTEL,desktop,<2015,gaming,acer,WI-FI,mini-Led,d,1y,SILVER,NaN,CREATOR,no,1083,15193,3140,1301,£5472,"16,473",NaN,NA,8559,14145
17/11/2024,-999,macos,qualcomm,ultrabook,<2015,Enterprise,LENOVO, ethernet ,missing,b,NO WARRANTY, WHITE ,flagship,NA,-999,   664,15950,NaN,NaN,19999,£12224,13709,   921,£16998,5597
2021-12-19,tablet,chromeos, apple ,2-in-1,-999,ENTERPRISE,Apple,BLUETOOTH, mini-led ,A,2y,black,mid-range,gamer,NO,£729,13332,6266,5443,£11466,2692,12117,6814,-999,1195
19/06/2023,NaN, ANDROID ,AMD,miniPc,2024+,Education,Asus,,oled,b,5y,black,budget,-999,no,18525,18910,£12429,£6269,2073,-999,11579,"13,911",,16037
2022-04-27,robot, LINUX ,amd,ultrabook,2015-17,education,acer,Bluetooth,mini-led,c,2y,BLUE,missing,student,yes,15687,4474,-999,NA,12636,10836,£13842,15945,2385,NA
21/09/2021,,android,apple,desktop,<2015,Gaming,asus,5g,e-Ink,b, 3y ,blue, Mid-Range ,Student,NO,13676,19241,15424,£11099,1838," 5,845",missing,£1433,,537
2022-03-29,drone,chromeos,Apple, ultrabook ,2024+,gaming,Acer,5g,e-Ink,D,1y,,PREMIUM,creator,NO,£13267,16301,14702,£2565,15196,18062,13236,£6102,9763,missing
16/05/2024,laptop,windows,intel,miniPc,<2015,education,asus,-999, oled ,NA,5y,grey,Budget,professional,YES,"18,145",15799,"14,352",2277,19033,,£11069,missing,19915,£12669
missing,drone,windows, amd ,MINI PC,2015-17,ENTERPRISE,dell,bluetooth,,D,3Y,white,mid-range,student,NO,5016,17901,"14,793",4894,3101,£16922,£9658," 5,294",15814,15848
2024-10-27,robot,,AMD,Mini Pc,2021-23,enterprise,acer,wi-fi,LCD,missing, 1y ,blue,premium,professional,Yes," 4,433"," 1,333",£8846,19209,missing,"19,365",18271,565,1409,£5543
24/06/2023,TABLET,macos,AMD,desktop,2015-17,NaN,dell,5G,LCD,C,2y,silver,budget,professional,yes,£5162,£868," 5,593","16,903",12706,11324," 4,775",missing,14401," 2,418"
2021-11-17,LAPTOP,LINUX,QUALCOMM,2-in-1,NaN,Consumer,asus,5g,e-Ink,,3y,Grey,premium,student,-999,£18032,10843,,12441,13154,£19858,NA,4368,12066,14059
2023-09-11,drone,macos,NA,ULTRABOOK,<2015,education,Hp,bluetooth,MINI-LED,a,5Y,GREY,mid-range,missing,yes,£17934,11797,16684," 2,420",,£6479,NaN,£18908,NA,-999
13/10/2024, server ,macos,apple,2-In-1,2024+,NA,acer,missing,lcd,B,2y,blue,,Student, yes ,5502,10963,NA,NA,£16166,14182,603,£8572,£17992,7887
2022-06-24,laptop,macos, intel ,desktop, 2015-17 ,ENTERPRISE,lenovo,bluetooth,mini-led,D,5Y,blue,premium,professional,yes,,£3478,£13134,4119,19101,1825,"19,522",-999,£19248,"17,468"
2024-11-30,tablet,ios,AMD,ultrabook,2024+,,dell,bluetooth,Lcd,NaN,No Warranty,-999,Budget,STUDENT,,9951,£2918,5654,£2153,£4629,14638,"13,003",15503,£13784,2246
2021-03-24,DRONE,, Apple ,2-in-1,<2015,consumer,Lenovo,bluetooth,oled,,1y,White,premium,gamer,no,6232," 7,854",,11611,7123,£9358,missing,12430,15280,19850
22/10/2023,drone,android,INTEL,NA,2021-23,enterprise,ACER,5G,lcd,c,noWarranty,Grey,premium,professional,NO,"13,912",NA,15053,18491,"19,792",7075,11601,664,,19041
2024-01-17,robot,ios,intel,DESKTOP,2015-17,gaming,dell, WI-FI ,E-INK,B,NaN,-999,MID-RANGE,Professional,Yes,"18,699",£14676,4661,£9497,18899,4068,1072,3567,19032,NaN
22/02/2023,Laptop, LINUX ,amd,Mini Pc,2024+,,apple,BLUETOOTH,e-ink,a,noWarranty,Black,premium,NA,yes,6601,6460,10684,7980,7734,£6133,2321,8776,18670,19412
12/12/2024,laptop,android, apple ,Desktop,2018-20,gaming,LENOVO,Ethernet,E-Ink,a,1y, black ,Premium,NA,No,15850,4224,£14072,NA,5655,14917,13317,3871,10471,5882
23/10/2024,TABLET,ios,AMD,Ultrabook,2015-17,consumer,lenovo,5g,oled,a,NO WARRANTY,White,FLAGSHIP,PROFESSIONAL,yes,2312,7434,£9306,£6477,£18283,9456,£2858,£18470,15870,8435
"Jun 12, 2024",drone,android,apple,2-IN-1,<2015,education,acer,ETHERNET,missing,c,noWarranty,grey,flagship,student,no,8604,14033,£11424,£16081," 5,371","10,166",1874,9745,£13406,"10,176"
23/01/2022,TABLET,windows,intel,ULTRABOOK,2021-23,-999,hp,bluetooth,oled,b,5y,white,flagship,CREATOR,Yes,"11,704",NaN,15291,£10002,"15,254"," 3,563",1786,510,4003,19716
25/03/2022,robot,linux,apple,mini_pc, <2015 ,missing,acer,ethernet,,A,3y,white,premium,Gamer,yes,£12875,   269,£10963,15613,£1137,949,"14,478",missing,missing,2658
2021-12-16,laptop, macos ,intel,NaN,2018-20,NaN,asus,bluetooth,LCD,d,missing,Silver,MID-RANGE, creator ,YES,NA,£14249,missing,£6809,9734,6777,"15,180",,NA,£6753
30/03/2023,robot,windows,intel,miniPc,2018-20,gaming,asus,bluetooth,e-ink,d,3Y,BLUE,Budget,GAMER,yes,15020,,£4707,£417,9935,15620,6367,£15732,£17563,
2022-04-24,server,linux,missing,Ultrabook,<2015,enterprise,dell,NaN,Lcd,C,1y,BLUE,Mid-Range, Student ,yes,£3643,2176,-999,"10,356"," 9,797",7778,17458,6560," 4,563",£17271
2024-03-06,Drone,windows, intel , ultrabook ,<2015,Education,acer,wi-Fi,lcd,C,2y,silver,BUDGET,professional,YES,19141,9501,12183,£16329,9218,"19,860"," 7,442",3635,11933,5370
13/10/2024,drone, android ,apple,ULTRABOOK,2015-17,consumer,asus,bluetooth,e-ink,c,5y,grey,premium,creator,No,18608,14778,NaN," 2,149",NaN,£8409,10437,11450,6809,12699
2024-06-14,DRONE,macos,APPLE,ultrabook,2024+,Education,APPLE,Bluetooth,missing,c,5y,white,flagship,creator,yes,5764,-999,8974,1294,NA,4669,NA,8321,"15,529",8151
16/09/2022,SERVER,ios,qualcomm,MINI PC,missing,Enterprise,asus,wi-fi,mini-led, C ,NO WARRANTY,silver,budget,Professional,yes,£383,9086,missing,12235," 9,138",3937,6316,£1633,NA,£13949
27/04/2021,drone,Windows, qualcomm ,Ultrabook,2018-20,NA,ACER,Ethernet,e-ink,B,5y,blue,budget,NaN,yes,£9155,£15739,330,14540,17226,1779," 5,152",19253,£16439,-999
2023-03-24,LAPTOP,chromeos,apple,2-in-1,2015-17,NA,Lenovo,NaN,e-ink,b,NO WARRANTY,black,budget,-999,no,£1103,1789,-999,"17,303",15958,£16561,9633,9823,18936,-999
2021-04-07,robot,Android,apple,2-IN-1,2024+,ENTERPRISE,apple,ethernet,oled,b,noWarranty,Black,budget, GAMER ,yes,£2530,£15287,13866,-999,19893,£7422,,3089,18673,15018
18/10/2021, Drone ,Windows,qualcomm,2-In-1,2021-23,enterprise,apple,Ethernet,e-ink,d,no_warranty,blue,FLAGSHIP,professional,yes,"14,707"," 5,685",18736,9106,£6398,7803,1535,£1018," 1,607",1877
2023-06-03,smartphone,Macos,intel,desktop,2018-20,gaming,Lenovo,5G,missing,C,5y,white,mid-range,creator, yes ,"19,184",6794,10990,3320,18013,17331,,2375,18878," 1,040"
2024-08-07,Server,android,QUALCOMM,DESKTOP,2015-17,gaming,lenovo,5g,mini-led,d, 1y ,Silver,premium,student,-999,13174,8388,14190,£909,10183,9053,14223,NA,3935,£13677
2022-11-18,SMARTPHONE,NaN,missing,NA,2021-23,education,apple,5g,e-ink,NA,1Y,black,FLAGSHIP,creator,yes,£2435,£1626,13373,"14,208","10,036"," 4,706",7571,£500,missing,1518
"Jun 03, 2024",robot,ANDROID,qualcomm,2-in-1,2018-20,Enterprise,dell,NA,missing,B,2y,GREY,budget,student,yes,18610,"12,255"," 9,499","16,400",£11315,4576,NA,£16358,missing,10757
missing, server ,Linux,Intel,2-in-1,2024+,EDUCATION,lenovo,5g,Mini-Led,a,5Y,NaN,budget,creator,Yes,11162,NaN,15670,"19,470",£3328,3007,3408,3311,416,3117
2024-05-28,LAPTOP,linux,amd,mini pc,2015-17,Enterprise,,5g,NA,c,no_warranty,Grey,Flagship,gamer,missing,6286,"17,671",£16466," 6,349",11656," 8,623","17,112",4680,16554,£10477
2021-07-05, robot ,windows,apple,2-In-1,2021-23,enterprise,asus,BLUETOOTH,E-Ink,-999,2y,Grey,budget,professional,no,,950," 4,862",,338,NA," 9,734",-999,£2241,£7543
06/06/2024,drone,linux,qualcomm,ultrabook,2015-17,NaN,DELL,5g, Mini-Led ,b,NA,white,PREMIUM,gamer,no,£1886,-999,14189,11703,10547,£7751,£16873,14267,13429,"17,589"
2021-03-18,SERVER,LINUX,NaN,MINI PC,2024+,enterprise,asus,ETHERNET,lcd,c,NA,white,premium,professional,no,17034,10008,1222,£17446," 9,741",3381,15497,NA,8917,£15932
2021-03-18,missing, ANDROID ,, desktop ,NA,CONSUMER,HP,bluetooth,oled,C,NaN,grey,-999,Gamer,,6002,1953,£19976,6075,£17073,1444,15379,17984,17331,£2869
2021-11-21,server,chromeos,missing,2-IN-1,<2015,NA,dell,ethernet, lcd ,A,3y, GREY ,Premium,NaN,NO,13620,£13691,9454,,£11135,12708,£9121,15399,3076,1214
05/08/2024,NaN,linux,qualcomm,Mini Pc,2015-17,education,ASUS,NA,lcd,b,-999,missing,premium, Professional ,yes,1542,£6598,9306,"19,114",179,15826,18078,12218,,NaN
28/06/2023,laptop,Macos,APPLE,mini_pc,<2015,education,hp,5g,MINI-LED,B,1y,GREY,budget,gamer,no,£984,missing,545," 8,822",NaN,15901,17853,9910,"12,315",14499
04/07/2024,tablet, linux ,APPLE,desktop, 2018-20 ,gaming,acer, ethernet ,oled, c ,No Warranty,-999,flagship,creator,yes,£12203,10661,£19422,3502,872,NaN,-999,£12625,£5394,866
15/05/2023,SERVER,macos,APPLE,NaN, 2024+ ,education,APPLE,Ethernet,mini-Led,b,1y,GREY, FLAGSHIP ,CREATOR,no,7873,£2059,1465,15870,7138,missing,11613,,12145,"14,029"
07/07/2022,Server,Android,Qualcomm,2-in-1,<2015, enterprise ,asus,5G,NA,C,3y, Blue ,mid-range, creator ,NO,13790,328,820,15282,,"11,844",19207,NaN,11940,19984
16/05/2021,Laptop,macos,apple,MINI PC,<2015, enterprise ,DELL,5g,NaN,NaN,3y,BLUE,PREMIUM,gamer,yes,14407,-999,-999,"15,382",missing,15946,£4370,3901,10858,-999
2021-05-15,tablet,linux,QUALCOMM,-999,missing,-999,acer, BLUETOOTH ,oled,C,NaN,White,Mid-Range,student,yes,15203,1331,5818,732,missing,3316," 9,883"," 2,830",   534,"11,130"
10/06/2023,NaN,chromeos,qualcomm,ultrabook,<2015,CONSUMER,NaN,Bluetooth,mini-led,a,no warranty,grey, PREMIUM ,professional,yes,9795,6467,12252,-999,5112,7483,,12516,9221,£10941
2024-05-06, Server ,android,qualcomm, mini pc , <2015 ,GAMING,LENOVO,,Oled, a ,3y,grey,premium,STUDENT,NA,19384,6993,£1340,2962,14784,8173,2482,"15,751",18432,3038
05/11/2022,NaN,linux,QUALCOMM, ultrabook ,<2015,Gaming,DELL,5g,mini-Led,A,NO WARRANTY,silver,flagship, Gamer ,NO,£3628,17032,"19,475"," 2,998",18522,9817," 8,958",5335,3856,13628
2022-01-17,drone,-999,INTEL, mini pc ,<2015,Education,ASUS,bluetooth,e-ink, a ,5y,white,flagship,student,yes," 7,478",NA,9506,12651,11752,19470,£6682,,-999,"16,919"
"Sep 24, 2023",Smartphone,chromeos,apple,DESKTOP,,gaming,hp,WI-FI,,C,2y,SILVER,Flagship,missing,missing,17627,NaN,11044,3049,9131," 5,252",2740,3704," 2,773",17562
"Jun 07, 2021",SERVER,windows,apple,Desktop,-999,gaming,asus,wi-Fi,E-Ink,b,NA,NA,premium,creator,no,£3183,£14680,,£4693,8505,NA,"15,804",-999,13215,missing
2022-01-27,TABLET,android,intel,-999, 2018-20 ,Education,,WI-FI,oled,D,5y, silver ,budget,missing,Yes," 1,227",£9100,£5821,15509,12105,£11630,3596,15986,9772,9
2022-06-16,Server,chromeos,INTEL,desktop,<2015,Enterprise,NaN,,LCD,d,2y,white, premium ,Gamer,yes,10391,17468,812,£17875,,£8965,930,183," 9,710",10518
14/12/2022,drone,ios,Intel,ultrabook,2021-23,gaming,Lenovo,wi-fi,oled,d, NO WARRANTY ,silver,budget,professional,yes," 8,040",£10745,4177,14570,£11082,£5026,£17114,4899,4927,15586
2023-11-02,smartphone,Android,intel,NaN,2015-17,consumer,asus,wi-Fi,Oled,c,5Y,silver,budget,gamer,yes,1215," 2,802",18001,"16,828",£16781,4299,missing,£15474,1560,1802
2021-10-06,Drone,windows,intel,ultrabook,2021-23,gaming,asus,bluetooth,mini-led,a,5Y, SILVER ,premium,professional,Yes,£24,19711," 2,524",18156,18080,16313,18383,16180," 1,520",£2323
11/05/2023,smartphone,linux,QUALCOMM,2-in-1,2021-23,education, HP ,BLUETOOTH,lcd,a,NaN,missing,mid-range,student,no,£14577,15039,7157,£11812,"16,467",14792,3562,£18982,NA,£18025
"Sep 07, 2023",robot,Ios,intel,DESKTOP,NA,Enterprise,,ethernet, E-Ink ,b,5y,Silver,premium,creator,Yes,3725,13674,£8148,18931," 3,739",16744,14186,13168,missing,12866
30/09/2023,Tablet,macos,amd,2-In-1,2018-20, enterprise ,ASUS,wi-fi, oled ,c,3y,Grey,mid-Range,student,YES,NaN,15257,NaN,1116,137,13482,NaN,6726,7769,19215
"Sep 27, 2021",smartphone,linux, QUALCOMM ,ULTRABOOK,2015-17,enterprise,lenovo,-999,MINI-LED,b,no warranty,White,premium,professional,NO,£11891,£3095,7843,"15,954",1131,9563,"19,819",17910,"13,102",11858
"Mar 14, 2021",tablet,macos,amd,-999,<2015,gaming,apple,WI-FI,MINI-LED,b,5y,Silver,budget,gamer,,2197,19710,NA,8001,NaN,19536,19870,£1761,NA,"14,510"
