 date , Breed ,colour,COAT LENGTH,pattern,eye_colour, vaccination_status ,microchipped?,age band?,indoor/Outdoor, favouriteToy ,temperament,food preference?,Litter Type/,Adoption Source,health issue,weight kg,age_months,LENGTH CM, height_cm ,daily calories,vet visits/,litterUsedKg,Play Sessions/Week, NAPS/DAY ,cost_£/month
2022-07-06,SPHYNX, white ,long,pointed,odd-eyed,up-To-Date,Yes,missing,INDOOR,Laser Pointer,PLAYFUL,-999, Recycled Paper ,friend,allergy,NA,19509,16925,-999,11538,missing,1882,-999,2664," 3,958"
12/12/2024,ragdoll,cream,Medium,tabby,green,Up-To-Date,no,Kitten,indoor,String,,NaN,recycled_paper,FRIEND, Allergy ,£16309," 1,187",7832,£8428,3667,4313,missing,NA,£1610,7774
"Aug 28, 2021",british shorthair, orange ,long,TABBY,ODD-EYED,unknown,YES,junior,missing,laser pointer,lazy,Raw,Silica,NaN,allergy,,£2399,15931,12944,3275,415,5904," 7,562",£17663,19996
27/02/2021, tabby ,-999,long,spotted,gold,OVERDUE,NaN,kitten,INDOOR,Catnip Mouse,lazy, Wet ,NON-CLUMPING,breeder,Arthritis,£2637,19770,NA,£1098,6886,10767,18931,£18842,13887,"10,909"
16/03/2022,Siamese,,NA,SOLID,NaN,OVERDUE,no,senior,Indoor,BALL,aggressive, wet ,recycled paper,shelter,none,15560," 7,494",£18993,"17,504",12598,19256,19222,7941,5996,14541
"Sep 16, 2023",British Shorthair,NA,short,tabby,NaN,not required,no,Junior,missing,featherWand,Aggressive,NaN,Silica,Online,allergy,10655,2239,NA,16422,12364,18194,,£6517," 5,420",NaN
2022-03-26,NA,brown,MEDIUM,Tabby,NA,NOT REQUIRED,NO,GERIATRIC,indoor,Ball, Shy ,mixed, Non-Clumping ,shelter, DENTAL ," 1,895",16885,14243,15259,4640,11818,6476,"12,655",4316,£12630
24/08/2023,RAGDOLL, CALICO ,NA,missing,COPPER,UNKNOWN,yes,prime,indoor,ball,Aggressive,dry,clumping,SHELTER,dental,£8402,-999,7585,"15,937",1696,2055,14568,6733,£2209,£76
20/05/2022,Tabby,Brown,medium,NA,blue,overdue,yes,-999,NaN, Feather Wand ,shy,mixed,SILICA,Online,,6049,11060,151,2041,8152," 4,257",11635,6413," 7,262"," 4,432"
"Mar 04, 2023",PERSIAN,calico,medium,solid,copper,overdue,yes,geriatric,-999,string,friendly,raw,recycled_paper,friend,none,2105,7496,7686,16553,"11,951",9149,1068,£13890,£16442,16004
"Dec 15, 2021",ragdoll,Cream,short,SOLID,gold,Up-To-Date,no,JUNIOR,outdoor,laserPointer,friendly,Wet,clumping,ONLINE,Arthritis," 7,613"," 8,415",-999,13362,NA,"14,892",9536,£2834,£9647,19321
2024-02-19,tabby,White,NA,solid,blue,Up-To-Date,Yes,senior,indoor,LASER POINTER,playful,raw,Recycled Paper,missing,None," 1,340",14718,9955,-999,18931,"18,917",£12859,-999,9656,missing
2024-10-02,Maine Coon,brown,HAIRLESS,tabby,Copper,UP-TO-DATE,No,KITTEN, Outdoor ,catnip mouse,playful,mixed,RECYCLED PAPER,shelter,none,15187,17706,14730,NaN,10608,£19312,"11,399",10939,14152,17175
,sphynx,-999,long,Tabby,Copper,unknown,-999,mature,indoor,catnipMouse,Aggressive,wet,non-Clumping,Shelter,none,8168,13252,7104,9652,15476,NA,6681,7035,13665,-999
"Mar 28, 2024",Tabby,Cream,long,Bi-Colour,Green,Not Required,No,Prime,indoor,catnipMouse,shy,mixed,SILICA,NA,none,£13869,17098,£16501,14682,13276,"14,667",1122,7762,19697,5353
2021-09-24,maine coon,NaN,NaN, bi-colour ,Copper, not required , NO ,PRIME,indoor,String,friendly,RAW, Clumping ,online,Arthritis,18759,19208,"16,767",5208,9385,"18,852",2881,13938,19983,missing
missing,bengal,tortoiseshell,LONG,Solid,GOLD,up-to-date,NO,kitten,INDOOR,ball,shy,mixed, silica ,stray,obesity,969,11419,-999,13020,£8333,NaN,4012,19556,4742,7286
19/07/2022, british_shorthair ,black,short,bi-colour,NaN,Not Required,NO,mature,Both,string,friendly,raw,non-Clumping,Online,None,18634,10423,2592,6989,4495," 9,480",£375,,5469,7950
2023-02-25,missing,NA,long,Spotted,blue,UP-TO-DATE,yes,missing,outdoor,Feather Wand,Playful,wet,silica,Stray,NA,"18,943",14908," 8,467",missing,19030,"15,666",16241,3092,£19971,8851
2022-02-18,siamese,calico,hairless,tabby,Blue,unknown, yes , Senior ,both,,shy,dry,NaN, shelter ,none," 2,453",-999,631,1116,7051,,4481,NaN,7125,15936
"Feb 24, 2021",PERSIAN,BLACK,long,solid,green,NA,no,geriatric,INDOOR,String,aggressive,mixed, Clumping ,breeder,dental,3859,£19315," 8,913",16980,£19856,8803,NaN,9736,11390,19393
30/04/2022,persian,white,long,tabby,blue,Up-To-Date,YES,prime,Both,string,playful,mixed,silica,breeder,none,NA,3104,£15280,19625,,2552,"14,855",£13066," 8,520",12291
2021-01-07, ragdoll ,black,short,Tabby,NA,unknown,no,Senior,Both,feather wand,shy, raw ,recycledPaper,Online,none,6153,4935,2872,18140,181,1464,£5172,£1664,NaN,£16837
missing,sphynx,BLACK,short,bi-colour,Blue,Overdue,NaN,mature,INDOOR,Catnip Mouse,friendly,mixed,recycled paper,Online,NONE,9774,10267,   118,,£14849,2904,missing,6940,12594,11836
NaN,NA,white,short,POINTED,copper,Up-To-Date,no,PRIME,both,catnip_mouse,friendly,Mixed, Recycled Paper ,friend,allergy,11004,11569," 6,056",   847,1345,"13,592",15019,3220,2044,18148
"Jul 21, 2023",NA,NaN, hairless ,Pointed,GOLD,unknown,NaN,SENIOR,outdoor,FEATHER WAND,shy,wet,non-clumping,NA,ALLERGY,7123,£10756,£7750,£79,11512,"15,058",17570,10787,8328,19518
09/08/2021,British Shorthair,NaN,LONG,spotted,gold,Not Required,NA,Mature, BOTH ,featherWand,-999,wet,non-Clumping,breeder,obesity,5163,10533,£14420,NaN,2830,"18,131",£3087,£16911,missing,NaN
"Mar 02, 2024",SIAMESE,black, medium ,POINTED, copper ,Unknown,yes, Junior ,Outdoor, feather_wand ,NA,MIXED,Recycled Paper,Online,Obesity," 9,212",14060,   556,£18119,£8781,15413,11894,NaN,13793,8304
2021-10-01,Tabby,missing,medium,solid,Gold,NOT REQUIRED,-999,junior,Outdoor,NA,shy,RAW,recycled_paper,Breeder,dental,7127,17051,"18,625",," 9,055","15,676",NA,13757,10622," 7,773"
07/04/2021,ragdoll,Orange,LONG,bi-colour,NaN,Unknown,no,KITTEN,NaN,ball,aggressive,mixed,silica,friend,Dental,£11506,£16362,£9370,4101,8188,7589,NaN,6421,1346,6954
2021-06-22, RAGDOLL ,NA,Hairless,tabby,-999,Not Required,yes,NaN,NaN,ball, SHY ,raw,RECYCLED PAPER,NaN,arthritis,missing,12992,NA,£882,15121,"16,714",NA,,"15,373",NA
2023-07-26,siamese,brown,,pointed,green,up-to-date,NO,mature,BOTH,catnip mouse,shy,raw,RECYCLED PAPER,friend,Allergy,11945,2603,19725,"15,166",missing,2521,13376,£17839," 5,194",missing
missing,NA,Cream,hairless,NaN,copper,UP-TO-DATE,YES, mature ,Outdoor,string,playful,,Silica,Shelter,obesity,19636,19181,15502,3066,,3146," 2,149",£3962," 8,652",3981
2024-02-27,NA, BLACK ,long,Solid,Gold,Not Required,Yes,mature,Indoor,catnip mouse,friendly,wet, Clumping ,Breeder,-999,2984,834,£6969,9061,"12,191",£12047,4026,19832,15756," 6,606"
30/03/2021,sphynx,grey,HAIRLESS,missing,copper, notRequired ,Yes,kitten,indoor,feather_wand,aggressive,raw,silica, friend ,ALLERGY,1980,15598," 2,545",16097,3243,,5889,8119,18762,-999
"Oct 17, 2024",Tabby,brown,Short,BI-COLOUR,missing,up-to-date,yes,SENIOR,indoor,BALL,aggressive,dry,recycled paper,Shelter,dental,19787,17355,NaN,14801,3173,"17,910","10,583","11,468",2095,10603
21/06/2023,maineCoon,White,MEDIUM,Bi-Colour,copper,not required,YES,Kitten,Both,catnip mouse, shy , Wet ,Silica,NA, Dental ,16200,£1392,18475,£7459,532,9837," 2,409",8608,1796,£10921
"Jul 27, 2022",SIAMESE,,MEDIUM,pointed,Green,notRequired,yes,junior,outdoor,ball,shy,,CLUMPING, stray ,Dental,5860,8346," 7,765",18468,26,£5462,16156," 9,171",3074,14870
2024-01-16, RAGDOLL ,brown,-999,tabby,blue,-999,no,Mature,Both,laserPointer,NaN,Dry,clumping,shelter,arthritis,11514,6457,13216,19763,2700,13635,16514,£16835,£11947,16158
05/01/2024,Tabby,NaN,Long,Pointed,green,notRequired,yes,Geriatric,NaN,LASER POINTER,lazy,NaN,silica,missing,Dental,4486,8147,"10,785",7522,17591,3798,7079," 2,390",£4169,5625
2022-08-07,britishShorthair,-999,hairless,bi-colour,copper,Unknown,no,-999,Indoor,catnipMouse, Shy ,Dry,Non-Clumping,online,dental,£4214,12562,£15030,17527,12571,£13907,,6294,3461,20
"Oct 17, 2024",Tabby, brown ,HAIRLESS,tabby,gold,overdue, yes ,-999,OUTDOOR,string,aggressive,Raw,clumping,online,OBESITY,£4234,2676,18970,17837,"12,626",16909,£15944,11206,"13,306","11,828"
06/04/2023, SIAMESE , brown ,long,Solid,copper,Not Required,yes,geriatric,both,string,Aggressive,-999,NaN,breeder,none,10196,8060,8164,£3496,"15,568",3801,"19,539",17772,12724,5834
14/06/2022,siamese,tortoiseshell,long,Spotted,GOLD,up-to-date,yes,Kitten,outdoor,feather wand,PLAYFUL,,silica,BREEDER,arthritis,17339,17141,3418,4970,1480,19245,£10947," 3,324",NaN,£19844
NaN,TABBY,orange,LONG,Pointed,ODD-EYED,NA,yes,JUNIOR,missing,string,SHY,MIXED, silica ,Online,allergy,missing,£17613,£9277,14680," 1,992",NaN,"15,234",NA,18022,7917
25/07/2021,MAINE COON,CREAM,hairless,spotted,odd-eyed,Up-To-Date,NaN,Geriatric,outdoor,featherWand, shy ,dry,non-Clumping,online,missing,19007,9029,16414,£15830,8765,18831,19156,missing,£13960,4142
02/05/2021,siamese,black,Medium,,copper,notRequired,no,senior,indoor,-999,playful,Wet,CLUMPING,Friend,Arthritis,10336,,1149,1929,365,10074,NaN,19403,5321,17253
21/06/2022,sphynx,,SHORT,,copper,unknown,No,Senior,indoor,Catnip Mouse,SHY,,non-clumping,NaN, arthritis ,£13176,1756," 4,252",19069,7735,-999," 1,331","12,746",£1132,"18,244"
29/05/2024, maine coon ,tortoiseshell,short,bi-colour,gold,up-to-date,YES,mature, both ,string,lazy,-999,missing,STRAY,ARTHRITIS,17858,2481,13044,NA,"14,373",3065,"18,965"," 7,168"," 6,950",-999
27/05/2022,Siamese,grey,medium,bi-colour,BLUE,unknown,Yes,mature,Indoor,string,,Mixed,Clumping,Online,arthritis,11005,1716,4985,6646,"17,856",missing," 9,816",19362,£16066,£1471
"May 13, 2023",bengal,BROWN, hairless ,solid,GOLD,notRequired,NO, JUNIOR ,outdoor,,Aggressive,wet,recycledPaper,friend,ALLERGY,18611,10478,7503,£6512,7077,£3454,6083,7645,5155,£9144
31/12/2021,britishShorthair,Tortoiseshell,hairless,Pointed,Copper,not_required,yes,prime,both,,friendly,wet,silica,Friend,Dental,£4138,"11,593",4429,£16832,7378,15645,9250,£12408,NaN,7495
17/02/2023,persian,calico,medium,tabby,odd-eyed,not_required, Yes ,junior,BOTH,missing,NaN,mixed,silica,-999,ARTHRITIS,£13382,missing,16366," 8,226",£8341,13273,£15922,12569,16583,11026
2022-04-25,persian,BROWN,hairless,tabby,blue,up-to-date,Yes,Senior,BOTH,catnip_mouse,AGGRESSIVE,Dry,non-clumping,online,allergy,3485,£9905,1655,NaN,19544,13508,£18370,10656,£10714,15044
23/01/2023,persian,orange,medium,NaN,Green,unknown,Yes,-999,both,STRING,Lazy,raw, clumping ,Stray, arthritis ,8559,3529,-999,,13331,3218,£8275,£1248,10354,14190
"Jul 05, 2022",missing,missing,hairless,NA,Copper,OVERDUE,yes,prime,indoor, CATNIP MOUSE ,AGGRESSIVE, raw ,,FRIEND,obesity,2604,17683,-999,-999," 7,478","10,889",17491,12867,£2365,£11865
02/08/2024,sphynx,WHITE,medium,Bi-Colour,odd-eyed,UNKNOWN,yes,prime,OUTDOOR,string,Friendly, dry ,,friend,dental," 9,569",£13350,16338,£10175,17916,£1683,18730,£759,£11360,-999
27/05/2023, Maine Coon ,Black,hairless,pointed,missing,NaN,no,mature,Indoor,NA,PLAYFUL,MIXED,silica,breeder,NaN,missing,12598," 3,844",£15800,,NA,11437,13562,8188,NaN
2021-04-08,SIAMESE,BLACK,LONG,pointed,green,NaN, no ,prime,both,string,aggressive,mixed, Recycled Paper ,BREEDER,none,19453,NA,18491,5490,8318,10369,16419,17666,£19314,4906
2024-07-29,ragdoll,NA, medium ,solid, BLUE ,unknown,missing,Prime, indoor ,FEATHER WAND,shy,mixed,CLUMPING,stray,OBESITY,19884,13691,9406,9620,2067,£12844,"12,309",NA,10781,16071
,british_shorthair,tortoiseshell,MEDIUM,tabby,NA,up-to-date,NO,NA,BOTH,laser pointer,friendly, DRY , recycledPaper ,online,Dental,17929,18600,£2826,£12277,£19292," 5,366",£18844,£9304,18761,"15,328"
31/01/2022,-999,White, hairless ,bi-colour,GREEN,,No,mature,outdoor,Catnip Mouse,aggressive,,non-clumping,-999,dental,"15,477",£1869,£15703,18478,14179,9994,£18399,10324,9939,18271
20/03/2024, sphynx ,white,long, TABBY ,odd-eyed,,-999,senior,both,laser_pointer,playful,wet,NaN,friend,arthritis,9805,£843,14474,12150,1944,9367,£14108,17341,£16160,£6667
2024-02-26,BENGAL,cream,medium,Solid,green,up-to-date,No,GERIATRIC,Indoor,laser pointer, playful ,mixed,-999,-999,dental,5760,10252,"17,139",£14711,7199,NA,6998,9005,NaN,£2007
08/04/2021,NaN,,short,Pointed,gold,unknown,yes, senior ,outdoor,string, AGGRESSIVE ,WET,recycled paper,BREEDER,obesity,19912,1006,2909,16407,£8278,£2191,12001,10162,1906,-999
19/08/2021,maine_coon,WHITE,medium,pointed,Blue,unknown,no, geriatric ,both,feather wand,NaN, Raw ,clumping,breeder,allergy,7110,-999,£13275,£12991,18172,11463,,1148,13759," 5,825"
2022-01-30, PERSIAN ,tortoiseshell,long,bi-colour,Gold,NOT REQUIRED,no,mature,indoor,string,-999,NA,non-clumping,Friend,dental,missing,NA,16395,-999,15530,11767,19933,missing,missing,-999
2022-02-09,ragdoll,brown,SHORT,tabby,odd-eyed,overdue,yes,Prime,Both,Catnip Mouse,friendly,mixed,non-clumping,Stray,OBESITY," 7,651"," 2,634",19125,15928,NA,17799,10807,"10,597"," 6,473",5726
16/11/2021, BENGAL ,WHITE,short,solid, BLUE ,Unknown,YES,GERIATRIC,OUTDOOR,Ball,AGGRESSIVE,mixed,RECYCLED PAPER,online,none,11459,12708,1742,9193,12594,10442,"15,259",£15384,2494,£9700
10/07/2024,BENGAL,WHITE, Long ,Pointed,gold, Up-To-Date ,no, prime , both ,feather_wand,playful,dry,clumping,Shelter,NA,13700,6669,£4687,16876,2701,£13009,,£15880,£16805,7578
2023-09-13,maine coon,cream,short,pointed,blue,unknown,yes,Mature,both,NA,playful,wet,silica,BREEDER,NaN,£15803,3153,"17,916","14,283",16042,£15911,19518,£88,£16921,19694
"Dec 13, 2022",Tabby,grey,MEDIUM,TABBY,Copper,Up-To-Date,no,geriatric,Outdoor,NA,aggressive, mixed ,SILICA,online,obesity,"14,212",8789,-999,£15764,6945,679,6251,-999,£7425,17116
2022-11-02,Sphynx,Calico,short,BI-COLOUR,green,unknown,yes,kitten,outdoor,Catnip Mouse,shy,raw,silica,online,None,NA," 8,901",7980,17432,£17905,3602,1141,-999,405,18772
2022-04-23,maine coon,brown,HAIRLESS,spotted,blue,not required,No,senior, BOTH ,NA,shy,-999,silica,online, dental ," 2,446",missing,"18,190",17340,3538,1174,4958,18382,12839,3367
25/10/2024,tabby,black,SHORT,NaN,,overdue,YES,MATURE,outdoor,string,playful,MIXED,SILICA, breeder ,obesity,6620," 3,476",£16043,"14,523",£12920,8343,missing,7216,£18002,7032
21/01/2022, BENGAL ,black,medium,SPOTTED,Odd-Eyed,Up-To-Date,yes,geriatric,indoor,Feather Wand,playful,RAW, recycledPaper ,friend,NaN,4464,8275,18874,£15216," 7,067",-999,£18361,16768,£8845,
2024-09-03,tabby,,medium,Solid,odd-Eyed,unknown,no,Senior,outdoor,BALL,-999,raw,CLUMPING,breeder,allergy,8911,626,6061,£14249,,16095,18120,NaN,-999,404
2022-03-16,tabby,tortoiseshell,long,solid,GOLD,Up-To-Date,No, geriatric ,BOTH,BALL,SHY,NaN,-999,stray,obesity,"12,342"," 1,650",3440,19280,4142,19388,12532,3794,10235,15937
2021-09-27,Siamese,,,spotted,Copper,not_required,No,geriatric,both,CATNIP MOUSE,playful,dry,non-clumping,breeder,NA,NA,16687,5716,15383,   716,9245,6959,13535,"13,641",415
2024-03-19,bengal,Black,short,Pointed,gold,UP-TO-DATE,Yes,MATURE,Both, string ,-999,Mixed,recycledPaper,Stray,obesity,NA,£15455,£19105,19057,7577,2671," 7,665",1341,5324,"17,950"
2023-08-04, maineCoon ,white,NA,solid,GREEN,NaN,Yes,MATURE,Both,FEATHER WAND,Playful, RAW ,non-Clumping,online,obesity," 7,937",£4399,6901,£16546,NA,14396,7790,-999,5393,NA
"Jun 12, 2024",Persian,NA,Short,solid,COPPER,overdue,NA,PRIME,indoor,Catnip Mouse,Playful,Wet,recycled_paper,stray,none,"12,090",9654,£15486," 8,756","15,323",13852,19252,£12203,"16,150",2370
2023-02-21,tabby,orange,hairless,Tabby,gold,overdue,Yes,kitten,Indoor,ball,lazy,-999,CLUMPING,shelter,obesity,NA,9507," 7,050",,2559,4029,12101,1776,6515,5689
2021-03-22,ragdoll, brown ,hairless,,blue,NaN,Yes,mature,both,String,NaN,wet,non-Clumping,shelter,dental,4547,15328,£4491,10214,NaN,3112,11612,14568,7294,"11,274"
01/09/2021,siamese,orange,Hairless,pointed,blue,overdue,NO, senior ,outdoor,feather_wand,shy,Raw,non-clumping,stray,arthritis,3849,1466,11134,£5809,NA,-999,14402,8062,1861,1532
21/04/2022, Persian ,Cream,-999,solid,COPPER,Not Required,No, Mature ,Outdoor,Feather Wand,shy,wet,RECYCLED PAPER,online,Obesity,1605,-999,3231,£12273,17409,1038,10207,13072,9075,17181
2021-06-15,PERSIAN,black,medium, tabby ,COPPER,unknown,YES, Prime ,-999,Feather Wand,Shy,-999,Clumping, Shelter ,NA,18787,9,5405,691,15583,2120,   107,3093,19593,£4103
2024-03-19,PERSIAN,cream,short,spotted,missing,Unknown,Yes,NA,Indoor,feather_wand,aggressive, wet ,silica,FRIEND,none,£16060,"14,429","13,108",missing," 4,072",15295,missing,£414,14005,£10178
2023-07-21,RAGDOLL,white,short,solid,odd-eyed,Unknown,No,missing,BOTH,feather_wand,playful,Wet,missing,friend,obesity,1883,17720,"15,775"," 7,572",14845,9230,£17641,,missing,£14914
10/03/2023,ragdoll,white, medium ,bi-colour,copper,UP-TO-DATE,NaN,NaN,OUTDOOR,Catnip Mouse,NaN,,silica,Online,NONE,16474,missing,£19035,19039,2059,,18989,13298,5510,
2023-11-15,Ragdoll,white,short, spotted , green ,UNKNOWN,No,mature,both,feather_wand, lazy ,dry,silica,friend,missing,10723,17687,,"18,680",£9810,14105,£10308,"12,726",16821,2071
"Jan 24, 2022",maine_coon,CREAM,medium,bi-colour,green,overdue,yes,mature,NaN,laser_pointer, friendly ,Raw, NON-CLUMPING ,missing,dental," 5,943",17222,4128,   278,8204,14032,£11677,"10,065",3363,"13,903"
30/01/2022,British Shorthair,-999,missing,solid,green,not_required,yes, KITTEN ,indoor,feather_wand,playful,wet,silica,friend,None,missing,,£14809,,6098," 5,139",12133,£16832,   894,4356
15/12/2023, tabby ,-999,Short,TABBY,Odd-Eyed,NOT REQUIRED,NA,mature, outdoor ,CATNIP MOUSE,friendly,dry,SILICA,friend,None,7452," 3,291",1985,NA,£16399,5658,"18,002",793,£1774,NA
2023-06-19,persian, brown ,NaN,Pointed,Green,overdue,yes,NA,OUTDOOR, catnip mouse ,playful, Wet , Non-Clumping ,breeder,NaN,£4643,19289,£17356,12762,£5435,9570,,£4107,14588,1114
11/09/2022,persian,White,long,bi-colour,blue,missing,NO, geriatric ,Indoor,String,shy,mixed,RECYCLED PAPER,breeder,allergy,10410,,£5611,18288,10225,16076," 8,696",NA,19890,564
2022-07-22,sphynx,missing,hairless, tabby ,COPPER,UNKNOWN,no,JUNIOR,-999,catnip mouse,,Wet,silica,online,arthritis," 4,756","13,347",15567,8518,£14022,missing,"18,749",5965,£16259,"10,340"
2022-05-22,SIAMESE,NaN,HAIRLESS, BI-COLOUR ,gold,NA,,kitten,both,CATNIP MOUSE,aggressive,Dry,silica,STRAY,allergy,-999,NA,£6704,£5532,"14,306",8076,9122,£18396,16825,2711
2024-11-13,Sphynx,calico,NaN,Solid,green,UNKNOWN,no,Senior,Both, ball ,NaN,mixed,non-clumping,,NONE,2773,1482,9864,missing,5836,9131,£543,3659,NaN,729
2024-12-20,maineCoon,orange,missing,pointed,gold,NA,-999,prime,outdoor,catnip_mouse,Shy,missing, Non-Clumping ,breeder,Allergy,£12588,-999,19283,17719,1735,NA,15648,18961,6275,3313
"Nov 27, 2024",persian,brown,short,spotted, blue ,NOT REQUIRED,NO,missing,,string,Friendly,NaN,silica,friend,allergy,14011,£4654,£2939,19002,8208,7510,£18467," 1,660",2904,4238
2023-06-29,NA, white ,short,solid, GREEN ,Unknown,YES,kitten, indoor ,laser_pointer,lazy,raw,clumping,breeder,none," 2,397",11332,£10907,10348,788,13614,10957,NA,£9767,13668
13/04/2021,missing,cream,long,Solid,odd-eyed,Overdue,no, kitten ,Both,BALL,aggressive,NaN,Clumping,SHELTER,NONE,-999,9829,"17,439",12452,£5513,£3989,-999,7863,8173,£175
2022-02-06,sphynx,NaN,medium,POINTED,NaN,not_required,No,JUNIOR,both, feather wand ,lazy,RAW,SILICA,breeder,allergy,"14,720",NaN,19787," 2,990",NaN,2719,"10,996",10443,19122,16048
2024-07-03,persian,Cream,long, tabby ,gold,overdue,no,junior,both,ball,aggressive,WET,NON-CLUMPING,Friend,obesity,17876,19936,5834,"13,765"," 6,914",£19445," 9,966",12434,1836,11151
11/08/2022,siamese,white, Short ,solid,ODD-EYED,not_required,yes,Junior,both,Ball,friendly,missing,SILICA,Online,NA,missing,10423,7365,"17,052",11647,missing,£16673,,£1402,missing
28/12/2023,british_shorthair,cream,missing,missing,copper, up-to-date ,No,NA,Both,string,Lazy,mixed,non-Clumping,missing,OBESITY,"10,992",17557,5148,19047,12830,497,9219,NA,£7034," 8,598"
28/09/2021,NA, BLACK ,long,pointed,gold,overdue,No,senior,indoor,featherWand,AGGRESSIVE,raw,clumping, breeder ,none,13179,13127,"17,776"," 9,086",10345,NaN,missing,"11,872",11349,1086
13/01/2024,missing,brown,HAIRLESS,missing, copper ,overdue,-999,mature,Outdoor,String,Friendly,Mixed,Non-Clumping,Stray,obesity,13690,8899,15753,15897,7504," 9,510","19,947",13362,"15,496",6767
29/01/2023,-999,cream,medium,pointed,COPPER,up-to-date,No,missing,BOTH,feather_wand,playful,wet,recycled_paper,shelter,dental,"19,888",5624,missing,"16,594",15492,18377,£6298,3698,11992,1076
2023-09-26,sphynx,Brown,hairless,solid,green,not_required,yes,mature,indoor,missing,playful,-999,Clumping,online,ALLERGY,NaN,10514," 6,254","19,120"," 9,886",NaN,1528,16861,19710,16842
2022-05-23,PERSIAN,NA,medium,spotted,Odd-Eyed,NA,no,-999,Outdoor,missing,aggressive,raw,clumping,online,Arthritis,888,15823,"19,720",£12199,7613,16107,17740,£1994,£13732,£11328
12/04/2024,PERSIAN,brown,medium,NaN,blue,,no,-999,missing,featherWand, AGGRESSIVE ,mixed,missing,online,dental,6735," 3,421",2874,151,14342,5211,4227,3985,2868,8274
14/04/2022,bengal,-999,medium,solid,ODD-EYED,overdue,no,senior,OUTDOOR,NaN,shy,, recycledPaper ,online,arthritis,"11,328",17116,"11,506",£18075,5535,£13514,12969,missing,18271,19954
2022-06-20,,Brown,long,POINTED, copper ,not required,no,MATURE,OUTDOOR,ball,aggressive,wet,SILICA,STRAY,ALLERGY,£10963,19582,£12556,19350,£14691,3015,8256,,"17,850",17555
29/07/2022,TABBY,orange,-999,Pointed,Odd-Eyed,not required,yes,PRIME, OUTDOOR , string ,lazy,NA,non-clumping,Online,NONE,9623,"16,262",9240,1179,NaN,2113,1749,£6601,£8416,3217
31/10/2024,Sphynx,black,MEDIUM,Tabby,missing,up-to-date,NA,senior,Both, String ,playful,missing,clumping,Shelter,,15467,14576,6379,9734,-999,4738,6616,6079,"12,357",£1030
-999,siamese,NaN,short,missing,,overdue,NO,Mature, Both ,NaN,Lazy,NA,recycled paper,-999,Dental,10716,19680,11205,£3509,11952,10566,,4264,£6607,-999
2022-08-11,tabby,brown,medium,pointed, green ,Up-To-Date, yes ,junior,outdoor,Ball,FRIENDLY,Mixed,SILICA,STRAY,obesity,"12,193",17126,19499,,"10,618",5205,15644,£9893,3200,£9466
2024-11-21, british shorthair ,NA,hairless,pointed,blue,notRequired, yes ,Junior,BOTH,ball,shy,raw,clumping,Online, allergy ," 1,541"," 6,305","11,385",£588,7688,£15148,10043,"18,023",12598,£5313
