DATE,sport, surface ,competition_level, Gender Cat ,SEASON,weatherCond,Venue Type,team_name,coach, League /,equipment brand, scoringMethod ,Time Slot,official count,broadcast net, attendance ,ticket £?,Game Time Min/,Possession %, Fouls ,shots,pass_accuracy_%,Yards,ERRORS,sponsorship £k/
2021-05-09,cricket,indoor,missing, MEN ,pre-season,hot,indoor,tigers,rookie,C-LEAGUE,WILSON,NaN,morning,2,,935,11432,11978,12098,1359,9758,"18,772",18940,7727,19477
08/08/2022,basketball, road ,amateur, Mixed ,regular,hot,outdoor,bears,NA,C-LEAGUE,Wilson,runs, night ,2,espn,4046,13095,18844,missing,14995,"10,655",13296,7118,NA,562
12/09/2021,cricket,indoor,SEMI-PRO,WOMEN,pre-season,hot,INDOOR, tigers ,rookie,C-LEAGUE,Adidas,GOALS,MORNING,1,missing,6622,£19301,12793,4232,£18420,4074,8754,11895,138,£15458
2022-08-06,Running,indoor,pro,men,Playoffs,hot,indoor,eagles,Veteran,b-League,nike,runs,evening,5,espn,£19433,9496,£16968,17015,16312,missing,16025,2839,9996,6595
07/08/2024,missing,grass, pro ,women,playoffs,hot,Outdoor,NA,ROOKIE,-999, Nike ,SETS,AFTERNOON,1,nbc,£5929,7147,£842,1542,10613,9927," 9,376","18,855",9151,
18/11/2024,missing, INDOOR ,AMATEUR,men,pre-season,hot,outdoor,sharks,veteran,A-League,wilson,sets,Evening,3,NBC," 3,201",missing,"17,321",5848,17572,8045,£17277,£1591,9391,3115
2024-10-11,rugby,clay,amateur,Mixed,regular,SNOWY,missing,,veteran,c-league,puma,runs, afternoon ,2,espn,4481,15576,17618,£9413,-999,14221,8576,10081," 7,969",
14/02/2022,TENNIS,SYNTHETIC,semi-pro,men,missing,NA,indoor,Tigers,veteran,NaN,puma,sets,night,5,bbc,£15269,NaN,"12,791",12964,7760,11498,6694,£3926,12173,8466
NaN,missing,clay,-999,mixed,playoffs,NA,NaN,tigers,veteran,A-League, adidas ,points, afternoon ,NA,bbc,3005,-999,-999,£14990," 9,801",14354," 5,877",£9616,£10491,£217
17/04/2022,tennis,INDOOR,pro,women,REGULAR,hot,OUTDOOR,bears,veteran,NaN,nike,NA,evening, 4 ,espn,£7798,2333,16760,£10256,16826,2576,4942,    28,3006," 7,940"
19/05/2021,FOOTBALL,hardcourt,international,women,PLAYOFFS,hot, indoor ,missing,veteran,c-league,wilson,NaN,afternoon,2,bbc,18896,13996," 7,253",16784,1433,19469,9611,18360,18589,5923
2023-04-08, CRICKET ,road,AMATEUR,women,regular,missing, OUTDOOR , bears ,VETERAN,a-league, nike ,goals,MORNING,1,missing,16831,17583,10834," 6,365",£8330,14436,NA,NaN,2769,6573
19/11/2021,cricket,CLAY,amateur,WOMEN,PRE-SEASON,wet,-999,lions,NaN,b-league,ADIDAS,points,,3,NBC,12731,14745,NaN,11412,NaN,"18,622",251," 5,682",£19606,14293
09/09/2022,Rugby,grass,PRO,men,pre-Season,DRY,missing,wolves,rookie,A-League,ADIDAS, goals ,afternoon,2,BBC,12611,   235,4791,18393,1345,-999,6917,7957,NA,17778
"Sep 04, 2022",tennis,hardcourt,INTERNATIONAL,mixed,Pre-Season,windy, outdoor ,SHARKS,veteran,missing,WILSON,-999, MORNING ,3,SKY,£19316,14194,16469,14431,17470,13673,£19710,"14,992",£16243,£5884
21/11/2024,RUGBY,clay,INTERNATIONAL,,REGULAR,wet,-999,, Veteran , A-LEAGUE ,puma,runs,MORNING,5,Bbc,17637,8940,NaN,missing," 1,429","16,038"," 2,828",13290,10024,13375
2023-04-21,TENNIS,synthetic,International,NA,regular,Hot,Indoor,Lions,veteran,b-league,adidas, sets , night ,NaN,bbc,£10969,14954,13054,13279,12754,5642,17406,5201,£14459,18875
2023-11-03,Running,HARDCOURT,INTERNATIONAL,women,PRE-SEASON,-999,indoor,missing,veteran,b-League,WILSON,runs,afternoon,1,NBC,"19,789",,£7980,-999,8179,missing,3546," 2,985",16720,6846
27/03/2021,running,Road,International,men,Regular,snowy,OUTDOOR,tigers,VETERAN,A-LEAGUE,wilson,NA,MORNING, 5 ,bbc,9747,6177,3991,17947,19984,£1268,1031,   928,11884,18125
2024-02-01, RUNNING ,grass,International,men,PLAYOFFS,DRY,indoor,wolves,missing,c-league,puma,POINTS,evening,2,NA,£8940,9766," 8,925",£13957,1049,11042,16350,12238,£5845,16014
missing,football, clay ,semi-Pro, women ,playoffs,wet,outdoor,lions, Veteran ,A-LEAGUE,Adidas,runs,evening,3,-999,7193,5237,803,11283,£14702,£1214,1273,£3,£4941,£7636
14/02/2021,TENNIS,road,AMATEUR, men ,Playoffs,,outdoor,SHARKS,missing,A-League,puma,goals,afternoon, 3 ,Nbc,13490,NaN,643,14998,3414,17959,15698,missing,£7446,8816
23/10/2021,basketball,indoor,-999, MEN ,PRE-SEASON,wet, outdoor ,eagles,ROOKIE,c-league, PUMA ,POINTS,NIGHT,3,espn,16527,£11597,£18879,-999,5892,   324,-999,9158,14835,3514
2021-04-13, rugby ,road,INTERNATIONAL,men,regular,wet,indoor,bears,interim,a-League,NIKE,goals,afternoon,3,sky,2231,NA,missing,£1176," 3,009","13,455",14988," 7,932",12471,NaN
2021-05-06,running,Indoor,AMATEUR,women,PLAYOFFS,dry,indoor,LIONS,rookie,A-League,nike,POINTS,Afternoon, 1 ,bbc,18173,16950,11549," 4,158",1976,-999," 9,056"," 3,686",14954,8942
missing,football,INDOOR,Amateur,Women,PRE-SEASON,hot,indoor,Eagles,veteran,a-league,puma,POINTS,AFTERNOON,4,nbc,,10522,NA,missing,2431,2863,£19802,"12,853",-999,5503
2023-09-26,basketball,,amateur,men,Pre-Season,hot,outdoor,Tigers,Rookie,NA, PUMA ,sets,NA,1,espn,-999,£2990,£11685,4864,1780,£9520,262,9703,6299,£18157
,basketball,indoor,semi-pro,men, REGULAR ,dry,Outdoor,wolves,Interim,-999,nike,points,Morning,4,sky,8399," 4,054",£15526,4621,14963,11095,15613,15301,18866,6091
02/02/2022,Football,synthetic,international,men,pre-season,snowy,Indoor,TIGERS,ROOKIE,b-League,Wilson,NaN,Night,5,Bbc,12427,14412,110,9561,12174," 7,992",5862," 3,863",£4385,
"Feb 04, 2021",football,Synthetic,INTERNATIONAL,women,playoffs,snowy,outdoor,Tigers,VETERAN,a-league,missing,sets,NaN,1,Espn,"13,588",18951,£5323,-999,14651,£17518,4257,772,4120,£15925
2021-11-20,rugby,Synthetic,,mixed,playoffs,NA,Indoor,BEARS,NA,NaN,Wilson,Goals,AFTERNOON,5,-999,12580," 7,971",-999,1020," 6,190",-999,19107,"11,788",19485,13826
15/03/2021,running,synthetic,INTERNATIONAL,Mixed,regular,dry,Outdoor,NaN,veteran,B-LEAGUE,puma,Sets,morning,5,ESPN,14670,£12467,10115,15811,,16329,15335,2832,£12534,18275
"Sep 25, 2023",TENNIS,grass,semi-pro,NA,playoffs,Snowy,outdoor,tigers,interim,c-league,missing,Runs,EVENING,4,bbc,£8109,15128,7851,15194,15018,11852,"19,402",1793,,4960
2022-02-12,FOOTBALL,Indoor,amateur,-999,Playoffs,DRY, indoor ,Wolves,rookie,a-League,NaN,goals, morning ,NA,nbc,£3850,16020,13863,978,£10518,7112,£19528,13725," 6,746","13,093"
02/04/2024, Rugby ,Synthetic,,Men,REGULAR,SNOWY,Outdoor,eagles,interim,a-League,missing,SETS, AFTERNOON ,2,missing,£7853,13763,£1725,,missing,"19,181",missing,11187,17343,"11,302"
2021-12-15,cricket,Clay,pro,Women,REGULAR,windy,OUTDOOR,sharks,rookie,C-League,nike,goals,-999,missing,nbc,19192,,missing," 2,058",9342,10904,6198,NaN,-999,NA
2023-05-09,RUGBY,road,semi-pro,Men,regular,Hot,outdoor,tigers,VETERAN,c-league,Puma,sets,evening,4,BBC,12130,"19,749",17036,missing,7317,,NaN,"13,379",missing,7199
"Jun 06, 2023",CRICKET, indoor , semi-pro ,,Playoffs,NaN,OUTDOOR,eagles,-999,A-League,adidas,runs,morning,2,Bbc,13541,14082,3864,5865,1757,"12,321",7342,18832," 6,728",7871
2024-12-05,running,hardcourt,AMATEUR,women,regular,HOT,outdoor,bears,veteran,b-League, Puma ,missing,NA,1,bbc,£2213,£17147,5665,11542,,£13542,6026,4286,missing,£11206
29/03/2024,basketball,hardcourt,international,mixed,missing,snowy,outdoor,Bears,veteran,C-League,wilson,points,evening,4,Sky,19011,4593,7646,£19130,5427,3878," 2,876",£7898,10994,15109
10/10/2024, cricket ,-999,AMATEUR, WOMEN ,PRE-SEASON, Windy ,INDOOR,wolves, INTERIM ,B-League,NIKE,sets,night,3,ESPN,6436,2440,"12,495",£6546,8129,9105,£5182,16386,2097,8266
07/07/2024,football,NA,International,MIXED,Regular,windy,outdoor,Bears,rookie,NaN,NaN,points,Morning,missing,nbc,NaN,16354,7159,137,12822,NaN,4989,NA,10517,17272
"Mar 08, 2024",Basketball,SYNTHETIC,AMATEUR, MIXED ,playoffs,missing,INDOOR,Bears,rookie,C-LEAGUE,puma,Runs,evening,3,nbc,"17,596",14233,-999,4566,1084,"14,585",,3358,missing,missing
"May 19, 2023",Football,grass,pro,women,PRE-SEASON,Windy,outdoor,Lions,interim,B-LEAGUE,NaN,points,NA,NA, Bbc ,360,17075,6099,missing,10520," 1,257","17,074",-999,£1702,12694
01/08/2024,running, hardcourt ,semi-pro,mixed,regular,HOT,-999,missing,-999,B-League,adidas, SETS ,evening,5,bbc,£7491,6769,4944,£19407,8255,17231,missing,8792," 5,929",14844
2024-12-11,Basketball,indoor,semi-pro,men,pre-Season,hot,indoor,wolves, INTERIM ,c-League,nike,POINTS,-999,5,Bbc," 9,093",2461,1462,£4773,14736,-999,14776,£4179,"13,566",12977
03/06/2024,rugby,Indoor,Amateur,men,NaN,wet, outdoor ,wolves,Veteran,,NaN,sets, NIGHT ,1,NBC,16270,"11,968",11575,2912,-999,5420,£9860,-999,7949,NaN
"May 05, 2022",basketball,indoor,international,women,missing,wet,indoor,sharks,-999, a-League ,wilson,RUNS,NA,2,nbc,18744,16148,£16171,8976,16186,7433,18067,17257,£17670,11717
29/08/2023,FOOTBALL,-999,amateur,mixed,regular,snowy,Indoor,tigers,interim,b-League,Wilson, sets ,Night, 2 ,BBC,£14386,8569,7590,£11600," 8,084","12,334",19934,£6285,12694,12917
2022-08-22,tennis,NaN,semi-pro,MIXED,playoffs,SNOWY,indoor,eagles,veteran,a-league,Puma,SETS,EVENING,1,nbc," 4,775",£16939,10291,9215,-999,3383,16428,7147,1181,£6593
"Apr 04, 2022",football,clay,NaN,women,pre-Season,wet,INDOOR,lions,,a-league,wilson,sets,evening,4,-999,19080," 3,744",1566,13341,NA,NaN,"18,037"," 5,791",15365,13138
08/06/2021,running, hardcourt ,pro,mixed,playoffs,snowy,OUTDOOR,bears,Interim,c-League,wilson,points,NIGHT,2,Bbc,NA,£15060,5637,"18,126",2067,"14,762",1961,16184,£8426,
NA,NaN,SYNTHETIC,semi-pro,MIXED,,Windy, outdoor ,,rookie,B-LEAGUE,nike,runs, afternoon ,-999,Nbc,10734,2867,18718,18530,8545,£16507,£7617,£19680,"14,663",£8692
NaN,CRICKET,grass,amateur,WOMEN,Playoffs,Windy,outdoor,eagles,rookie,c-league,adidas,points,Night,2,NaN,2864,£11017," 5,195",   613,9446,4131,"12,154",   471,NA," 9,144"
17/07/2023,Cricket,hardcourt,,NA,pre-Season,Dry,outdoor,Wolves, rookie ,missing,NIKE, points ,NIGHT,NA,nbc,£18554,4219," 9,044",7973,£5323,15945,"19,328",NaN,,2071
2024-07-31,NaN,hardcourt,semi-Pro,,Playoffs,Windy,indoor,tigers,rookie,missing,adidas,goals,night,,Nbc,19887,15882,9312,4092," 3,921",18276,£11696,4267,missing,19460
2021-12-25, football ,synthetic,international,women,PLAYOFFS,Wet,Outdoor,missing,,b-league,adidas,GOALS,night,3,BBC," 5,258",12083," 7,993",NaN,,£4904,9932,£10524,NaN,18764
"Dec 13, 2023",basketball,Indoor, SEMI-PRO ,Women,NaN,wet,INDOOR,eagles,interim,c-league,Nike,,NaN,1,sky,£11044,£1838,19232,£13785,£6442,£8313,12001,£14578,15623,18551
2023-04-15,cricket,NaN,semi-Pro,Men, playoffs ,,INDOOR,NA, ROOKIE ,B-League,wilson,points,evening,-999,espn,£5508,16898,17273,£17261,"19,301",6980,14060,18173," 1,685"," 8,782"
2023-09-02,cricket,Indoor,international,Men,playoffs,Windy,Outdoor,sharks,ROOKIE,A-LEAGUE,nike,runs,Morning,2,NBC,3419,223,£15011,"10,067",10912,1719,12624,19033,14301,NA
22/10/2021, basketball ,Synthetic,amateur,mixed,regular,Dry,, eagles ,interim,-999,adidas,runs,night,1,espn,,missing," 2,419",207,13316,£10101,16827,8923,13147,6491
missing,Football,Synthetic, international ,WOMEN,REGULAR,Hot,Indoor,Tigers,Interim,,puma,Goals,night,4,Sky,"10,581"," 5,177",12032,missing,2902,missing,NA,17679,3644,9474
23/04/2021,football,GRASS,NaN,mixed,regular,snowy,indoor,tigers,rookie,C-League,Adidas,points,night,,NBC,18938," 6,707",NaN,,18896," 1,412",2586,NA,£16208,15401
2023-07-14,rugby,Clay, amateur ,mixed,REGULAR,windy,indoor, Wolves ,interim,,Wilson,RUNS,Night,5,NBC,," 9,131","13,784",15573,missing,7354,15541,7049,3985,9566
"Aug 26, 2022", football ,NaN,,women,,HOT,Indoor,BEARS, Rookie ,A-League,Nike,,night,2,Nbc,15654,9529,7629,19118,£18141,16049,12432,187,£19234,£11689
2022-07-30,Basketball,indoor,international,WOMEN,Regular,dry,indoor,tigers,rookie,-999,puma,sets,MORNING,5,bbc,NA,£19493,8430,1065,18360,NA,2461,3544,19465,-999
"May 25, 2022",running, ROAD ,international,Women,missing,Wet,indoor,tigers,rookie,B-LEAGUE,adidas,goals,night,4,NBC,£14408," 8,790",2164,"11,016"," 3,204",6939,"17,158",NaN,2568,
,cricket,hardcourt,Pro,Women,playoffs,hot,NaN,Lions,ROOKIE,C-League,adidas,sets, Night ,2,NA,£18522,NaN,,missing,"17,200",9841,17146,£2725,£18700,9593
11/03/2021,cricket, clay ,Pro,Men,Regular,snowy,Outdoor,bears,rookie,c-League,adidas,sets,evening,-999,-999," 7,546",19300,£691,£15583,7041,£18319,missing,missing," 3,477",12134
2021-12-26, tennis ,indoor,AMATEUR,Men,NA,-999,outdoor,Wolves,veteran,B-LEAGUE,Adidas,GOALS,AFTERNOON,3,Espn,NaN,19541,£5584,£19382,missing,NaN,,"18,899",NA,"11,357"
16/09/2023,CRICKET,-999, amateur ,mixed,pre-season,DRY,,Tigers,Rookie,C-LEAGUE, wilson ,Points,afternoon,2,sky,£3118,,8524,4883,19912,1644,12387,5994,12227,
2021-01-20,running,clay,international,Men,NA,HOT,indoor,EAGLES,Veteran,NaN,wilson,runs,afternoon,1,Sky,641,£13174,,missing,£6520,5807,14883,14702,13159,15402
"Mar 23, 2021",RUNNING,grass,pro,,Pre-Season,dry,indoor,WOLVES,-999, A-LEAGUE ,-999,points,night,4,espn,14864,257,£9687,,1125,17656,   529,£3337,-999," 2,758"
-999,rugby,hardcourt,amateur,WOMEN,playoffs,hot,Outdoor,eagles,interim,a-league, wilson ,points,morning,4,BBC,£17888,10020,£7762,4166,£16510,8660,£3644,"16,217",-999,"10,371"
-999,NA,-999,amateur,,PRE-SEASON,windy,INDOOR,TIGERS,rookie,B-LEAGUE,Nike,goals,morning,4, SKY ,14802,"15,718",5305,,£924,2102,NA,"17,400","18,349",-999
NA, Rugby ,grass,-999,Mixed,missing,windy,INDOOR,lions, interim ,a-league,PUMA,sets,night,5,nbc,6469,"10,178",NA,14891,£16845,£15383,18930,£4247,£7841," 2,091"
2024-09-13,BASKETBALL,INDOOR,amateur,men,Pre-Season,NA,INDOOR,wolves,-999,A-LEAGUE,Nike,sets,EVENING,5,bbc,3912," 9,318",13968,£17061,£19099,1675,3664,£9130,6717,NaN
01/06/2022,running,missing,pro,Men,pre-season,wet,indoor,Wolves,interim,a-League,nike,points,Afternoon,2,sky,19452," 8,588",£12202,-999,780,18805," 5,185",17862,13577,688
2021-05-23,Basketball,indoor,PRO,men, Pre-Season ,wet,outdoor,eagles,veteran,a-League, Adidas ,,afternoon,4,nbc,15512,£6870,5971,6838,10436,,16946,£4157,£16936,£2044
2021-09-19,Running,INDOOR,Pro, women ,regular,DRY,indoor,lions,NaN,A-League,WILSON,Goals, evening ,5,espn,£19543,16382,,14281,"15,606",17045,8485,18289," 9,761",£4137
15/07/2023,-999,clay,pro,women,NaN, dry , outdoor ,lions,INTERIM,a-league,Nike,Sets,night,5,Bbc,NA,£7938,11737,NA,12693,4240,missing,694,£7689,10191
2023-09-30, CRICKET ,road,NaN,Women,regular,Snowy, outdoor ,Bears, veteran ,b-league,,Points,Night,1,NA,12114,NaN,missing,7473,14375,10871,£17105,16616,19177,5942
21/08/2021,tennis,ROAD,Pro,Men,,SNOWY,indoor,sharks,interim,A-League,Adidas,runs, EVENING ,4,nbc,16291,2408,-999,13580,2713,   890,NA,3238,13939,632
23/02/2022,cricket,Clay,AMATEUR,men,regular, wet ,outdoor,Sharks,veteran,b-league,wilson,runs,Afternoon,3,bbc,16484,"15,197",,19830,17971,425,7446," 1,805",£11641,10142
2021-07-15,-999,Clay, amateur ,,Playoffs,snowy,outdoor, BEARS ,ROOKIE,b-league,nike,goals,NaN,, sky ,-999,19893,£6028,13598,NaN,1258,"10,081",£559,17708,16138
11/03/2023, RUNNING ,hardcourt,amateur,missing,NA,wet,outdoor,TIGERS, veteran ,c-League,Nike,runs,Morning,4,Nbc,missing,17955,-999,15530,"17,544",NA,16373,£8280,6529,2654
10/06/2023,running,GRASS,PRO,Mixed,regular,HOT,Outdoor,sharks,missing,b-League,nike,SETS,AFTERNOON,5,bbc,"12,565",£9560,"19,341",£11870,14533,£14420,7511,6269,657,15252
,cricket,synthetic,semi-pro,women,playoffs,SNOWY,indoor,Wolves,interim,A-LEAGUE,nike,SETS,-999,2,NA,5059,5246,NaN,,"15,902",NA,NaN,7284,£17692,£3721
"Dec 02, 2023",missing,CLAY,Amateur,women,regular,windy,indoor,Wolves,Veteran,A-League,nike,-999,morning,5,Bbc,2932,3879,NA,£15940,1702,16510,11261,£14186,5737,19193
22/08/2022,basketball,synthetic,PRO,Men,pre-Season,wet,OUTDOOR,WOLVES,rookie,C-League,WILSON,points,evening, 5 ,bbc,10987,£3466,NA,15191,12983,4858,7394,9361,missing,9671
21/08/2023,cricket,clay,Amateur,MEN,regular,snowy,outdoor,BEARS,ROOKIE,A-LEAGUE,wilson,goals,afternoon,5,SKY," 9,447"," 2,296",£9083,"11,319",5407,13943,NA,12662,£1235," 1,039"
"Jun 15, 2022",NaN,synthetic,amateur,women,missing,windy,Indoor,Sharks,VETERAN,a-league,nike,POINTS,Evening,NA,bbc,3355,11377,"14,248",10192,1680,£18092,," 7,587",£2164,16809
"Oct 18, 2024",football,-999,pro,missing,Pre-Season,WINDY,outdoor,Tigers,,B-LEAGUE,Nike,points,MORNING,missing,bbc,£5897,10129,3836,17898,-999,11931,-999,9799,NA,£19704
24/03/2023,rugby,grass,international,MEN,Regular,snowy,outdoor,WOLVES,NaN,c-League,puma,goals,Afternoon,-999,bbc,10432,"19,641",£2261,£8313,427,NA,NaN,8068," 1,017",15055
28/04/2024,cricket,-999,pro,women,PRE-SEASON,DRY,NaN,tigers,Rookie,a-League,puma,points,morning,3,espn,£14800,£15676," 1,472",NA,£2905,4672,NA,£17961,,NA
2023-05-05,cricket,indoor,SEMI-PRO,women,pre-season,windy,indoor,Lions,INTERIM,b-League,wilson,-999,evening,1, sky ,19347,1203,£12408,2076," 9,486",-999,13671,1307,16072,missing
2022-01-02,Running,,semi-pro,mixed,Pre-Season,hot,outdoor,Wolves,veteran,NaN,NaN,points,morning,5,Sky,17346,£11268,-999,4764,missing,7748,12312,"15,366",NaN," 3,622"
2021-03-16,rugby,indoor,international,Men,playoffs,Snowy,indoor,sharks,VETERAN,a-league,adidas,NA, morning ,-999, BBC ,5288,,£19921,"19,278",£5311,13463,10298,2800,3718,"19,554"
-999,NaN,Synthetic,International,Men,pre-season,wet,outdoor,,interim,A-LEAGUE,Wilson,runs,MORNING,2,NA," 1,830",missing,£9081,   731,2561,9527,4959,11045,£2120,2701
17/03/2022,Football,hardcourt,Amateur,WOMEN, regular ,Wet,indoor,BEARS,Veteran,NaN,puma,Runs,evening,5,bbc,5443,£400,18806,£18341,4160,5518,12445,19080,16533,15554
24/10/2023,RUGBY,,Amateur, MIXED ,pre-Season,hot,indoor,WOLVES,interim,A-League,PUMA,points,evening,3,NBC,NA,6600,NaN," 4,058",-999,   924,11361,7027,14103,£15278
12/11/2023,TENNIS,clay,semi-Pro,men,regular,SNOWY,indoor,SHARKS,INTERIM,A-League, adidas ,,-999,4,missing,NaN,8445,£14114,16368,missing,£18114,122,6668,NA,2516
"Jan 19, 2023",RUGBY,clay,PRO,men,pre-Season,hot,indoor,NA,rookie,B-LEAGUE,nike,runs,Night,1,bbc,NaN,£9191,17675,£3298,3959,£335,£19202,15213,,13256
09/11/2024,basketball,grass,pro, women , regular ,windy,Outdoor,eagles,Interim,NaN,wilson,points,evening,NA,nbc," 6,795",18119,15887,"19,210",8015,£13680,14184,8595,18628,4646
2023-01-27,Tennis,NA,international,men,regular,windy,indoor,Tigers,NA,NA,puma,sets,Morning, 5 ,espn,17384," 7,214",5251,17347,£12521,3,2772,12171,"12,334",16018
02/09/2022,basketball,Grass,pro,mixed,pre-season,wet,outdoor,lions,rookie,c-League,ADIDAS,Sets,NIGHT,2, espn ,13795,1423,£5515,"15,032","15,662",,17144,10067,11833,£4263
2023-02-27,NA,road,missing,WOMEN,playoffs,WET,outdoor, Sharks ,interim,B-League,WILSON,points,EVENING,,SKY,10865,7585,2274,"14,934",,12211,"11,849",£7210,4164,16655
"Aug 12, 2022",running,synthetic,SEMI-PRO,men,regular,hot,OUTDOOR, lions ,Rookie, B-LEAGUE ,Puma,sets,Afternoon,5,Sky,9177," 8,314",11531,7075,14497,14499,9471,7129,12436,£16273
2022-12-06,basketball,GRASS,SEMI-PRO,Men,pre-season,WINDY,OUTDOOR,lions,interim,c-League,wilson,sets,-999,4,-999,18201,6894,6679,,5756,£9457,17919,6568,NA,12126
2024-04-07,basketball, GRASS ,international,Women,pre-season,HOT,Indoor, SHARKS ,Interim,c-League,nike,points,Night,5,nbc,11092,12050,£9875,13346,£17791,NA,12391,19500,£14076,9436
2021-10-18,Basketball,NaN,Semi-Pro,WOMEN,pre-Season,dry,OUTDOOR,lions,-999,A-League,adidas,POINTS,morning,3,espn,6211,£7956,5238,4117,NA,£17367,10992,£5782,18270,15442
25/05/2022,basketball,Road,international,WOMEN,pre-season,dry,Outdoor,Bears,veteran,b-league,-999,goals,NaN,2,Nbc,2964,18742,3141,6876,missing,3144,£10290,6922,£12994,£11600
05/12/2022,cricket, grass ,NaN,mixed,PLAYOFFS,wet,indoor,Lions,rookie,,nike,RUNS,Morning,1,bbc,8265,£9570,2132,2757,3996,£12339,£19694,1056,12364,"13,325"
23/04/2022,basketball,synthetic,pro,WOMEN,Regular,dry,INDOOR,eagles,veteran,C-LEAGUE,,points,afternoon,4,espn,NA,£15787,1980,£16745," 4,522",6752,missing,13721,£17372,15518
2022-02-19,RUNNING,synthetic,international,MIXED,playoffs,NaN,indoor,-999,NA,B-League,Wilson,sets,NIGHT,-999,bbc,£12662,£17651," 5,214"," 7,946",6519,£15468,"18,395",NA,8278,-999
"Feb 23, 2024",rugby,Grass,amateur,NaN,regular,SNOWY,Indoor,EAGLES,rookie,,Wilson,,morning,3,bbc,13993,11285,£12994," 1,934",£4021,"13,823",£10475,"10,884",4787,12296
2021-03-31,missing,road, semi-pro ,women,pre-season,wet,indoor,Eagles,interim,b-league,wilson,sets,morning,1, espn ,16803,613,"15,476",12347,1709,14271,18883,"19,696",10502,11407
23/03/2024,running,Hardcourt,NA,NA,pre-season,snowy,Outdoor,wolves,ROOKIE,C-League,NIKE,goals,morning,-999,espn,£1035,7488,"17,051","14,730",13484,449,9740,8911,303,8320
03/05/2024,NaN,clay,international,men,missing,dry,NaN,WOLVES,interim,c-league,Adidas,runs,Morning,1,espn,£17898,19691,,17409,12612,7948,11150,NA,17566,18649
"Sep 15, 2022",Cricket,Road,missing, women ,playoffs,HOT,outdoor,,NA,a-league,nike,runs,Evening,2,bbc,10881,£6277,NaN,236,missing,"11,479",15719,NA,-999,7427
2024-05-23,rugby,synthetic,SEMI-PRO,mixed,regular,WINDY,indoor,wolves,rookie,-999,wilson,Runs, morning ,3,NBC,9457,£14508,14274,19854," 1,161",,missing,13144,£2471,18678
missing,TENNIS,grass,semi-pro,men,regular,wet,outdoor,LIONS,Veteran,NA,puma,RUNS,afternoon,3,Bbc,8145,3384,9806,4494," 2,241",10611,8809,8492,NaN,11993
"Mar 17, 2022",tennis,NaN,Semi-Pro,mixed,pre-Season,dry,indoor,Sharks,ROOKIE,C-LEAGUE,puma,points,evening,5,-999,"15,452",NaN,8837,-999,156,8101,14475,17600,4703,£4689
2024-04-02,basketball,grass,Amateur,Men,playoffs,dry,indoor,NA,Interim,A-League,,points, NIGHT ,3,Sky,£9529,,16711,missing,£7777,£19987,£9557,£1726,13382,   804
2022-06-15,Rugby,indoor,pro,Men,pre-season,WINDY,indoor,SHARKS,missing,b-league,wilson,Points,Afternoon, 2 ,nbc,8343,£19042,"16,878",£18181," 7,847",NaN,£10608,7305,,£4743
11/01/2021,FOOTBALL,clay,amateur,men,playoffs,snowy,indoor,tigers,veteran,a-league,wilson,runs,evening,1,Nbc,12393,missing,£15499,17393,16733,6981,£5682,11259,1811,
2023-04-30,TENNIS,indoor,, Women ,-999,wet,indoor,eagles,NA,b-league,-999,Goals,AFTERNOON,4,Nbc,£18644,£16045,£17504,NaN,14790,11931,6050,10877,NaN,16930
26/04/2021,RUNNING,synthetic,semi-pro,women,playoffs,snowy,outdoor,eagles,veteran,b-League,PUMA,goals,,3,espn,8132,NA,14515,5167,-999,£7519,4793,,£12409,4117
20/10/2024,rugby,NA,SEMI-PRO,men,pre-Season,-999,Outdoor,wolves,veteran,c-league,wilson,points,morning,3,bbc,"10,985",£11215,17549,11930,3316,16559,"10,153",£16637,9046,£15612
"Apr 26, 2023", rugby ,NaN,international,women,missing,Hot,OUTDOOR,lions,rookie,a-League,nike,points,NIGHT, 3 ,Sky,3378,   689,3128,£4,3485,18207,£14760,642,NaN,16001
"May 18, 2023",FOOTBALL, Road ,Pro, women ,Regular,dry,outdoor,eagles,interim,c-league,Puma,points,evening,3,ESPN,NA,17357,6952,16087,£9442,£9687,4513,£17922,-999,-999
16/06/2021,rugby,Road,SEMI-PRO,Mixed, PRE-SEASON ,hot,indoor,sharks,veteran,b-League,adidas,sets,evening,5, nbc ," 8,525","10,751",5673," 5,595",17140," 6,175",-999,1912,£501,   184
16/08/2021,football,,PRO,WOMEN,pre-Season,wet,outdoor,wolves,veteran,C-LEAGUE,NaN,runs,evening,5,nbc,missing,NA,7861,15445,1498," 4,885",11591,7659,5483,£13709
2023-04-20,CRICKET,NaN,semi-pro,women, REGULAR ,HOT,indoor,-999,interim,,NaN,Sets,AFTERNOON,NA, nbc ,£14144,1119,£496,10028," 9,261",£15939,£3512,£12187,5825,5649
25/10/2023,rugby,road,INTERNATIONAL,women,pre-season,hot,Indoor,Wolves,veteran,b-League,nike,points,morning,5,SKY," 6,159",10082,4681,-999,,5132,NA,missing,18063,14649
missing,running,synthetic,Amateur,women,regular,windy,indoor,Eagles,interim,a-league,PUMA,runs,afternoon, 4 ,NBC,172,£12964,665,NA,18406,11472,"19,196",NaN,"17,167",16927
